"ID","TOKEN","LEMMA"
"1","Νικίου","Νικίας"
"2","καὶ","καί"
"3","Κράσσου","Κράσσος"
"4","σύγκρισις","σύγκρισις"
"5","ἐν","ἐν"
"6","δὲ","δέ"
"7","τῇ","ὁ"
"8","συγκρίσει","σύγκρισις"
"9","πρῶτον","πρῶτος"
"10","ὁ","ὁ"
"11","Νικίου","Νικίας"
"12","πλοῦτος","πλοῦτος"
"13","τῷ","ὁ"
"14","Κράσσου","Κράσσης"
"15","παραβαλλόμενος","παραβάλλω"
"16","ἀμεμπτοτέραν","ἀμεμπτός"
"17","ἔχει","ἔχω"
"18","τὴν","ὁ"
"19","κτῆσιν","κτῆσις"
"20",".","."
"21","ἄλλως","ἄλλως"
"22","μὲν","μέν"
"23","γὰρ","γάρ"
"24","οὐκ","οὐ"
"25","ἄν","ἄν"
"26","τις","τίς"
"27","δοκιμάσειε","δοκιμάω"
"28","τὴν","ὁ"
"29","ἀπὸ","ἀπό"
"30","μετάλλων","μέταλλον"
"31","ἐργασίαν","ἐργασία"
"32",",",","
"33","ἧς","ὅς"
"34","τὰ","ὁ"
"35","πλεῖστα","πολύς"
"36","περαίνεται","περαίνω"
"37","διὰ","διά"
"38","κακούργων","κακοῦργος"
"39","ἢ","ἤ"
"40","βαρβάρων","βάρβαρος"
"41",",",","
"42","ἐνίων","ἔνιοι"
"43","δεδεμένων","δέω"
"44","καὶ","καί"
"45","φθειρομένων","φθείρω"
"46","ἐν","ἐν"
"47","τόποις","τόπος"
"48","ὑπούλοις","ὑπούλοις"
"49","καὶ","καί"
"50","νοσεροῖς","νοσερός"
"51","·","·"
"52","παραβαλλομένη","παραβαλλομένη"
"53","δὲ","δέ"
"54","πρὸς","πρός"
"55","τὰ","ὁ"
"56","Σύλλα","Σύλλος"
"57","δημιόπρατα","δημιόπρας"
"58","καὶ","καί"
"59","τὰς","ὁ"
"60","περὶ","περί"
"61","τὸ","ὁ"
"62","πῦρ","πῦρ"
"63","ἐργολαβίας","ἐργολαβία"
"64",",",","
"65","ἐπιεικεστέρα","πιεικεστεράω"
"66","φανεῖται","φαίνω"
"67",".","."
"68","ταύταις","οὗτος"
"69","γὰρ","γάρ"
"70","ὁ","ὁ"
"71","Κράσσος","Κράσσος"
"72","ἀναφανδὸν","ἀναφανδά"
"73","ὡς","ὡς"
"74","τῷ","ὁ"
"75","γεωργεῖν","γεωργέω"
"76","ἐχρῆτο","χράω"
"77","καὶ","καί"
"78","τῷ","ὁ"
"79","δανείζειν","δανείζω"
"80","·","·"
"81","ἃ","ὅς"
"82","δὲ","δέ"
"83","ἔξαρνος","ἔξαρνος"
"84","ἦν","εἰμί"
"85","ἐλεγχόμενος","ἐλεγχόμενος"
"86",",",","
"87","ἐπὶ","ἐπί"
"88","κέρδεσιν","κέρδος"
"89","ἐν","ἐν"
"90","βουλῇ","βουλή"
"91","λέγειν","λέγω"
"92","καὶ","καί"
"93","τοὺς","ὁ"
"94","συμμάχους","σύμμαχος"
"95","ἀδικεῖν","ἀδικέω"
"96","καὶ","καί"
"97","γύναια","γύναιος"
"98","περιιὼν","περίειμι"
"99","κολακεύειν","κολακεύω"
"100","καὶ","καί"
"101","συνεπικρύπτειν","συνεπικρύπτω"
"102","τοὺς","ὁ"
"103","πονηρούς","πονηρός"
"104",",",","
"105","τούτων","οὗτος"
"106","αἰτίαν","αἰτία"
"107","οὐδὲ","οὐδέ"
"108","ψευδῆ","ψευδής"
"109","ποτε","ποτε"
"110","Νικίας","Νικίας"
"111","ἔλαβεν","λαμβάνω"
"112",",",","
"113","ἄλλως","ἄλλως"
"114","δὲ","δέ"
"115","διδοὺς","δίδωμι"
"116","καὶ","καί"
"117","προϊέμενος","προΐημι"
"118","ἀργύριον","ἀργύριον"
"119","ὑπὸ","ὑπό"
"120","δειλίας","δειλία"
"121","τοῖς","ὁ"
