"ID","TOKEN","LEMMA"
"1","ΠΕΡΙ","περί"
"2","ΚΩΝΟΕΙΔΕΩΝ","ΚΩΝΟΕΙΔΕΩΝ"
"3","ΚΑΙ","ΚΑΙ"
"4","ΣΦΑΙΡΟΕΙΔΕΩΝ","ΣΦΑΙΡΟΕΙΔΕΩΝ"
"5","Ἀρχιμήδης","Ἀρχιμήδης"
"6","Δοσιθέῳ","Δοσιθέῳ"
"7","εὖ","εὖ"
"8","πράττειν","πράσσω"
"9",".","."
"10","Ἀποστέλλω","Ἀποστέλλω"
"11","τοι","σύ"
"12","γράψας","γράφω"
"13","ἐν","ἐν"
"14","τῷδε","ὅδε"
"15","τῷ","ὁ"
"16","βιβλίῳ","βιβλίον"
"17","τῶν","ὁ"
"18","τε","τε"
"19","λοιπῶν","λοιπός"
"20","θεωρημάτων","θεώρημα"
"21","τὰς","ὁ"
"22","ἀποδείξιας","ἀποδείξιας"
"23",",",","
"24","ὧν","ὅς"
"25","οὐκ","οὐ"
"26","εἶχες","ἔχω"
"27","ἐν","ἐν"
"28","τοῖς","ὁ"
"29","πρότερον","πρότερος"
"30","ἀπεσταλμένοις","ἀποστέλλω"
"31",",",","
"32","καὶ","καί"
"33","ἄλλων","ἄλλος"
"34","ὕστερον","ὕστερος"
"35","ποτεξευρημένων","ποτεξευρημένω"
"36",",",","
"37","ἃ","ὅς"
"38","πρότερον","πρότερος"
"39","μὲν","μέν"
"40","ἤδη","ἤδη"
"41","πολλάκις","πολλάκις"
"42","ἐγχειρήσας","ἐγχειρήω"
"43","ἐπισκέπτεσθαι","ἐπισκέπτομαι"
"44","δύσκολον","δύσκολος"
"45","ἔχειν","ἔχω"
"46","τι","τίς"
"47","φανείσας","φανείζω"
"48","μοι","ἐγώ"
"49","τᾶς","ὁ"
"50","εὑρέσιος","εὑρέσιος"
"51","αὐτῶν","αὐτός"
"52","ἀπόρησα","ἀπόρησα"
"53","·","·"
"54","διόπερ","διόπερ"
"55","οὐδὲ","οὐδέ"
"56","συνεξεδόθεν","συνεξεδόθεν"
"57","τοῖς","ὁ"
"58","ἄλλοις","ἄλλος"
"59","αὐτὰ","αὐτός"
"60","τὰ","ὁ"
"61","προβεβλημένα","προβεβλημένος"
"62",".","."
"63","Ὕστερον","ὕστερος"
"64","δὲ","δέ"
"65","ἐπιμελέστερον","ἐπιμελής"
"66","ποτʼ","πρός"
"67","αὐτοῖς","αὐτός"
"68","γενόμενος","γίγνομαι"
"69","ἐξεῦρον","ἐξευρίσκω"
"70","τὰ","ὁ"
"71","ἀπορηθέντα","ἀπορηθέντος"
"72",".","."
"73","Ἦν","εἰμί"
"74","δὲ","δέ"
"75","τὰ","ὁ"
"76","μὲν","μέν"
"77","λοιπὰ","λοιπός"
"78","τῶν","ὁ"
"79","προτέρων","πρότερος"
"80","θεωρημάτων","θεώρημα"
"81","περὶ","περί"
"82","τοῦ","ὁ"
"83","ὀρθογωνίου","ὀρθογώνιον"
"84","κωνοειδέος","κωνοειδής"
"85","προβεβλημένα","προβεβλημένα"
"86",",",","
"87","τὰ","ὁ"
"88","δὲ","δέ"
"89","νῦν","νῦν"
"90","ἐντι","εἰμί"
"91","ποτεξευρημένα","ποτεξευρίσκω"
"92","περί","περί"
"93","τε","τε"
"94","ἀμβλυγωνίου","ἀμβλυγωνῖον"
"95","κωνοειδέος","κωνοειδής"
"96","καὶ","καί"
"97","περὶ","περί"
"98","σφαιροειδέων","σφαιροειδεύς"
"99","σχημάτων","σχῆμα"
"100",",",","
"101","ὧν","ὅς"
"102","τὰ","ὁ"
"103","μὲν","μέν"
"104","παραμάκεα","παραμάκεα"
"105",",",","
"106","τὰ","ὁ"
"107","δὲ","δέ"
"108","ἐπιπλατέα","ἐπιπλατής"
"109","καλέω","καλέω"
"110",".","."
"111","Περὶ","περί"
"112","μὲν","μέν"
"113","οὖν","οὖν"
"114","τοῦ","ὁ"
"115","ὀρθογωνίου","ὀρθογώνιον"
"116","κωνοειδέος","κωνοειδής"
"117","ὑπέκειτο","ὑπόκειμαι"
"118","τάδε","ὅδε"
"119","·","·"
"120","εἴ","εἰ"
"121","κα","κα"
"122","ὀρθογωνίου","ὀρθογώνιον"
"123","κώνου","κώνου"
"124","τομὰ","τομὰ"
"125","μενούσας","μενούζω"
"126","τᾶς","ὁ"
"127","διαμέτρου","διάμετρος"
"128","περιενεχθεῖσα","περιενεχίθω"
"129","ἀποκατασταθῇ","ἀποκατασταθῇ"
"130","πάλιν","πάλιν"
"131",",",","
"132","ὅθεν","ὅθεν"
"133","ὥρμασεν","ὥρμασεν"
"134",",",","
"135","τὸ","ὁ"
"136","περιλαφθὲν","περιλαῴζφ"
"137","σχῆμα","σχῆμα"
"138","ὑπὸ","ὑπό"
"139","τᾶς","ὁ"
"140","τοῦ","ὁ"
"141","ὀρθογωνίου","ὀρθογώνιον"
"142","κώνου","κώνου"
"143","τομᾶς","τομᾶς"
"144","ὀρθογώνιον","ὀρθογώνιος"
"145","κωνοειδὲς","κωνοειδής"
"146","καλεῖσθαι","καλέω"
"147",",",","
"148","καὶ","καί"
"149","ἄξονα","ἄξων"
"150","μὲν","μέν"
"151","αὐτοῦ","αὐτός"
"152","τὰν","ὅς"
"153","μεμενάκουσαν","μεμενάκουσαν"
"154","διάμετρον","διάμετρος"
"155","καλεῖσθαι","καλέω"
"156",",",","
"157","κορυφὰν","κορυφή"
"158","δὲ","δέ"
"159","τὸ","ὁ"
"160","σαμεῖον","σαμεῖον"
"161",",",","
"162","καθʼ","κατά"
"163","ὃ","ὁ"
"164","ἅπτεται","ἅπτω"
"165","ὁ","ὁ"
"166","ἄξων","ἄγω"
"167","τᾶς","ὁ"
"168","τοῦ","ὁ"
"169","κωνοειδέος","κωνοειδής"
"170","ἐπιφανείας","ἐπιφάνεια"
"171","·","·"
"172","καὶ","καί"
"173","εἴ","εἰ"
"174","κα","κα"
"175","τοῦ","ὁ"
"176","ὀρθογωνίου","ὀρθογώνιον"
"177","κωνοειδέος","κωνοειδής"
"178","σχήματος","σχῆμα"
"179","ἐπίπεδον","ἐπίπεδος"
"180","ἐπιψαύῃ","ἐπιψαύω"
"181",",",","
"182","παρὰ","παρά"
"183","δὲ","δέ"
"184","τὸ","ὁ"
"185","ἐπιψαῦον","ἐπιψαύω"
"186","ἐπίπεδον","ἐπίπεδος"
"187","ἄλλο","ἄλλος"
"188","ἐπίπεδον","ἐπίπεδος"
"189","ἀχθὲν","ἀόχ"
"190","ἀποτέμῃ","ἀποτέμω"
"191","τι","τίς"
"192","τμᾶμα","τμᾶμα"
"193","τοῦ","ὁ"
"194","κωνοειδέος","κωνοειδής"
"195",",",","
"196","βάσιν","βάσις"
"197","μὲν","μέν"
"198","καλεῖσθαι","καλέω"
"199","τοῦ","ὁ"
"200","ἀποτμαθέντος","ἀποτμόα"
"201","τμάματος","τμάματος"
"202","τὸ","ὁ"
"203","ἐπίπεδον","ἐπίπεδος"
"204","τὸ","ὁ"
"205","περιλαφθὲν","περιλαῴζφ"
"206","ὑπὸ","ὑπό"
"207","τᾶς","ὁ"
"208","τοῦ","ὁ"
"209","κωνοειδέος","κωνοειδής"
"210","τομᾶς","τεομᾶς"
"211","ἐν","ἐν"
"212","τῷ","ὁ"
"213","ἀποτέμνοντι","ἀποτέμνω"
"214","ἐπιπέδῳ","ἐπίπεδος"
"215",",",","
"216","κορυφὰν","κορυφή"
"217","δὲ","δέ"
"218","τὸ","ὁ"
"219","σαμεῖον","σαμεῖον"
"220",",",","
"221","καθʼ","κατά"
"222","ὃ","ὁ"
"223","ἐπιψαύει","ἐπιψαύω"
"224","τὸ","ὁ"
"225","ἕτερον","ἕτερος"
"226","ἐπίπεδον","ἐπίπεδος"
"227","τοῦ","ὁ"
"228","κωνοειδέος","κωνοειδής"
"229",",",","
"230","ἄξονα","ἄξων"
"231","δὲ","δέ"
"232","τὰν","ὅς"
"233","ἐναπολαφθεῖσαν","ἐναπολαφθεῖσαν"
"234","εὐθεῖαν","εὐθύς"
"235","ἐν","ἐν"
"236","τῷ","ὁ"
"237","τμάματι","τμάμα"
"238","ἀπὸ","ἀπό"
"239","τᾶς","ὁ"
"240","ἀχθείσας","ἀχθείννυμι"
"241","διὰ","διά"
"242","τᾶς","ὁ"
"243","κορυφᾶς","κορυφή"
"244","τοῦ","ὁ"
"245","τμάματος","τμάμας"
"246","παρὰ","παρά"
"247","τὸν","ὁ"
"248","ἄξονα","ἄξων"
"249","τοῦ","ὁ"
"250","κωνοειδέος","κωνοειδής"
"251",".","."
"252","Προεβάλλετο","Προεβάλλετο"
"253","δὲ","δέ"
"254","τάδε","ὅδε"
"255","θεωρῆσαι","θεωρέω"
"256","·","·"
"257","διὰ","διά"
"258","τί","τίς"
"259",",",","
"260","εἴ","εἰ"
"261","κα","κα"
"262","τοῦ","ὁ"
"263","ὀρθογωνίου","ὀρθογώνιον"
"264","κωνοειδέος","κωνοειδής"
"265","τμάματα","τμάμα"
"266","ἀποτμαθῇ","ἀποτμαθῇ"
"267","ἐπιπέδῳ","ἐπίπεδος"
"268","ὀρθῷ","ὀρθός"
"269","ποτὶ","πρός"
"270","τὸν","ὁ"
"271","ἄξονα","ἄξων"
"272",",",","
"273","τὸ","ὁ"
"274","ἀποτμαθὲν","ἀποτμαθὲν"
"275","τμᾶμα","τμᾶμα"
"276","ἡμιόλιον","ἡμιόλιος"
"277","ἐσσεῖται","εἰμί"
"278","τοῦ","ὁ"
"279","κώνου","κώνου"
"280","τοῦ","ὁ"
"281","βάσιν","βάσις"
"282","ἔχοντος","ἔχω"
"283","τὰν","ὅς"
"284","αὐτὰν","αὐτός"
"285","τῷ","ὁ"
"286","τμάματι","τμάμα"
"287","καὶ","καί"
"288","ἄξονα","ἄξων"
"289","τὸν","ὁ"
"290","αὐτόν","αὐτός"
"291","·","·"
"292","καὶ","καί"
"293","διὰ","διά"
