"ID","TOKEN","LEMMA"
"1","ΑΡΙΣΤΕΑΣ","ΑΡΙΣΤΕΑΣ"
"2","ΦΙΛΟΚΡΑΤΕΙ","ΦΙΛΟΚΡΑΤΕΙ"
"3","Ἀξιολόγου","Ἀξιολόγος"
"4","διηγήσεως","διήγησις"
"5",",",","
"6","ὦ","ὦ"
"7","Φιλόκρατες","φιλόκρατες"
"8",",",","
"9","περὶ","περί"
"10","τῆς","ὁ"
"11","γενηθείσης","γίγνομαι"
"12","ἡμῖν","ἡμεῖς"
"13","ἐντυχίας","ἐντυχία"
"14","πρὸς","πρός"
"15","Ἐλεάζαρον","Ἐλεάζαρος"
"16","τὸν","ὁ"
"17","τῶν","ὁ"
"18","Ἰουδαίων","Ἰουδαῖος"
"19","ἀρχιερέα","ἀρχιερεύς"
"20","συνεσταμένης","συνεσταμένη"
"21",",",","
"22","διὰ","διά"
"23","τὸ","ὁ"
"24","σὲ","σύ"
"25","περὶ","περί"
"26","πολλοῦ","πολύς"
"27","πεποιῆσθαι","ποιέω"
"28",",",","
"29","παρ᾽","παρ᾽"
"30","ἕκαστα","ἕκαστος"
"31","ὑπομιμνήσκων","ὑπομιμνήσκω"
"32",",",","
"33","συνακοῦσαι","συνακούω"
"34","περὶ","περί"
"35","ὧν","ὅς"
"36","ἀπεστάλημεν","ἀπεστάλημεν"
"37","καὶ","καί"
"38","διὰ","διά"
"39","τί","τίς"
"40",",",","
"41","πεπείραμαι","πειράω"
"42","σαφῶς","σαφής"
"43","ἐκθέσθαι","ἐκθέσθαι"
"44","σοι","σύ"
"45",",",","
"46","κατειληφὼς","καταλαμβάνω"
"47","ἣν","ὅς"
"48","ἔχεις","ἔχω"
"49","φιλομαθῆ","φιλομαθής"
"50","διάθεσιν","διάθεσις"
"51",",",","
"52","ὅπερ","ὅς"
"53","μέγιστόν","μέγας"
"54","ἐστιν","εἰμί"
"55","ἀνθρώπῳ","ἄνθρωπος"
"56",",",","
"57","προσμανθάνειν","προσμανθάνω"
"58","ἀεί","ἀεί"
"59","τι","τίς"
"60","καὶ","καί"
"61","προσλαμβάνειν","προσλαμβάνω"
"62",",",","
"63","ἤτοι","ἤτοι"
"64","κατὰ","κατά"
"65","τὰς","ὁ"
"66","ἱστορίας","ἱστορία"
"67",",",","
"68","ἢ","ἤ"
"69","καὶ","καί"
"70","κατ᾽","κατ᾽"
"71","αὐτὸ","αὐτός"
"72","τὸ","ὁ"
"73","πρᾶγμα","πρᾶγμα"
"74","πεπειραμένῳ","πεπειραμένῳ"
"75",".","."
"76","οὕτω","οὕτως"
"77","γὰρ","γάρ"
"78","κατασκευάζεται","κατασκευάζω"
"79","ψυχῆς","ψυχή"
"80","καθαρὰ","καθαρός"
"81","διάθεσις","διάθεσις"
"82",",",","
"83","ἀναλαβοῦσα","ἀναλαβέω"
"84","τὰ","ὁ"
"85","κάλλιστα","καλός"
"86","·","·"
"87","καὶ","καί"
"88","πρὸς","πρός"
"89","τὸ","ὁ"
"90","πάντων","πᾶς"
"91","κυριώτατον","κύριος"
"92","νενευκυῖα","νενευκυῖα"
"93","τὴν","ὁ"
"94","εὐσέβειαν","εὐσέβεια"
"95","ἀπλανεῖ","ἀπλανέω"
"96","κεχρημένη","πεχρημένη"
"97","κανόνι","κανών"
"98","διοικεῖ","διοικέω"
"99",".","."
"100","Τὴν","ὁ"
"101","προαίρεσιν","προαίρεσις"
"102","ἔχοντες","ἔχω"
"103","ἡμεῖς","ἡμεῖς"
"104","πρὸς","πρός"
"105","τὸ","ὁ"
"106","περιέργως","περίεργος"
"107","τὰ","ὁ"
"108","θεῖα","θεῖος"
"109","κατανοεῖν","κατανοέω"
"110",",",","
"111","ἑαυτοὺς","ἑαυτοῦ"
"112","ἐπεδώκαμεν","ἐπιδίδωμι"
"113","εἰς","εἰς"
"114","τὸν","ὁ"
"115","προειρημένον","προλέγω"
"116","ἄνδρα","ἀνήρ"
"117","πρεσβείαν","πρεσβεία"
"118",",",","
"119","καλοκαγαθίᾳ","καλοκαγαθία"
"120","καὶ","καί"
"121","δόξῃ","δόξα"
"122","προτετιμημένον","προτετιμημένον"
"123","ὑπό","ὑπό"
"124","τε","τε"
"125","τῶν","ὁ"
"126","πολιτῶν","πολίτης"
"127","καὶ","καί"
"128","τῶν","ὁ"
"129","ἄλλων","ἄλλος"
"130",",",","
"131","καὶ","καί"
"132","κατακεκτημένον","κατακεκτημένος"
"133","μεγίστην","μέγας"
"134","ὠφέλειαν","ὠφέλεια"
"135","τοῖς","ὁ"
"136","σὺν","σύν"
"137","ἑαυτῷ","ἑαυτοῦ"
"138","καὶ","καί"
"139","τοῖς","ὁ"
"140","κατὰ","κατά"
"141","τοὺς","ὁ"
"142","ἄλλους","ἄλλος"
"143","τόπους","τόπος"
"144","πολίταις","πολίτης"
"145",",",","
"146","πρὸς","πρός"
"147","τὴν","ὁ"
"148","ἑρμηνείαν","ἑρμηνεία"
"149","τοῦ","ὁ"
"150","θείου","θεῖος"
"151","νόμου","νόμος"
"152",",",","
"153","διὰ","διά"
"154","τὸ","ὁ"
"155","γεγράφθαι","γράφω"
"156","παρ᾽","παρ᾽"
"157","αὐτοῖς","αὐτός"
"158","ἐν","ἐν"
"159","διφθέραις","διφθέρα"
"160","ἑβραϊκοῖς","ἑβραϊκός"
"161","γράμμασιν","γράμμα"
"162",".","."
"163","ἣν","ὅς"
"164","δὴ","δή"
"165","καὶ","καί"
"166","ἐποιησάμεθα","ποιέω"
"167","ἡμεῖς","ἡμεῖς"
"168","σπουδῇ","σπουδή"
"169",",",","
"170","λαβόντες","λαμβάνω"
"171","καιρὸν","καιρός"
"172","πρὸς","πρός"
"173","τὸν","ὁ"
"174","βασιλέα","βασιλεύς"
"175","περὶ","περί"
"176","τῶν","ὁ"
"177","μετοικισθέντων","μετοικισθέντων"
"178","εἰς","εἰς"
"179","Αἴγυπτον","Αἴγυπτος"
"180","ἐκ","ἐκ"
"181","τῆς","ὁ"
"182","Ἰουδαίας","Ἰουδαία"
"183","ὑπὸ","ὑπό"
"184","πατρὸς","πατήρ"
"185","τοῦ","ὁ"
"186","βασιλέως","βασιλεύς"
"187",",",","
"188","πρώτως","πρώτως"
"189","κεκτημένου","κτάομαι"
"190","τήν","ὁ"
"191","τε","τε"
"192","πόλιν","πόλις"
"193","καὶ","καί"
"194","κατὰ","κατά"
"195","τὴν","ὁ"
"196","Αἴγυπτον","Αἴγυπτος"
"197","παρειληφότος","παραλαμβάνω"
"198",".","."
"199","Ἄξιόν","Ἄξιος"
"200","ἐστι","εἰμί"
"201","καὶ","καί"
"202","ταῦτά","οὗτος"
"203","σοι","σύ"
"204","δηλῶσαι","δηλόω"
"205",".","."
"206","πέπεισμαι","πείθω"
"207","γὰρ","γάρ"
"208","σε","σύ"
"209","μᾶλλον","μᾶλλον"
"210","ἔχοντα","ἔχω"
"211","πρόσκλισιν","πρόσκλισις"
"212","πρὸς","πρός"
"213","τὴν","ὁ"
"214","σεμνότητα","σεμνότης"
"215","καὶ","καί"
"216","τὴν","ὁ"
"217","τῶν","ὁ"
"218","ἀνθρώπων","ἄνθρωπος"
"219","διάθεσιν","διάθεσις"
"220","τῶν","ὁ"
"221","κατὰ","κατά"
"222","τὴν","ὁ"
"223","σεμνὴν","σεμνός"
"224","νομοθεσίαν","νομοθεσία"
"225","διεξαγόντων","διεξαγόντων"
"226",",",","
"227","περὶ","περί"
"228","ὧν","ὅς"
"229","προαιρούμεθα","προαιρέω"
"230","δηλοῦν","δηλόω"
"231",",",","
"232","ἀσμένως","ἀσμένως"
"233","σε","σύ"
"234","ἀκούσεσθαι","ἀκούω"
"235",",",","
"236","προσφάτως","προσφάτως"
"237","παραγεγενημένον","παραγεγενημένον"
"238","ἐκ","ἐκ"
"239","τῆς","ὁ"
"240","νήσου","νῆσος"
"241","πρὸς","πρός"
"242","ἡμεῖς","ἡμεῖς"
"243",",",","
"244","καὶ","καί"
"245","βουλόμενον","βούλομαι"
"246","συνακούειν","συνακούω"
"247","ὅσα","ὅσος"
"248","πρὸς","πρός"
"249","ἐπισκευὴν","ἐπισκευή"
"250","ψυχῆς","ψυχή"
"251","ὑπάρχει","ὑπάρχω"
"252",".","."
"253","καὶ","καί"
"254","πρότερον","πρότερος"
"255","δὲ","δέ"
"256","διεπεμψάμην","διεπεμψάμην"
"257","σοι","σύ"
"258","περὶ","περί"
"259","ὧν","ὅς"
"260","ἐνόμιζον","νομίζω"
"261","ἀξιομνημονεύτων","ἀξιομνημονεύτων"
"262","εἶναι","εἰμί"
"263","τὴν","ὁ"
"264","ἀναγραφήν","ἀναγραφή"
"265",",",","
"266","ἣν","ὅς"
"267","μετελάβομεν","μετελάβω"
"268","παρὰ","παρά"
"269","τῶν","ὁ"
"270","κατὰ","κατά"
"271","τὴν","ὁ"
"272","λογιωτάτην","λογιωτάτη"
"273","Αἴγυπτον","Αἴγυπτος"
"274","λογιωτάτην","λογιωτάτης"
"275","ἀρχιερέων","ἀρχιερεύς"
"276","περὶ","περί"
"277","τοῦ","ὁ"
"278","γένους","γένος"
"279","τῶν","ὁ"
"280","Ἰουδαίων","Ἰουδαῖος"
"281",".","."
"282","φιλομαθῶς","φιλομαθῶς"
"283","γὰρ","γάρ"
"284","ἔχοντί","ἔχω"
"285","σοι","σύ"
"286","περὶ","περί"
"287","τῶν","ὁ"
"288","δυναμένων","δύναμαι"
"289","ὠφελῆσαι","ὠφελέω"
"290","διάνοιαν","διάνοια"
"291","δέον","δέον"
"292","ἐστὶ","εἰμί"
"293","μεταδιδόναι","μεταδίδωμι"
"294",",",","
"295","μάλιστα","μάλα"
"296","μὲν","μέν"
"297","πᾶσι","πᾶς"
"298","τοῖς","ὁ"
"299","ὁμοίοις","ὅμοιος"
"300",",",","
"301","πολλῷ","πολύς"
"302","δὲ","δέ"
"303","μᾶλλον","μᾶλλον"
"304","σοὶ","σύ"
"305","γνησίαν","γνησία"
"306","ἔχοντι","ἔχω"
"307","τὴν","ὁ"
"308","αἵρεσιν","αἵρεσις"
"309",",",","
"310","οὐ","οὐ"
"311","μόνον","μόνος"
"312","κατὰ","κατά"
"313","τὸ","ὁ"
"314","συγγενὲς","συγγενής"
"315","ἀδελφῷ","ἀδελφός"
"316","καθεστῶτι","καθίστημι"
"317","τὸν","ὁ"
"318","τρόπον","τρόπος"
"319",",",","
"320","ἀλλὰ","ἀλλά"
"321","καὶ","καί"
"322","τῇ","ὁ"
"323","πρὸς","πρός"
"324","τὸ","ὁ"
"325","καλὸν","καλός"
"326","ὁρμῇ","ὁρμή"
"327","τὸν","ὁ"
"328","αὐτὸν","αὐτός"
"329","ὄντα","εἰμί"
"330","ἡμῖν","ἡμεῖς"
"331",".","."
"332","χρυσοῦ","χρυσός"
"333","γὰρ","γάρ"
"334","χάρις","χάρις"
"335","ἢ","ἤ"
"336","κατασκευή","κατασκευή"
"337","τις","τίς"
"338","ἄλλη","ἄλλος"
"339","τῶν","ὁ"
"340","τετιμημένων","τιμάω"
"341","παρὰ","παρά"
"342","τοῖς","ὁ"
"343","κενοδόξοις","κενοδόξοις"
"344","ὠφέλεισαν","ὠφέλεισαν"
"345","οὐκ","οὐ"
"346","ἔχει","ἔχω"
"347","τὴν","ὁ"
"348","αὐτήν","αὐτός"
"349",",",","
"350","ὅσον","ὅσος"
"351","ἡ","ὁ"
"352","παιδείας","παιδεία"
"353","ἀγωγὴ","ἀγωγή"
"354","καὶ","καί"
"355","ἡ","ὁ"
"356","περὶ","περί"
"357","τούτων","οὗτος"
"358","φροντίς","φροντίς"
"359",".","."
"360","ἵνα","ἵνα"
"361","δὲ","δέ"
"362","μὴ","μή"
"363","περὶ","περί"
"364","τῶν","ὁ"
"365","προλεγομένων","προλεγομένων"
"366","μηκύνοντες","μηκύνω"
"367","ἀδόλεσχόν","ἀδόλεσχος"
"368","τι","τίς"
"369","ποιῶμεν","ποιέω"
"370",",",","
"371","ἐπὶ","ἐπί"
"372","τὸ","ὁ"
"373","συνεχὲς","συνεχής"
"374","τῆς","ὁ"
"375","διηγήσεως","διήγησις"
"376","ἐπανήξομεν","πανήξω"
"377",".","."
"378","Κατασταθεὶς","Κατασταθεὶς"
"379","ἐπὶ","ἐπί"
"380","τῆς","ὁ"
"381","τοῦ","ὁ"
"382","βασιλέως","βασιλεύς"
"383","βιβλιοθήκης","βιβλιοθήκη"
"384","Δημήτριος","Δημήτριος"
"385","ὁ","ὁ"
"386","Φαληρεὺς","Φαληρεύς"
"387","ἐχρηματίσθη","χρηματίζω"
"388","πολλὰ","πολύς"
"389","διάφορα","διάφορος"
"390","πρὸς","πρός"
"391","τὸ","ὁ"
"392","συναγαγεῖν","συνάγω"
"393",",",","
"394","εἰ","εἰ"
"395","δυνατόν","δυνατός"
"396",",",","
"397","ἅπαντα","ἅπας"
"398","τὰ","ὁ"
"399","κατὰ","κατά"
"400","τὴν","ὁ"
"401","οἰκουμένην","οἰκουμένη"
"402","βιβλία","βιβλίον"
"403","·","·"
"404","καὶ","καί"
"405","ποιούμενος","ποιέω"
"406","ἀγορασμοὺς","ἀγορασμός"
"407","καὶ","καί"
"408","μεταγραφὰς","μεταγραφή"
"409","ἐπὶ","ἐπί"
"410","τέλος","τέλος"
"411","ἤγαγεν","ἄγω"
"412",",",","
"413","ὅσον","ὅσος"
"414","ἐφ᾽","ἐφ᾽"
"415","ἑαυτῷ","ἑαυτοῦ"
"416","τὴν","ὁ"
"417","τοῦ","ὁ"
"418","βασιλέως","βασιλεύς"
"419","πρόθεσιν","πρόθεσις"
"420",".","."
"421","παρόντων","πάρειμι"
"422","οὖν","οὖν"
"423","ἡμῶν","ἡμεῖς"
"424","ἐρωτηθείς","ἐρωτάω"
"425","Πόσαι","πόσος"
"426","τινὲς","τίς"
"427","μυριάδες","μυριάς"
"428","τυγχάνουσι","τυγχάνω"
"429","βιβλίων","βιβλίον"
"430",";",";"
"431","εἶπεν","λέγω"
"432","Ὑπὲρ","ὑπέρ"
"433","τὰς","ὁ"
"434","εἴκοσι","εἴκοσι"
"435",",",","
"436","βασιλεῦ","βασιλεύς"
"437","·","·"
"438","σπουδάσω","σπουδάζω"
"439","δ᾽","δ᾽"
"440","ἐν","ἐν"
"441","ὀλίγῳ","ὀλίγος"
"442","χρόνῳ","χρόνος"
"443","πρὸς","πρός"
"444","τὸ","ὁ"
"445","πληρωθῆναι","πληρόω"
"446","πεντήκοντα","πεντήκοντα"
"447","μυριάδας","μυριάς"
"448","τὰ","ὁ"
"449","λοιπά","λοιπός"
"450",".","."
"451","προσήγγελται","προσήγγελται"
"452","δέ","δέ"
"453","μοι","ἐγώ"
"454","καὶ","καί"
"455","τῶν","ὁ"
"456","Ἰουδαίων","Ἰουδαῖος"
"457","νόμιμα","νόμιμος"
"458","μεταγραφῆς","μεταγραφή"
"459","ἄξια","ἄξιος"
"460","καὶ","καί"
"461","τῆς","ὁ"
"462","παρὰ","παρά"
"463","σοὶ","σύ"
"464","βιβλιοθήκης","βιβλιοθήκη"
"465","εἶναι","εἰμί"
"466",".","."
"467","Τί","τίς"
"468","τὸ","ὁ"
"469","κωλῦον","κωλύω"
"470","οὖν","οὖν"
"471",",",","
"472","εἶπεν","λέγω"
"473",",",","
"474","ἐστί","εἰμί"
"475","σε","σύ"
"476","τοῦτο","οὗτος"
"477","ποιῆσαι","ποιέω"
"478",";",";"
"479","πάντα","πᾶς"
"480","γὰρ","γάρ"
"481","ὑποτέτακταί","ὑποτέτακτής"
"482","σοι","σύ"
"483","τὰ","ὁ"
"484","πρὸς","πρός"
"485","τὴν","ὁ"
"486","χρείαν","χρεία"
"487",".","."
"488","ὁ","ὁ"
"489","δὲ","δέ"
"490","Δημήτριος","Δημήτριος"
"491","εἶπεν","λέγω"
"492","Ἑρμηνείας","Ἑρμηνεία"
"493","προσδεῖται","προσδέω"
"494","·","·"
"495","χαρακτῆρσι","χαρακτήρ"
"496","γὰρ","γάρ"
"497","ἰδίοις","ἴδιος"
"498","κατὰ","κατά"
"499","Ἰουδαίων","Ἰουδαῖος"
"500","χρῶνται","χράω"
"501",",",","
"502","καθάπερ","καθάπερ"
"503","Αἰγύπτιοι","Αἰγύπτιος"
"504","τῇ","ὁ"
"505","τῶν","ὁ"
"506","γραμμάτων","γράμμα"
"507","θέσει","θέσις"
"508",",",","
"509","καθὸ","καθό"
"510","καὶ","καί"
"511","φωνὴν","φωνή"
"512","ἰδίαν","ἴδιος"
"513","ἔχουσιν","ἔχω"
"514",".","."
"515","ὑπολαμβάνονται","ὑπολαμβάνονται"
"516","Συριακῇ","Συριακῇ"
