"ID","TOKEN","UPOS"
"1","Παῦλος","PROPN"
"2","ἀπόστολος","NOUN"
"3","Χριστοῦ","PROPN"
"4","Ἰησοῦ","PROPN"
"5","διὰ","ADP"
"6","θελήματος","NOUN"
"7","θεοῦ","NOUN"
"8","κατʼ","ADP"
"9","ἐπαγγελίαν","NOUN"
"10","ζωῆς","NOUN"
"11","τῆς","DET"
"12","ἐν","ADP"
"13","Χριστῷ","PROPN"
"14","Ἰησοῦ","PROPN"
"15","Τιμοθέῳ","PROPN"
"16","ἀγαπητῷ","ADJ"
"17","τέκνῳ","NOUN"
"18","·","PUNCT"
"19","χάρις","NOUN"
"20",",","PUNCT"
"21","ἔλεος","NOUN"
"22",",","PUNCT"
"23","εἰρήνη","NOUN"
"24","ἀπὸ","ADP"
"25","θεοῦ","NOUN"
"26","πατρὸς","NOUN"
"27","καὶ","CCONJ"
"28","Χριστοῦ","PROPN"
"29","Ἰησοῦ","PROPN"
"30","τοῦ","DET"
"31","κυρίου","NOUN"
"32","ἡμῶν","PRON"
"33",".","PUNCT"
"34","Χάριν","NOUN"
"35","ἔχω","VERB"
"36","τῷ","DET"
"37","θεῷ","NOUN"
"38",",","PUNCT"
"39","ᾧ","PRON"
"40","λατρεύω","VERB"
"41","ἀπὸ","ADP"
"42","προγόνων","NOUN"
"43","ἐν","ADP"
"44","καθαρᾷ","ADJ"
"45","συνειδήσει","NOUN"
"46",",","PUNCT"
"47","ὡς","SCONJ"
"48","ἀδιάλειπτον","ADJ"
"49","ἔχω","VERB"
"50","τὴν","DET"
"51","περὶ","ADP"
"52","σοῦ","PRON"
"53","μνείαν","NOUN"
"54","ἐν","ADP"
"55","ταῖς","DET"
"56","δεήσεσίν","NOUN"
"57","μου","PRON"
"58",",","PUNCT"
"59","νυκτὸς","NOUN"
"60","καὶ","CCONJ"
"61","ἡμέρας","NOUN"
"62","ἐπιποθῶν","VERB"
"63","σε","PRON"
"64","ἰδεῖν","VERB"
"65",",","PUNCT"
"66","μεμνημένος","VERB"
"67","σου","PRON"
"68","τῶν","DET"
"69","δακρύων","NOUN"
"70",",","PUNCT"
"71","ἵνα","SCONJ"
"72","χαρᾶς","NOUN"
"73","πληρωθῶ","VERB"
"74","ὑπόμνησιν","NOUN"
"75","λαβὼν","VERB"
"76","τῆς","DET"
"77","ἐν","ADP"
"78","σοὶ","PRON"
"79","ἀνυποκρίτου","ADJ"
"80","πίστεως","NOUN"
"81",",","PUNCT"
"82","ἥτις","PRON"
"83","ἐνῴκησεν","VERB"
"84","πρῶτον","ADJ"
"85","ἐν","ADP"
"86","τῇ","DET"
"87","μάμμῃ","NOUN"
"88","σου","PRON"
"89","Λωΐδι","PROPN"
"90","καὶ","CCONJ"
"91","τῇ","DET"
"92","μητρί","NOUN"
"93","σου","PRON"
"94","Εὐνίκῃ","PROPN"
"95",",","PUNCT"
"96","πέπεισμαι","VERB"
"97","δὲ","ADV"
"98","ὅτι","SCONJ"
"99","καὶ","ADV"
"100","ἐν","ADP"
"101","σοί","PRON"
"102",".","PUNCT"
"103","διʼ","ADP"
"104","ἣν","PRON"
"105","αἰτίαν","NOUN"
"106","ἀναμιμνῄσκω","VERB"
"107","σε","PRON"
"108","ἀναζωπυρεῖν","VERB"
"109","τὸ","DET"
"110","χάρισμα","NOUN"
"111","τοῦ","DET"
"112","θεοῦ","NOUN"
"113",",","PUNCT"
"114","ὅ","PRON"
"115","ἐστιν","AUX"
"116","ἐν","ADP"
"117","σοὶ","PRON"
"118","διὰ","ADP"
"119","τῆς","DET"
"120","ἐπιθέσεως","NOUN"
"121","τῶν","DET"
"122","χειρῶν","NOUN"
"123","μου","PRON"
"124","·","PUNCT"
"125","οὐ","ADV"
"126","γὰρ","ADV"
"127","ἔδωκεν","VERB"
"128","ἡμῖν","PRON"
"129","ὁ","DET"
"130","θεὸς","NOUN"
"131","πνεῦμα","NOUN"
"132","δειλίας","NOUN"
"133",",","PUNCT"
"134","ἀλλὰ","CCONJ"
"135","δυνάμεως","NOUN"
"136","καὶ","CCONJ"
"137","ἀγάπης","NOUN"
"138","καὶ","CCONJ"
"139","σωφρονισμοῦ","NOUN"
"140",".","PUNCT"
"141","Μὴ","ADV"
"142","οὖν","ADV"
"143","ἐπαισχυνθῇς","VERB"
"144","τὸ","DET"
"145","μαρτύριον","NOUN"
"146","τοῦ","DET"
"147","κυρίου","NOUN"
"148","ἡμῶν","PRON"
"149","μηδὲ","CCONJ"
"150","ἐμὲ","PRON"
"151","τὸν","DET"
"152","δέσμιον","NOUN"
"153","αὐτοῦ","PRON"
"154",",","PUNCT"
"155","ἀλλὰ","CCONJ"
"156","συγκακοπάθησον","VERB"
"157","τῷ","DET"
"158","εὐαγγελίῳ","NOUN"
"159","κατὰ","ADP"
"160","δύναμιν","NOUN"
"161","θεοῦ","NOUN"
"162",",","PUNCT"
"163","τοῦ","DET"
"164","σώσαντος","VERB"
"165","ἡμᾶς","PRON"
"166","καὶ","CCONJ"
"167","καλέσαντος","VERB"
"168","κλήσει","NOUN"
"169","ἁγίᾳ","ADJ"
"170",",","PUNCT"
"171","οὐ","ADV"
"172","κατὰ","ADP"
"173","τὰ","DET"
"174","ἔργα","NOUN"
"175","ἡμῶν","PRON"
"176","ἀλλὰ","CCONJ"
"177","κατὰ","ADP"
