"ID","TOKEN","UPOS"
"1","ΠΕΡΙ","ADP"
"2","ΔΙΑΜΟΝΗΣ","NOUN"
"3","ΚΡΙΘΩΝ","NOUN"
"4",",","PUNCT"
"5","ὥστε","SCONJ"
"6","ταύτας","ADJ"
"7","ὑγιεῖς","ADJ"
"8","ἐν","ADP"
"9","τοῖς","DET"
"10","ὡρείοις","NOUN"
"11","φυλάττεσθαι","VERB"
"12","ἐπὶ","ADP"
"13","πλεῖστον","ADJ"
"14","χρόνον","NOUN"
"15",".","PUNCT"
"16","Τηρήσει","VERB"
"17","τὰς","DET"
"18","κριθὰς","NOUN"
"19","ἀβλαβεῖς","ADJ"
"20","δάφνης","PROPN"
"21","καρποφόρου","ADJ"
"22","φύλλα","NOUN"
"23","ξηρὰ","ADJ"
"24","καὶ","CCONJ"
"25","πᾶσα","DET"
"26","τέφρα","NOUN"
"27",",","PUNCT"
"28","μάλιστα","ADV"
"29","δὲ","ADV"
"30","ἡ","DET"
"31","ἀπὸ","ADP"
"32","τῶν","DET"
"33","ξύλων","NOUN"
"34","τῆς","DET"
"35","δάφνης","PROPN"
"36",",","PUNCT"
"37","ἐντιθεμένη","VERB"
"38",".","PUNCT"
"39","Ὁμοίως","ADV"
"40","δὲ","ADV"
"41","τὰς","DET"
"42","κρίθας","NOUN"
"43","καὶ","ADV"
"44","ἡ","DET"
"45","ἀείζωος","ADJ"
"46","βοτάνη","NOUN"
"47","ξηραινομένη","VERB"
"48","καὶ","CCONJ"
"49","μετὰ","ADP"
"50","καλαμίνθης","NOUN"
"51","σὺν","ADP"
"52","γύψῳ","NOUN"
"53","ἀναμιγνυμένη","VERB"
"54","ταῖς","DET"
"55","κριθαῖς","NOUN"
"56",".","PUNCT"
"57","Ἔνιοι","ADJ"
"58","δὲ","ADV"
"59","ὄξους","NOUN"
"60","ἀγγεῖον","NOUN"
"61","πληρώσαντες","VERB"
"62","καὶ","CCONJ"
"63","πωμάσαντες","VERB"
"64","ἐν","ADP"
"65","μέσῳ","ADJ"
"66","τιθέασι","VERB"
"67","τῶν","DET"
"68","κριθῶν","NOUN"
"69",".","PUNCT"
"70","Εἰδέναι","VERB"
"71","δὲ","ADV"
"72","χρὴ","VERB"
"73","ὅτι","SCONJ"
"74","αἱ","DET"
