"ID","TOKEN","UPOS"
"1","Ὁ","DET"
"2","πρεσβύτερος","ADJ"
"3","ἐκλεκτῇ","ADJ"
"4","κυρίᾳ","NOUN"
"5","καὶ","CCONJ"
"6","τοῖς","DET"
"7","τέκνοις","NOUN"
"8","αὐτῆς","PRON"
"9",",","PUNCT"
"10","οὓς","PRON"
"11","ἐγὼ","PRON"
"12","ἀγαπῶ","VERB"
"13","ἐν","ADP"
"14","ἀληθείᾳ","NOUN"
"15",",","PUNCT"
"16","καὶ","CCONJ"
"17","οὐκ","ADV"
"18","ἐγὼ","PRON"
"19","μόνος","ADJ"
"20","ἀλλὰ","CCONJ"
"21","καὶ","ADV"
"22","πάντες","DET"
"23","οἱ","DET"
"24","ἐγνωκότες","VERB"
"25","τὴν","DET"
"26","ἀλήθειαν","NOUN"
"27",",","PUNCT"
"28","διὰ","ADP"
"29","τὴν","DET"
"30","ἀλήθειαν","NOUN"
"31","τὴν","DET"
"32","μένουσαν","VERB"
"33","ἐν","ADP"
"34","ἡμῖν","PRON"
"35",",","PUNCT"
"36","καὶ","CCONJ"
"37","μεθʼ","ADP"
"38","ἡμῶν","PRON"
"39","ἔσται","AUX"
"40","εἰς","ADP"
"41","τὸν","DET"
"42","αἰῶνα","NOUN"
"43","·","PUNCT"
"44","ἔσται","AUX"
"45","μεθʼ","ADP"
"46","ἡμῶν","PRON"
"47","χάρις","NOUN"
"48","ἔλεος","NOUN"
"49","εἰρήνη","NOUN"
"50","παρὰ","ADP"
"51","θεοῦ","NOUN"
"52","πατρός","NOUN"
"53",",","PUNCT"
"54","καὶ","CCONJ"
"55","παρὰ","ADP"
"56","Ἰησοῦ","PROPN"
"57","Χριστοῦ","PROPN"
"58","τοῦ","DET"
"59","υἱοῦ","NOUN"
"60","τοῦ","DET"
"61","πατρός","NOUN"
"62",",","PUNCT"
"63","ἐν","ADP"
"64","ἀληθείᾳ","NOUN"
"65","καὶ","CCONJ"
"66","ἀγάπῃ","NOUN"
"67",".","PUNCT"
"68","Ἐχάρην","VERB"
"69","λίαν","ADV"
"70","ὅτι","SCONJ"
"71","εὕρηκα","VERB"
"72","ἐκ","ADP"
"73","τῶν","DET"
"74","τέκνων","NOUN"
"75","σου","PRON"
"76","περιπατοῦντας","VERB"
"77","ἐν","ADP"
"78","ἀληθείᾳ","NOUN"
"79",",","PUNCT"
"80","καθὼς","ADV"
"81","ἐντολὴν","NOUN"
"82","ἐλάβομεν","VERB"
"83","παρὰ","ADP"
"84","τοῦ","DET"
"85","πατρός","NOUN"
"86",".","PUNCT"
"87","καὶ","CCONJ"
"88","νῦν","ADV"
"89","ἐρωτῶ","VERB"
"90","σε","PRON"
"91",",","PUNCT"
"92","κυρία","NOUN"
"93",",","PUNCT"
"94","οὐχ","ADV"
"95","ὡς","ADV"
"96","ἐντολὴν","NOUN"
"97","καινὴν","ADJ"
"98","γράφων","VERB"
"99","σοι","PRON"
"100","ἀλλὰ","CCONJ"
"101","ἣν","PRON"
"102","εἴχομεν","VERB"
