"ID","TOKEN","LEMMA"
"1","τῶν","ὁ"
"2","ὄντων","εἰμί"
"3","τὰ","ὁ"
"4","μέν","μέν"
"5","ἐστιν","εἰμί"
"6","ἐφʼ","ἐπί"
"7","ἡμῖν","ἡμεῖς"
"8",",",","
"9","τὰ","ὁ"
"10","δὲ","δέ"
"11","οὐκ","οὐ"
"12","ἐφʼ","ἐπί"
"13","ἡμῖν","ἡμεῖς"
"14",".","."
"15","ἐφʼ","ἐπί"
"16","ἡμῖν","ἡμεῖς"
"17","μὲν","μέν"
"18","ὑπόληψις","ὑπόληψις"
"19",",",","
"20","ὁρμή","ὁρμή"
"21",",",","
"22","ὄρεξις","ὄρεξις"
"23",",",","
"24","ἔκκλισις","ἔκκλισις"
"25","καὶ","καί"
"26","ἑνὶ","εἷς"
"27","λόγῳ","λόγος"
"28","ὅσα","ὅσος"
"29","ἡμέτερα","ἡμέτερος"
"30","ἔργα","ἔργον"
"31","·","·"
"32","οὐκ","οὐ"
"33","ἐφʼ","ἐπί"
"34","ἡμῖν","ἡμεῖς"
"35","δὲ","δέ"
"36","τὸ","ὁ"
"37","σῶμα","σῶμα"
"38",",",","
"39","ἡ","ὁ"
"40","κτῆσις","κτῆσις"
"41",",",","
"42","δόξαι","δοκέω"
"43",",",","
"44","ἀρχαὶ","ἀρχή"
"45","καὶ","καί"
"46","ἑνὶ","εἷς"
"47","λόγῳ","λόγος"
"48","ὅσα","ὅσος"
"49","οὐχ","οὐ"
"50","ἡμέτερα","ἡμέτερος"
"51","ἔργα","ἔργον"
"52",".","."
"53","καὶ","καί"
"54","τὰ","ὁ"
"55","μὲν","μέν"
"56","ἐφʼ","ἐπί"
"57","ἡμῖν","ἡμεῖς"
"58","ἐστι","εἰμί"
"59","φύσει","φύσις"
"60","ἐλεύθερα","ἐλεύθερος"
"61",",",","
"62","ἀκώλυτα","ἀκώλυτος"
"63",",",","
"64","ἀπαραπόδιστα","ἀπαραπόδιστος"
"65",",",","
"66","τὰ","ὁ"
"67","δὲ","δέ"
"68","οὐκ","οὐ"
"69","ἐφʼ","ἐπί"
"70","ἡμῖν","ἡμεῖς"
"71","ἀσθενῆ","ἀσθενής"
"72",",",","
"73","δοῦλα","δοῦλος"
"74",",",","
"75","κωλυτά","κωλυτά"
"76",",",","
"77","ἀλλότρια","ἀλλότριος"
"78",".","."
"79","μέμνησο","μιμνήσκω"
"80","οὖν","οὖν"
"81",",",","
"82","ὅτι","ὅτι"
"83",",",","
"84","ἐὰν","ἐάν"
"85","τὰ","ὁ"
"86","φύσει","φύσις"
"87","δοῦλα","δοῦλος"
"88","ἐλεύθερα","ἐλεύθερος"
"89","οἰηθῇς","οἴομαι"
"90","καὶ","καί"
"91","τὰ","ὁ"
"92","ἀλλότρια","ἀλλότριος"
"93","ἴδια","ἴδιος"
"94",",",","
"95","ἐμποδισθήσῃ","ἐμποδισθέω"
"96",",",","
"97","πενθήσεις","πενθήσω"
"98",",",","
"99","ταραχθήσῃ","ταραχθέω"
"100",",",","
"101","μέμψῃ","μέμφομαι"
"102","καὶ","καί"
"103","θεοὺς","θεός"
"104","καὶ","καί"
"105","ἀνθρώπους","ἄνθρωπος"
"106",",",","
"107","ἐὰν","ἐάν"
"108","δὲ","δέ"
"109","τὸ","ὁ"
"110","σὸν","σός"
"111","μόνον","μόνος"
"112","οἰηθῇς","οἴομαι"
"113","σὸν","σός"
"114","εἶναι","εἰμί"
"115",",",","
"116","τὸ","ὁ"
"117","δὲ","δέ"
"118","ἀλλότριον","ἀλλότριος"
"119",",",","
"120","ὥσπερ","ὥσπερ"
"121","ἐστίν","εἰμί"
"122",",",","
"123","ἀλλότριον","ἀλλότριος"
"124",",",","
"125","οὐδείς","οὐδείς"
"126","σε","σύ"
"127","ἀναγκάσει","ἀναγκάζω"
"128","οὐδέποτε","οὐδέποτε"
"129",",",","
"130","οὐδείς","οὐδείς"
"131","σε","σύ"
"132","κωλύσει","κωλύω"
"133",",",","
"134","οὐ","οὐ"
"135","μέμψῃ","μέμφομαι"
"136","οὐδένα","οὐδείς"
"137",",",","
"138","οὐκ","οὐ"
"139","ἐγκαλέσεις","ἐγκαλέσω"
"140","τινί","τις"
"141",",",","
"142","ἄκων","ἄκων"
"143","πράξεις","πρᾶξις"
"144","οὐδὲ","οὐδέ"
"145","ἕν","εἷς"
"146",",",","
"147","οὐδείς","οὐδείς"
"148","σε","σύ"
"149","βλάψει","βλάπτω"
"150",",",","
"151","ἐχθρὸν","ἐχθρός"
"152","οὐχ","οὐ"
"153","ἕξεις","ἔχω"
"154",",",","
"155","οὐδὲ","οὐδέ"
"156","γὰρ","γάρ"
"157","βλαβερόν","βλαβερός"
"158","τι","τίς"
"159","πείσῃ","πείθω"
"160",".","."
"161","τηλικούτων","τηλικοῦτος"
"162","οὖν","οὖν"
"163","ἐφιέμενος","ἐφίημι"
"164","μέμνησο","μιμνήσκω"
"165",",",","
"166","ὅτι","ὅτι"
"167","οὐ","οὐ"
"168","δεῖ","δεῖ"
"169","μετρίως","μετρίως"
"170","κεκινημένον","κινέω"
"171","ἅπτεσθαι","ἅπτω"
"172","αὐτῶν","αὐτός"
"173",",",","
