"ID","TOKEN","NER"
"1","Τούτοις","O"
"2","ἑξῆς","O"
"3","μεθ᾽","O"
"4","ἕτερα","O"
"5","ἐπιλέγει","O"
"6","·","O"
"7","Ἐχομένως","O"
"8","δ᾽","O"
"9","ἐστὶν","O"
"10","ὡς","O"
"11","ὁ","O"
"12","θεός","O"
"13",",","O"
"14","ὃς","O"
"15","τὸν","O"
"16","ὅλον","O"
"17","κόσμον","O"
"18","κατεσκεύακε","O"
"19",",","O"
"20","καὶ","O"
"21","δέδωκεν","O"
"22","ἀνάπαυσιν","O"
"23","ἡμῖν","O"
"24",",","O"
"25","διὰ","O"
"26","τὸ","O"
"27","κακόπαθον","O"
"28","εἶναι","O"
"29","πᾶσι","O"
"30","τὴν","O"
"31","βιοτήν","O"
"32",",","O"
"33","ἑβδόμην","O"
"34","ἡμέραν","O"
"35",",","O"
"36","ἣ","O"
"37","δὴ","O"
"38","καὶ","O"
"39","πρώτη","O"
"40","φυσικῶς","O"
"41","ἂν","O"
"42","λέγοιτο","O"
"43","φωτὸς","O"
"44","γένεσις","O"
"45",",","O"
"46","ἐν","O"
"47","ὧͺ","O"
"48","τὰ","O"
"49","πάντα","O"
"50","συνθεωρεῖται","O"
"51",".","O"
"52","μεταφέροιτο","O"
"53","δ᾽","O"
"54","ἂν","O"
"55","τὸ","O"
"56","αὐτὸ","O"
"57","καὶ","O"
"58","ἐπὶ","O"
"59","τῆς","O"
"60","σοφίας","O"
"61","·","O"
"62","τὸ","O"
"63","γὰρ","O"
"64","πᾶν","O"
"65","φῶς","O"
"66","ἐστιν","O"
"67","ἐξ","O"
"68","αὐτῆς","O"
"69",".","O"
"70","καί","O"
"71","τινες","O"
"72","εἰρήκασι","O"
"73","τῶν","O"
"74","ἐκ","O"
"75","τῆς","O"
"76","αἱρέσεως","O"
"77","ὄντες","O"
"78","τῆς","O"
"79","ἐκ","O"
"80","τοῦ","O"
"81","Περιπάτου","O"
"82","λαμπτῆρος","O"
"83","αὐτὴν","O"
"84","ἔχειν","O"
"85","τάξιν","O"
"86","·","O"
"87","ἀκολουθοῦντες","O"
"88","γὰρ","O"
"89","αὐτῇ","O"
"90","συνεχῶς","O"
"91","ἀτάραχοι","O"
"92","καταστήσονται","O"
"93","δι᾽","O"
"94","ὅλου","O"
"95","τοῦ","O"
"96","βίου","O"
"97",".","O"
"98","σαφέστερον","O"
"99","δὲ","O"
"100","καὶ","O"
"101","κάλλιον","O"
"102","τῶν","O"
"103","ἡμετέρων","O"
"104","προγόνων","O"
"105","τις","O"
"106","εἶπε","O"
"107","Σολομῶν","PERSON"
"108","αὐτὴν","O"
"109","πρὸ","O"
"110","οὐρανοῦ","O"
"111","καὶ","O"
"112","γῆς","O"
"113","ὑπάρχειν","O"
"114","·","O"
"115","τὸ","O"
"116","δὴ","O"
"117","σύμφωνόν","O"
"118","ἐστι","O"
"119","τῷ","O"
"120","προειρημένῳ","O"
"121",".","O"
"122","τὸ","O"
"123","δὲ","O"
"124","διασαφούμενον","O"
"125","διὰ","O"
"126","τῆς","O"
"127","νομοθεσίας","O"
"128","ἀποπεπαυκέναι","O"
"129","τὸν","O"
"130","θεὸν","O"
"131","ἐν","O"
"132","αὐτῇ","O"
"133",",","O"
"134","τοῦτο","O"
"135","οὐχ","O"
"136",",","O"
"137","ὥς","O"
"138","τινες","O"
"139","ὑπολαμβάνουσι","O"
"140",",","O"
"141","μηκέτι","O"
"142","ποιεῖν","O"
"143","τι","O"
"144","τὸν","O"
"145","θεὸν","O"
"146","καθέστηκεν","O"
"147",",","O"
"148","ἀλλ᾽","O"
"149","ἐπὶ","O"
"150","τῷ","O"
"151","καταπεπαυκέναι","O"
"152","τὴν","O"
