"ID","TOKEN","IS_PUNCT"
"1","Πολυμερῶς","FALSE"
"2","καὶ","FALSE"
"3","πολυτρόπως","FALSE"
"4","πάλαι","FALSE"
"5","ὁ","FALSE"
"6","θεὸς","FALSE"
"7","λαλήσας","FALSE"
"8","τοῖς","FALSE"
"9","πατράσιν","FALSE"
"10","ἐν","FALSE"
"11","τοῖς","FALSE"
"12","προφήταις","FALSE"
"13","ἐπʼ","FALSE"
"14","ἐσχάτου","FALSE"
"15","τῶν","FALSE"
"16","ἡμερῶν","FALSE"
"17","τούτων","FALSE"
"18","ἐλάλησεν","FALSE"
"19","ἡμῖν","FALSE"
"20","ἐν","FALSE"
"21","υἱῷ","FALSE"
"22",",","TRUE"
"23","ὃν","FALSE"
"24","ἔθηκεν","FALSE"
"25","κληρονόμον","FALSE"
"26","πάντων","FALSE"
"27",",","TRUE"
"28","διʼ","FALSE"
"29","οὗ","FALSE"
"30","καὶ","FALSE"
"31","ἐποίησεν","FALSE"
"32","τοὺς","FALSE"
"33","αἰῶνας","FALSE"
"34","·","TRUE"
"35","ὃς","FALSE"
"36","ὢν","FALSE"
"37","ἀπαύγασμα","FALSE"
"38","τῆς","FALSE"
"39","δόξης","FALSE"
"40","καὶ","FALSE"
"41","χαρακτὴρ","FALSE"
"42","τῆς","FALSE"
"43","ὑποστάσεως","FALSE"
"44","αὐτοῦ","FALSE"
"45",",","TRUE"
"46","φέρων","FALSE"
"47","τε","FALSE"
"48","τὰ","FALSE"
"49","πάντα","FALSE"
"50","τῷ","FALSE"
"51","ῥήματι","FALSE"
"52","τῆς","FALSE"
"53","δυνάμεως","FALSE"
"54",",","TRUE"
"55","διʼ","FALSE"
"56","αὑτοῦ","FALSE"
"57","καθαρισμὸν","FALSE"
"58","τῶν","FALSE"
"59","ἁμαρτιῶν","FALSE"
"60","ποιησάμενος","FALSE"
"61","ἐκάθισεν","FALSE"
"62","ἐν","FALSE"
"63","δεξιᾷ","FALSE"
"64","τῆς","FALSE"
"65","μεγαλωσύνης","FALSE"
"66","ἐν","FALSE"
"67","ὑψηλοῖς","FALSE"
"68",",","TRUE"
"69","τοσούτῳ","FALSE"
