"ID","TOKEN","LEMMA"
"1","αὐτ","αὐτ"
"2","ήν","ήν"
"3",".","."
"4","εἰπόντος","λέγω"
"5","δέ","δέ"
"6","μου","ἐγώ"
"7","πρὸς","πρός"
"8","αὐτὴν","αὐτός"
"9","τά","ὁ"
"10","τε","τε"
"11","πραχθέ","πραχθέ"
"12","ντα","ντα"
"13",",",","
"14","καὶ","καί"
"15","ὅτι","ὅτι"
"16","μοι","ἐγώ"
"17","Ἀθηνογένης","Ἀθηνογένης"
"18","χαλε","χαλε"
"19","πὸς","πὸς"
"20","εἴη","εἰμί"
"21","καὶ","καί"
"22","οὐδὲν","οὐδείς"
"23","ἐθέλοι","ἐθέλω"
"24","τῶν","ὁ"
"25","μετρίων","μέτριος"
"26","συγ","συγ"
"27","χωρεῖν","χωρέω"
"28",",",","
"29","τοῦτον","οὗτος"
"30","μὲν","μέν"
"31","ἔφη","φημί"
"32","ἀεὶ","ἀεί"
"33","τοιοῦτον","τοιοῦτος"
"34","εἶν","εἶν"
"35","αι","αι"
"36",",",","
"37","ἐμὲ","ἐγώ"
"38","δʼ","δέ"
"39","ἐκέλευε","κελεύω"
"40","θαρρεῖν","θαρσέω"
"41","·","·"
"42","αὐτὴ","αὐτός"
"43","γάρ","γάρ"
"44","μοι","ἐγώ"
"45","πά","πη"
"46","ντα","ντα"
"47","συναγωνιεῖσθαι","συναγωνιέω"
"48",".","."
"49","καὶ","καί"
"50","ταῦτʼ","οὗτος"
"51","ἔλεγεν","λέγω"
"52","σπο","σπο"
"53","υδάζουσά","υδάζουσά"
"54","τε","τε"
"55","τῷ","ὁ"
"56","ἤθει","ἦθος"
"57","ὡς","ὡς"
"58","ἔνι","ἔνι"
"59","μάλιστα","μάλα"
"60","καὶ","καί"
"61","ὀμνύουσα","ὀμνύω"
"62","τοὺς","ὁ"
"63","μεγίστους","μέγας"
"64","ὅρκους","ὅρκος"
"65",",",","
"66","ἦ","ἦ"
"67","μὴν","μείς"
"68","με","ἐγώ"
"69","τʼ","τε"
"70","εὐνοίας","εὔνοια"
"71","τῆς","ὁ"
"72","ἐμῆς","ἐμός"
"73","λέγειν","λέγω"
"74","καὶ","καί"
"75","ἐπὶ","ἐπί"
"76","πάση","πάση"
"77","ς","ΑΒΓ"
"78","ἀληθείας","ἀλήθεια"
"79","·","·"
"80","ὥστʼ","ὥστε"
"81","ἐμέ","ἐγώ"
"82",",",","
"83","ὦ","ὦ"
"84","ἄνδρες","ἀνήρ"
"85","δικα","δικα"
"86","σταί","στής"
"87",",",","
"88","ῥηθ","ῥηθ"
"89","ήσεται","ήσω"
"90","γὰρ","γάρ"
"91","πρὸς","πρός"
"92","ὑμᾶς","ὑμεῖς"
"93","τἀληθές","ἀληθής"
"94",",",","
"95","ταῦ","ταῦ"
"96","τα","τις"
"97","π","ΑΒΓ"
"98","επεῖσθαι","επεῖσθαι"
"99",".","."
"100","οὕτως","οὕτως"
"101",",",","
"102","ὡς","ὡς"
"103","ἔοικεν","ἔοικα"
"104",",",","
"105","ἐξίστησιν","ἐξίστημι"
"106","ἀνθρώπου","ἄνθρωπος"
"107","φύσιν","φύσις"
"108","ἔρως","ἔρως"
"109",",",","
"110","προσλαβὼν","προσλαμβάνω"
"111","γυναι","γυνή"
"112","κὸς","κός"
"113","συνεργ","συνεργ"
"114","ίαν","κερατέα"
"115",".","."
"116","ἐκείνη","ἐκεῖνος"
"117","γοῦν","γοῦν"
"118","φενακίζουσα","φενακίζω"
"119","ἅπαντ","ἅπαντ"
"120","α","α"
"121","ταῦτα","οὗτος"
"122","προσπεριέκοψε","προσπεριακόπτω"
"123","ν","ΑΒΓ"
"124","α","α"
"125","ὑτῇ","ὑτῇ"
"126","ὡς","ὡς"
"127","δὴ","δή"
"128","εἰς","εἰς"
"129","παιδίσκην","παιδίσκη"
"130","τριακοσίας","τριακόσιοι"
"131","δραχμὰς","δραχμή"
"132","εὐν","εὐν"
"133","οίας","οία"
"134","ἕνεκα","ἕνεκα"
"135",".","."
"136","ἴσως","ἴσως"
"137","μὲν","μέν"
"138","οὖν","οὖν"
"139",",",","
"140","ὦ","ὦ"
