"ID","TOKEN","UPOS"
"1","•","PROPN"
"2","•","PROPN"
"3","•","PROPN"
"4","•","PROPN"
"5","•","PROPN"
"6","•","PROPN"
"7","•","PROPN"
"8",",","PUNCT"
"9","•","PROPN"
"10",",","PUNCT"
"11","•","PROPN"
"12","•","PROPN"
"13","•","PROPN"
"14","•","PROPN"
"15",",","PUNCT"
"16",",","PUNCT"
"17","•","PROPN"
"18","•","PROPN"
"19","•","PROPN"
"20","•","PROPN"
"21","•","PROPN"
"22","•","PROPN"
"23",",","PUNCT"
"24","•","PROPN"
"25",",","PUNCT"
"26","•","PROPN"
"27","•","PROPN"
"28","•","PROPN"
"29",",","PUNCT"
"30","•","PROPN"
"31","•","PROPN"
"32",",","PUNCT"
"33","•","PROPN"
"34","•","PROPN"
"35",",","PUNCT"
"36","•","PROPN"
"37","•","PROPN"
"38","•","PROPN"
"39",",","PUNCT"
"40","•","PROPN"
"41","•","PROPN"
"42","•","PROPN"
"43","•","PROPN"
"44",",","PUNCT"
"45",",","PUNCT"
"46","•","PROPN"
"47","•","PROPN"
"48","•","PROPN"
"49","•","PROPN"
"50","•","PROPN"
"51",",","PUNCT"
"52","•","PROPN"
"53","•","PROPN"
"54","•","PROPN"
"55","•","PROPN"
"56","•","PROPN"
"57","•","PROPN"
"58",",","PUNCT"
"59","•","PROPN"
"60","•","PROPN"
"61",",","PUNCT"
"62","•","PROPN"
"63","•","VERB"
"64","•","PROPN"
"65","•","PROPN"
"66",",","PUNCT"
"67","•","PROPN"
"68","•","PROPN"
"69","•","PROPN"
"70","•","PROPN"
"71","•","PROPN"
"72","•","PROPN"
"73","•","PROPN"
"74","•","PROPN"
"75",",","PUNCT"
"76","•","PROPN"
"77","•","PROPN"
"78","•","PROPN"
"79","•","PROPN"
"80",",","PUNCT"
"81","•","PROPN"
"82","•","PROPN"
"83","•","PROPN"
"84",",","PUNCT"
"85","•","PROPN"
"86","•","PROPN"
"87","•","PROPN"
"88","•","PROPN"
"89","•","PROPN"
"90","•","PROPN"
"91","•","PROPN"
"92","•","PROPN"
"93","•","PROPN"
"94","•","PROPN"
"95","•","PROPN"
"96","•","PROPN"
"97","•","PROPN"
"98","•","PROPN"
"99",",","PUNCT"
"100","•","VERB"
"101","•","PROPN"
"102","•","PROPN"
"103","•","PROPN"
"104","•","PROPN"
"105","•","PROPN"
"106","•","PROPN"
"107","•","PROPN"
"108","•","PROPN"
"109","•","PROPN"
"110","•","PROPN"
"111","•","PROPN"
"112","•","PROPN"
"113","•.","PUNCT"
"114","•.","PUNCT"
"115","•","PROPN"
"116","•.","PUNCT"
