"ID","TOKEN","UPOS"
"1","ΤΩΝ","DET"
"2","ΕΙΣ","ADP"
"3","ΤΗΝ","DET"
"4","ΠΡΟΣ","ADP"
"5","ΚΟΛΟΣΣΑΕΙΣ","PROPN"
"6","ΕΠΙΣΤΟΛΗΝ","NOUN"
"7","ΠΑΥΛΟΥ","PROPN"
"8","ΤΟΥ","DET"
"9","ΑΠΟΣΤΟΛΟΥ","NOUN"
"10","ΕΞΗΓΗΤΙΚΩΝ","ADJ"
"11","ΕΚΛΟΓΩΝ","NOUN"
"12","ΤΟΜΟΣ","NOUN"
"13","ΠΡΩΤΟΣ","ADJ"
"14","ΠΑΣΑΙ","DET"
"15","μὲν","ADV"
"16","ἅγιαι","ADJ"
"17","αἱ","DET"
"18","Ἐπιστολαὶ","NOUN"
"19","Παύλου","PROPN"
"20",".","PUNCT"
"21","ἔχουσι","VERB"
"22","δέ","ADV"
"23","τι","DET"
"24","πλέον","ADJ"
"25","αἱ","DET"
"26","δεδεμένου","VERB"
"27","αὐτοῦ","PRON"
"28","πεμπόμεναι","VERB"
"29","·","PUNCT"
"30","οἷα","PRON"
"31","ἐστὶν","AUX"
"32","ἡ","DET"
"33","πρὸς","ADP"
"34","Ἐφεσίους","ADJ"
"35","·","PUNCT"
"36","οἷα","PRON"
"37","ἡ","DET"
"38","πρὸς","ADP"
"39","Φιλήμονα","PROPN"
"40","·","PUNCT"
"41","οἱα","PRON"
"42","ἡ","DET"
"43","πρὸς","ADP"
"44","Τιμόθεον","PROPN"
"45","·","PUNCT"
"46","οἵα","PRON"
"47","ἡ","DET"
"48","πρὸς","ADP"
"49","Φιλιππησίους","NOUN"
"50","·","PUNCT"
"51","οἷα","PRON"
"52","αὕτη","DET"
"53","ἡ","DET"
"54","παροῦσα","VERB"
"55",".","PUNCT"
"56","καὶ","CCONJ"
"57","γὰρ","ADV"
"58","καὶ","ADV"
"59","αὕτη","ADJ"
"60","δεσμίου","NOUN"
"61","ὄντος","AUX"
"62","ἐπέμπετο","VERB"
"63",",","PUNCT"
"64","καθὼς","ADV"
"65","καὶ","ADV"
"66","γράφων","VERB"
"67","ἔλεγεν","VERB"
"68",",","PUNCT"
"69","διὸ","ADV"
"70","καὶ","ADV"
"71","δέδεμαι","VERB"
"72","ἵνα","SCONJ"
"73","φανερώσω","VERB"
"74","αὐτὸ","PRON"
"75",",","PUNCT"
"76","ὡς","ADV"
"77","δεῖ","VERB"
"78","με","PRON"
"79","λαλῆσαι","VERB"
"80",".","PUNCT"
"81","ἀλλ","CCONJ"
"82","αὕτη","ADJ"
"83","μὲν","ADV"
"84","δοκεῖ","VERB"
"85","τῆς","DET"
"86","πρὸς","ADP"
"87","Ῥωμαίους","ADJ"
"88","ὑστέρα","ADJ"
"89","εἶναι","AUX"
"90","·","PUNCT"
"91","ἐκείνην","ADJ"
"92","μὲν","ADV"
"93","γὰρ","ADV"
"94",",","PUNCT"
"95","οὐδέπω","ADV"
"96","ἰδὼν","VERB"
"97","Ρωμαίους","ADJ"
"98",",","PUNCT"
"99","ἔγραφεν","VERB"
"100","·","PUNCT"
"101","ταύτην","ADJ"
"102","δὲ","ADV"
"103","ἤδη","ADV"
"104","τεθεαμένος","VERB"
"105",",","PUNCT"
"106","καὶ","CCONJ"
"107","πρὸς","ADP"
"108","τῷ","DET"
"109","τοῦ","DET"
"110","κηρύγματος","NOUN"
"111","ὤν","AUX"
"112",".","PUNCT"
"113","καὶ","CCONJ"
"114","δῆλον","ADJ"
"115","ἐκεῖθεν","ADV"
"116",".","PUNCT"
"117","ἐν","ADP"
"118","γὰρ","ADV"
"119","τῇ","DET"
"120","Ἐπιστολῇ","NOUN"
"121","φησὶ","VERB"
"122",",","PUNCT"
"123","τῇ","DET"
"124","πρὸς","ADP"
"125","Φιλήμονα","PROPN"
"126",",","PUNCT"
"127","τοιοῦτος","ADJ"
"128","ὣν","AUX"
"129","ὡς","ADV"
"130","Παῦλος","PROPN"
"131","πρεσβύτης","NOUN"
"132","·","PUNCT"
"133","καὶ","CCONJ"
"134","ὑπὲρ","ADP"
"135","Ὀνησίμου","PROPN"
"136","ἀξιοῖ","VERB"
"137","·","PUNCT"
"138","ἐν","ADP"
"139","ταύτῃ","ADJ"
"140","δὲ","ADV"
"141",",","PUNCT"
"142","αὐτὸν","PRON"
"143","πέμπει","VERB"
"144","τὸν","DET"
"145","Ὀνήσιμον","PROPN"
"146",",","PUNCT"
"147","καθὼς","ADV"
"148","φησὶν","VERB"
"149","σὺν","ADP"
"150","Ὀνησίμῳ","PROPN"
"151","τῷ","DET"
"152","πιστῷ","ADJ"
"153","καὶ","CCONJ"
"154","ἀγαπητῷ","ADJ"
"155","ἀδελφῷ","NOUN"
"156","·","PUNCT"
"157","πιστὸν","ADJ"
"158","καὶ","CCONJ"
"159","ἀγαπητὸν","ADJ"
"160","καὶ","CCONJ"
"161","ἀδελφὸν","NOUN"
"162","αὐτὸν","PRON"
"163","καλῶν","VERB"
"164","·","PUNCT"
"165","διὸ","ADV"
"166","καὶ","CCONJ"
"167","θαρρούντως","ADV"
"168","λέγει","VERB"
"169","ἐν","ADP"
"170","ταύτῃ","DET"
"171","τῇ","DET"
"172","Ἐπιστολῇ","NOUN"
"173","ἀπὸ","ADP"
"174","τῆς","DET"
"175","ἐλπίδος","NOUN"
"176","τοῦ","DET"
"177","Εὐαγγελίου","NOUN"
"178","οὗ","PRON"
"179","ἠκούσατε","VERB"
"180",",","PUNCT"
"181","τοῦ","DET"
"182","κηρυχθέντος","VERB"
"183","ἐν","ADP"
"184","πάση","DET"
"185","κτίσει","NOUN"
"186","τῇ","DET"
"187","ὑπὸ","ADP"
"188","τὸν","DET"
"189","οὐρανόν","NOUN"
"190","·","PUNCT"
"191","ἤδη","ADV"
"192","γὰρ","ADV"
"193","χρόνον","NOUN"
"194","εἶχε","VERB"
"195","τὸ","DET"
"196","κήρυγμα","NOUN"
"197",".","PUNCT"
"198","ταύτης","ADJ"
"199","οὖν","ADV"
"200","πρεσβυτέραν","ADJ"
"201","οἴμαι","VERB"
"202","τὴν","DET"
"203","πρὸς","ADP"
"204","Τιμόθεον","PROPN"
"205","εἶναι","AUX"
