"ID","TOKEN","NER"
"1",".","O"
"2","καὶ","O"
"3","ἀναγνωσθήσονται","O"
"4","πάντες","O"
"5","οἱ","O"
"6","λόγοι","O"
"7","τῶν","O"
"8","ἀνομιῶν","O"
"9","ὑμῶν","O"
"10","ἐνώπιον","O"
"11","τοῦ","O"
"12","μεγάλου","O"
"13","ἁγίου","O"
"14","κατὰ","O"
"15","πρόσωπον","O"
"16","ὑμῶν","O"
"17","·","O"
"18","ειτανεφελει","O"
"19","τὰ","O"
"20","πάντα","O"
"21","ἔργα","O"
"22","τὰ","O"
"23","μετασχόντα","O"
"24","ἐν","O"
"25","τῇ","O"
"26","ἀνομίᾳ","O"
"27",".","O"
"28","οὐαὶ","O"
"29","ὑμῖν","O"
"30","οἱ","O"
"31","ἁμαρτωλοὶ","O"
"32","οἱ","O"
"33","ἐν","O"
"34","μέσῳ","O"
"35","τῆς","O"
"36","θαλάσσης","O"
"37","καὶ","O"
"38","ἐπὶ","O"
"39","τῆς","O"
"40","ξηρᾶς","O"
"41","ὄντες","O"
"42","·","O"
"43","μνημόσυνον","O"
"44","εἰς","O"
"45","ὑμᾶς","O"
"46","κακόν","O"
"47",".","O"
"48","οὐαὶ","O"
"49","ὑμῖν","O"
"50","οἱ","O"
"51","κτώμενοι","O"
"52","χρυσίον","O"
"53","καὶ","O"
"54","ἀργύριον","O"
"55","οὐκ","O"
"56","ἀπὸ","O"
"57","δικαιοσύνης","O"
"58",",","O"
"59","καὶ","O"
"60","ἐρεῖτε","O"
"61",",","O"
"62","πλούτῳ","O"
"63","πεπλουτήκαμεν","O"
"64","καὶ","O"
"65","τὰ","O"
"66","ὑπάρχοντα","O"
"67","ἐσχήκαμεν","O"
"68","καὶ","O"
"69","κεκτήμεθα","O"
"70",",","O"
"71","καὶ","O"
"72","πᾶν","O"
"73","ὃ","O"
"74","ἐὰν","O"
"75","θελήσωμεν","O"
"76","ποιήσωμεν","O"
"77",",","O"
"78","ὅτι","O"
"79","ἀργύριον","O"
"80","τεθησαυρίκαμεν","O"
"81","ἐν","O"
"82","τοῖς","O"
"83","θησαυροῖς","O"
"84","ἡμῶν","O"
"85","καὶ","O"
"86","ἀγαθὰ","O"
"87","πολλὰ","O"
"88","ἐν","O"
"89","ταῖς","O"
"90","οἰκίαις","O"
"91","ἡμῶν","O"
"92",".","O"
"93","καὶ","O"
"94","ὡς","O"
"95","ὕδωρ","O"
"96","εκσχισστε","O"
"97","πεπλάνησθε","O"
"98",",","O"
"99","ὅτι","O"
"100","οὐ","O"
"101","μὴ","O"
"102","παραμείνῃ","O"
"103","ὁ","O"
"104","πλοῦτος","O"
"105","ὑμῶν","O"
"106",",","O"
"107","ἀλλὰ","O"
"108","ταχὺ","O"
"109","ἀπὸ","O"
"110","ὑμῶν","O"
"111",",","O"
"112","ὅτι","O"
"113","ἀδίκως","O"
"114","πάντα","O"
"115","κέκτησθε","O"
"116","·","O"
"117","καὶ","O"
"118","ὑμεῖς","O"
"119","εἰς","O"
"120","κατάραν","O"
"121","μεγάλην","O"
"122","παραδοθήσεσθε","O"
"123",".","O"
"124","Καὶ","O"
"125","νῦν","O"
"126","ὀμνύω","O"
"127","ὑμῖν","O"
"128","τοῖς","O"
"129","φρονίμοις","O"
"130","καὶ","O"
"131","οὐχὶ","O"
"132","τοῖς","O"
"133","ἄφροσι","O"
"134",",","O"
