"ID","TOKEN","UPOS"
"1",".","PUNCT"
"2","καὶ","CCONJ"
"3","ἀναγνωσθήσονται","VERB"
"4","πάντες","DET"
"5","οἱ","DET"
"6","λόγοι","NOUN"
"7","τῶν","DET"
"8","ἀνομιῶν","NOUN"
"9","ὑμῶν","PRON"
"10","ἐνώπιον","ADP"
"11","τοῦ","DET"
"12","μεγάλου","ADJ"
"13","ἁγίου","ADJ"
"14","κατὰ","ADP"
"15","πρόσωπον","NOUN"
"16","ὑμῶν","PRON"
"17","·","PUNCT"
"18","ειτανεφελει","VERB"
"19","τὰ","DET"
"20","πάντα","DET"
"21","ἔργα","NOUN"
"22","τὰ","DET"
"23","μετασχόντα","VERB"
"24","ἐν","ADP"
"25","τῇ","DET"
"26","ἀνομίᾳ","NOUN"
"27",".","PUNCT"
"28","οὐαὶ","INTJ"
"29","ὑμῖν","PRON"
"30","οἱ","DET"
"31","ἁμαρτωλοὶ","ADJ"
"32","οἱ","DET"
"33","ἐν","ADP"
"34","μέσῳ","ADJ"
"35","τῆς","DET"
"36","θαλάσσης","NOUN"
"37","καὶ","CCONJ"
"38","ἐπὶ","ADP"
"39","τῆς","DET"
"40","ξηρᾶς","ADJ"
"41","ὄντες","AUX"
"42","·","PUNCT"
"43","μνημόσυνον","NOUN"
"44","εἰς","ADP"
"45","ὑμᾶς","PRON"
"46","κακόν","ADJ"
"47",".","PUNCT"
"48","οὐαὶ","INTJ"
"49","ὑμῖν","PRON"
"50","οἱ","DET"
"51","κτώμενοι","VERB"
"52","χρυσίον","NOUN"
"53","καὶ","CCONJ"
"54","ἀργύριον","NOUN"
"55","οὐκ","ADV"
"56","ἀπὸ","ADP"
"57","δικαιοσύνης","NOUN"
"58",",","PUNCT"
"59","καὶ","CCONJ"
"60","ἐρεῖτε","VERB"
"61",",","PUNCT"
"62","πλούτῳ","NOUN"
"63","πεπλουτήκαμεν","VERB"
"64","καὶ","CCONJ"
"65","τὰ","DET"
"66","ὑπάρχοντα","VERB"
"67","ἐσχήκαμεν","VERB"
"68","καὶ","CCONJ"
"69","κεκτήμεθα","VERB"
"70",",","PUNCT"
"71","καὶ","CCONJ"
"72","πᾶν","ADJ"
"73","ὃ","PRON"
"74","ἐὰν","ADV"
"75","θελήσωμεν","VERB"
"76","ποιήσωμεν","VERB"
"77",",","PUNCT"
"78","ὅτι","SCONJ"
"79","ἀργύριον","NOUN"
"80","τεθησαυρίκαμεν","VERB"
"81","ἐν","ADP"
"82","τοῖς","DET"
"83","θησαυροῖς","NOUN"
"84","ἡμῶν","PRON"
"85","καὶ","CCONJ"
"86","ἀγαθὰ","ADJ"
"87","πολλὰ","ADJ"
