"ID","TOKEN","UPOS"
"1","περὶ","ADP"
"2","πολλοῦ","ADJ"
"3","ποιούμενος","VERB"
"4",",","PUNCT"
"5","ὦ","INTJ"
"6","ἄνδρες","NOUN"
"7","δικασταί","NOUN"
"8",",","PUNCT"
"9","μήτε","CCONJ"
"10","πρὸς","ADP"
"11","Ἄφοβόν","PROPN"
"12","μοι","PRON"
"13","συμβῆναι","VERB"
"14","τὴν","DET"
"15","γενομένην","VERB"
"16","διαφορὰν","NOUN"
"17","μήτε","CCONJ"
"18","τὴν","DET"
"19","νῦν","ADV"
"20","οὖσαν","AUX"
"21","πρὸς","ADP"
"22","Ὀνήτορα","PROPN"
"23","τουτονί","DET"
"24",",","PUNCT"
"25","κηδεστὴν","NOUN"
"26","ὄντʼ","AUX"
"27","αὐτοῦ","PRON"
"28",",","PUNCT"
"29","πολλὰ","ADJ"
"30","καὶ","CCONJ"
"31","δίκαια","ADJ"
"32","προκαλεσάμενος","VERB"
"33","ἀμφοτέρους","ADJ"
"34",",","PUNCT"
"35","οὐδενὸς","ADJ"
"36","ἐδυνήθην","VERB"
"37","τυχεῖν","VERB"
"38","τῶν","DET"
"39","μετρίων","ADJ"
"40",",","PUNCT"
"41","ἀλλʼ","CCONJ"
"42","ηὕρηκα","VERB"
"43","πολὺ","ADJ"
"44","τοῦτον","ADJ"
"45","ἐκείνου","ADJ"
"46","δυσκολώτερον","ADJ"
"47","καὶ","CCONJ"
"48","μᾶλλον","ADV"
"49","ἄξιον","ADJ"
"50","ὄντα","AUX"
"51","δοῦναι","VERB"
"52","δίκην","NOUN"
"53",".","PUNCT"
"54","τὸν","PRON"
"55","μὲν","ADV"
"56","γὰρ","ADV"
"57","οἰόμενος","VERB"
"58","δεῖν","VERB"
"59","ἐν","ADP"
"60","τοῖς","DET"
"61","φίλοις","NOUN"
"62","διαδικάσασθαι","VERB"
"63","τὰ","DET"
"64","πρὸς","ADP"
"65","ἐμὲ","PRON"
"66","καὶ","CCONJ"
"67","μὴ","ADV"
"68","λαβεῖν","VERB"
"69","ὑμῶν","PRON"
"70","πεῖραν","NOUN"
"71","οὐχ","ADV"
"72","οἷός","ADJ"
"73","τʼ","ADV"
"74","ἐγενόμην","VERB"
"75","πεῖσαι","VERB"
"76","·","PUNCT"
"77","τοῦτον","ADJ"
"78","δʼ","ADV"
"79","αὐτὸν","DET"
"80","αὑτῷ","PRON"
"81","κελεύων","VERB"
"82","γενέσθαι","VERB"
"83","δικαστήν","NOUN"
"84",",","PUNCT"
"85","ἵνα","SCONJ"
"86","μὴ","ADV"
"87","παρʼ","ADP"
"88","ὑμῖν","PRON"
"89","κινδυνεύσῃ","VERB"
"90",",","PUNCT"
"91","τοσοῦτον","ADJ"
"92","κατεφρονήθην","VERB"
"93",",","PUNCT"
"94","ὥστʼ","CCONJ"
"95","οὐχὶ","ADV"
"96","μόνον","ADJ"
"97","λόγου","NOUN"
"98","τυχεῖν","VERB"
"99","οὐκ","ADV"
"100","ἠξιώθην","VERB"
"101",",","PUNCT"
"102","ἀλλὰ","CCONJ"
"103","καὶ","ADV"
"104","ἐκ","ADP"
"105","τῆς","DET"
"106","γῆς","NOUN"
"107",",","PUNCT"
"108","ἣν","PRON"
"109","Ἄφοβος","PROPN"
"110","ἐκέκτηθʼ","VERB"
"111","ὅτʼ","SCONJ"
"112","ὠφλίσκανέ","VERB"
"113","μοι","PRON"
"114","τὴν","DET"
"115","δίκην","NOUN"
"116",",","PUNCT"
"117","ὑβριστικῶς","ADV"
"118","ὑπʼ","ADP"
"119","αὐτοῦ","PRON"
"120","πάνυ","ADV"
"121","ἐξεβλήθην","VERB"
"122",".","PUNCT"
"123","ἐπειδὴ","SCONJ"
"124","οὖν","ADV"
"125","συναποστερεῖ","VERB"
"126","τέ","CCONJ"
"127","με","PRON"
"128","τῶν","DET"
"129","ὄντων","AUX"
"130","τῷ","DET"
"131","ἑαυτοῦ","PRON"
"132","κηδεστῇ","NOUN"
"133",",","PUNCT"
"134","πιστεύων","VERB"
"135","τʼ","CCONJ"
"136","εἰς","ADP"
"137","ὑμᾶς","PRON"
"138","εἰσελήλυθεν","VERB"
"139","ταῖς","DET"
"140","αὑτοῦ","PRON"
"141","παρασκευαῖς","NOUN"
"142",",","PUNCT"
"143","ὑπόλοιπόν","ADJ"
"144","ἐστιν","AUX"
"145","ἐν","ADP"
"146","ὑμῖν","PRON"
"147","πειρᾶσθαι","VERB"
"148","παρʼ","ADP"
"149","αὐτοῦ","PRON"
"150","τῶν","DET"
"151","δικαίων","ADJ"
"152","τυγχάνειν","VERB"
"153",".","PUNCT"
"154","οἶδα","VERB"
"155","μὲν","ADV"
"156","οὖν","ADV"
"157",",","PUNCT"
"158","ὦ","INTJ"
"159","ἄνδρες","NOUN"
"160","δικασταί","NOUN"
"161",",","PUNCT"
"162","ὅτι","SCONJ"
"163","μοι","PRON"
"164","πρὸς","ADP"
"165","παρασκευὰς","NOUN"
"166","λόγων","NOUN"
"167","καὶ","CCONJ"
"168","μάρτυρας","NOUN"
"169","οὐ","ADV"
"170","τἀληθῆ","ADJ"
"171","μαρτυρήσοντας","VERB"
"172","ὁ","DET"
"173","ἀγών","NOUN"
"174","ἐστιν","AUX"
"175","·","PUNCT"
"176","ὅμως","ADV"
"177","μέντοι","ADV"
"178","τοσοῦτον","ADJ"
"179","οἶμαι","VERB"
"180","διοίσειν","VERB"
"181","τῷ","DET"
"182","δικαιότερα","ADJ"
"183","τούτου","ADJ"
"184","λέγειν","VERB"
"185",",","PUNCT"
"186","ὥστʼ","SCONJ"
"187","εἰ","SCONJ"
"188","καί","ADV"
"189","τις","ADJ"
"190","ὑμῶν","PRON"
"191","πρότερον","ADJ"
"192","τοῦτον","ADJ"
"193","ἡγεῖτʼ","VERB"
"194","εἶναι","AUX"
"195","μὴ","ADV"
"196","πονηρόν","ADJ"
"197",",","PUNCT"
"198","ἔκ","ADP"
"199","γε","ADV"
"200","τῶν","DET"
"201","πρὸς","ADP"
"202","ἐμὲ","PRON"
"203","πεπραγμένων","VERB"
"204","γνώσεσθαι","VERB"
"205",",","PUNCT"
"206","ὅτι","SCONJ"
"207","καὶ","ADV"
"208","τὸν","DET"
"209","ἄλλον","ADJ"
"210","χρόνον","NOUN"
"211","ἐλάνθανεν","VERB"
"212","αὐτὸν","PRON"
"213","κάκιστος","ADJ"
"214","ὢν","AUX"
"215","καὶ","CCONJ"
"216","ἀδικώτατος","ADJ"
"217","ἁπάντων","ADJ"
"218",".","PUNCT"
"219","ἀποδείξω","VERB"
"220","γὰρ","ADV"
"221","αὐτὸν","PRON"
"222","οὐ","ADV"
"223","μόνον","ADJ"
"224","τὴν","DET"
"225","προῖκʼ","NOUN"
"226","οὐ","ADV"
"227","δεδωκότα","VERB"
"228",",","PUNCT"
"229","ἧς","PRON"
"230","φησι","VERB"
"231","νῦν","ADV"
"232","ἀποτετιμῆσθαι","VERB"
"233","τὸ","DET"
"234","χωρίον","NOUN"
"235",",","PUNCT"
"236","ἀλλὰ","CCONJ"
"237","καὶ","ADV"
"238","ἐξ","ADP"
"239","ἀρχῆς","NOUN"
"240","τοῖς","DET"
"241","ἐμοῖς","ADJ"
"242","ἐπιβουλεύσαντα","VERB"
"243",",","PUNCT"
"244","καὶ","CCONJ"
"245","πρὸς","ADP"
"246","τούτοις","ADJ"
"247","τὴν","DET"
"248","μὲν","ADV"
"249","γυναῖκʼ","NOUN"
"250","οὐκ","ADV"
"251","ἀπολελοιπυῖαν","VERB"
"252",",","PUNCT"
"253","ὑπὲρ","ADP"
"254","ἧς","PRON"
"255","ἐξήγαγέ","VERB"
"256","μʼ","PRON"
"257","ἐκ","ADP"
"258","ταύτης","DET"
"259","τῆς","DET"
"260","γῆς","NOUN"
"261",",","PUNCT"
"262","προϊστάμενον","VERB"
"263","δʼ","ADV"
"264","ἐπʼ","ADP"
"265","ἀποστερήσει","NOUN"
"266","τῶν","DET"
"267","ἐμῶν","ADJ"
"268","Ἀφόβου","PROPN"
"269","καὶ","CCONJ"
"270","τούτους","DET"
"271","ὑπομένοντα","VERB"
"272","τοὺς","DET"
"273","ἀγῶνας","NOUN"
"274",",","PUNCT"
