"ID","TOKEN","IS_STOP"
"1","ΓΑΛΗΝΟΥ","FALSE"
"2","ΠΕΡΙ","FALSE"
"3","ΧΡΕΙΑΣ","FALSE"
"4","ΣΦΥΓΜΩΝ","FALSE"
"5","ΒΙΒΛΙΟΝ","FALSE"
"6",".","FALSE"
"7","Τίς","TRUE"
"8","ἡ","TRUE"
"9","χρεία","FALSE"
"10","τῶν","TRUE"
"11","σφυγμῶν","FALSE"
"12",";","FALSE"
"13","ἆρά","FALSE"
"14","γε","TRUE"
"15","ἥπερ","TRUE"
"16","καὶ","TRUE"
"17","τῆς","TRUE"
"18","ἀναπνοῆς","FALSE"
"19",",","FALSE"
"20","ὡς","TRUE"
"21","σχεδὸν","FALSE"
"22","ἅπασιν","FALSE"
"23","ἰατροῖς","FALSE"
"24","τε","TRUE"
"25","καὶ","TRUE"
"26","φιλοσόφοις","FALSE"
"27","ἔδοξεν","FALSE"
"28",",","FALSE"
"29","ἤ","TRUE"
"30","τις","TRUE"
"31","ἑτέρα","FALSE"
"32","παρὰ","TRUE"
"33","ταύτην","TRUE"
"34",";","FALSE"
"35","οὐ","TRUE"
"36","γὰρ","TRUE"
"37","δὴ","TRUE"
"38","ἀβασανίστως","FALSE"
"39","πειστέον","FALSE"
"40","αὐτοῖς","TRUE"
"41",",","FALSE"
"42","ἐναντιοῦσθαι","FALSE"
"43","δοκούντων","FALSE"
"44","ἄλλων","TRUE"
"45","τέ","TRUE"
"46","τινων","TRUE"
"47","οὐκ","TRUE"
"48","ὀλίγων","FALSE"
"49","φαινομένων","FALSE"
"50",",","FALSE"
"51","καὶ","TRUE"
"52","τοῦ","TRUE"
"53","νῦν","FALSE"
"54","εἰρῆσθαι","FALSE"
"55","μέλλοντος","FALSE"
"56","οὐχ","TRUE"
"57","ἥκιστα","FALSE"
"58",".","FALSE"
"59","στερηθέντες","FALSE"
"60","μὲν","TRUE"
"61","γὰρ","TRUE"
"62","τῆς","TRUE"
"63","ἀναπνοῆς","FALSE"
"64","εὐθέως","FALSE"
"65","ἀποθνήσκομεν","FALSE"
"66",",","FALSE"
"67","ἄσφυκτα","FALSE"
"68","δ","FALSE"
"69","ἀπεργάσῃ","FALSE"
"70","πολλὰ","FALSE"
"71","τῶν","TRUE"
"72","μορίων","FALSE"
"73","ἄνευ","FALSE"
