"ID","TOKEN","IS_PUNCT"
"1","äü.","FALSE"
"2","οὐ","FALSE"
"3","τοίνυν","FALSE"
"4",",","TRUE"
"5","ὥσπερ","FALSE"
"6","τινὲς","FALSE"
"7","ὑπολαμβάνουσι","FALSE"
"8","τὴν","FALSE"
"9","ἀνάπαυσιν","FALSE"
"10","τοῦ","FALSE"
"11","θεοῦ","FALSE"
"12",",","TRUE"
"13","πέπαυται","FALSE"
"14","ποιῶν","FALSE"
"15","ὁ","FALSE"
"16","θεός","FALSE"
"17","·","TRUE"
"18","ἀγαθὸς","FALSE"
"19","γὰρ","FALSE"
"20","ὤν","FALSE"
"21",",","TRUE"
"22","εἰ","FALSE"
"23","παύσεταί","FALSE"
"24","ποτε","FALSE"
"25","ἀγαθοεργῶν","FALSE"
"26",",","TRUE"
"27","καὶ","FALSE"
"28","τοῦ","FALSE"
"29","θεὸς","FALSE"
"30","εἶναι","FALSE"
"31","παύσεται","FALSE"
"32",",","TRUE"
"33","ὅπερ","FALSE"
"34","οὐδὲ","FALSE"
"35","εἰπεῖν","FALSE"
"36","θέμις","FALSE"
"37",".","TRUE"
"38","ἔστιν","FALSE"
"39","δ","FALSE"
"40","οὖν","FALSE"
"41","καταπεπαυκέναι","FALSE"
"42","τὸ","FALSE"
"43","τὴν","FALSE"
"44","τάξιν","FALSE"
"45","τῶν","FALSE"
"46","γενομένων","FALSE"
"47","εἰς","FALSE"
"48","πάντα","FALSE"
"49","χρόνον","FALSE"
"50","ἀπαραβάτως","FALSE"
"51","φυλάσσεσθαι","FALSE"
"52","τεταχέναι","FALSE"
"53","καὶ","FALSE"
"54","τῆς","FALSE"
"55","παλαιᾶς","FALSE"
"56","ἀταξίας","FALSE"
"57","ἕκαστον","FALSE"
"58","τῶν","FALSE"
"59","κτισμάτων","FALSE"
"60","καταπεπαυκέναι","FALSE"
"61","·","TRUE"
