"ID","TOKEN","UPOS"
"1","τοῦ","DET"
"2","πατρὸς","NOUN"
"3","ἡμῶν","PRON"
"4",",","PUNCT"
"5","ὦ","INTJ"
"6","ἄνδρες","NOUN"
"7","δικασταί","NOUN"
"8",",","PUNCT"
"9","διὰ","ADP"
"10","τουτονὶ","DET"
"11","Θεοκρίνην","PROPN"
"12","ἀτυχήσαντος","VERB"
"13","πρὸς","ADP"
"14","τὴν","DET"
"15","πόλιν","NOUN"
"16","καὶ","CCONJ"
"17","ὀφλόντος","VERB"
"18","δέκα","NUM"
"19","τάλαντα","NOUN"
"20",",","PUNCT"
"21","καὶ","CCONJ"
"22","τούτου","ADJ"
"23","διπλοῦ","ADJ"
"24","γεγενημένου","VERB"
"25","ὥστε","SCONJ"
"26","μηδʼ","ADV"
"27","ἐλπίδα","NOUN"
"28","ἡμῖν","PRON"
"29","εἶναι","AUX"
"30","σωτηρίας","NOUN"
"31","μηδεμίαν","DET"
"32",",","PUNCT"
"33","ἡγησάμην","VERB"
"34","δεῖν","VERB"
"35","ἐπὶ","ADP"
"36","τῷ","DET"
"37","τιμωρεῖσθαι","VERB"
"38","μεθʼ","ADP"
"39","ὑμῶν","PRON"
"40","τοῦτον","ADJ"
"41","μήτε","CCONJ"
"42","ἡλικίαν","NOUN"
"43","μήτε","CCONJ"
"44","ἄλλο","ADJ"
"45","μηδὲν","DET"
"46","ὑπολογισάμενος","VERB"
"47","δοῦναι","VERB"
"48","τὴν","DET"
"49","ἔνδειξιν","NOUN"
"50","ταύτην","DET"
"51",".","PUNCT"
"52","καὶ","CCONJ"
"53","γὰρ","ADV"
"54","ὁ","DET"
"55","πατήρ","NOUN"
"56",",","PUNCT"
"57","ὦ","INTJ"
"58","ἄνδρες","NOUN"
"59","δικασταί","NOUN"
"60",",","PUNCT"
"61","ᾧπερ","PRON"
"62","πάντα","ADJ"
"63","πειθόμενος","VERB"
"64","πεποίηκα","VERB"
"65",",","PUNCT"
"66","πρὸς","ADP"
"67","ἅπαντας","ADJ"
"68","ὠδύρετο","VERB"
"69","τοὺς","DET"
"70","γνωρίμους","ADJ"
"71",",","PUNCT"
"72","εἰ","SCONJ"
"73","παραλιπὼν","VERB"
"74","ἐγὼ","PRON"
"75","τὸν","DET"
"76","καιρὸν","NOUN"
"77","ἐν","ADP"
"78","ᾧ","PRON"
"79","διὰ","ADP"
"80","τὸ","DET"
"81","τὸν","DET"
"82","πατέρα","NOUN"
"83","ζῆν","VERB"
"84","ἔξεστί","VERB"
"85","μοι","PRON"
"86","τοῦτον","ADJ"
"87","ἀμύνασθαι","VERB"
"88",",","PUNCT"
"89","τὴν","DET"
"90","ἀπειρίαν","NOUN"
"91","καὶ","CCONJ"
"92","τὴν","DET"
"93","ἡλικίαν","NOUN"
"94","προφασιζόμενος","VERB"
"95","αὐτὸν","PRON"
"96","μὲν","ADV"
"97","περιόψομαι","VERB"
"98","πάντων","ADJ"
"99","ἀπεστερημένον","VERB"
"100",",","PUNCT"
"101","Θεοκρίνην","PROPN"
"102","δὲ","ADV"
"103","παρὰ","ADP"
"104","τοὺς","DET"
"105","νόμους","NOUN"
"106","γραφὰς","NOUN"
"107","γραφόμενον","VERB"
"108","καὶ","CCONJ"
"109","συκοφαντοῦντα","VERB"
"110","πολλοὺς","ADJ"
"111","τῶν","DET"
"112","πολιτῶν","NOUN"
"113",",","PUNCT"
"114","οὐκ","ADV"
"115","ἐξὸν","VERB"
"116","αὐτῷ","PRON"
"117",".","PUNCT"
"118","δέομαι","VERB"
"119","οὖν","ADV"
"120","ὑμῶν","PRON"
"121","ἁπάντων","ADJ"
"122",",","PUNCT"
"123","ὦ","INTJ"
"124","ἄνδρες","NOUN"
"125","Ἀθηναῖοι","ADJ"
"126",",","PUNCT"
"127","καὶ","CCONJ"
"128","ἱκετεύω","VERB"
"129","μετʼ","ADP"
"130","εὐνοίας","NOUN"
"131","ἀκοῦσαί","VERB"
"132","μου","PRON"
"133",",","PUNCT"
"134","πρῶτον","ADJ"
"135","μὲν","ADV"
"136","ὅτι","SCONJ"
"137","τῷ","DET"
"138","πατρὶ","NOUN"
"139","βοηθῶν","VERB"
"140","καὶ","CCONJ"
"141","πειθόμενος","VERB"
"142","ἀγωνίζομαι","VERB"
"143",",","PUNCT"
"144","ἔπειθʼ","CCONJ"
"145","ὅτι","SCONJ"
"146","καὶ","CCONJ"
"147","νέος","ADJ"
"148","ὢν","AUX"
"149","καὶ","CCONJ"
"150","ἄπειρος","ADJ"
"151",",","PUNCT"
"152","ὥστʼ","SCONJ"
"153","ἀγαπητὸν","ADJ"
"154","εἶναί","AUX"
"155","μοι","PRON"
"156",",","PUNCT"
"157","ἐὰν","SCONJ"
"158","ὑπαρξάσης","VERB"
"159","τῆς","DET"
"160","παρʼ","ADP"
"161","ὑμῶν","PRON"
"162","εὐνοίας","NOUN"
"163","δυνηθῶ","VERB"
"164","δηλῶσαι","VERB"
"165","τὰ","DET"
"166","πεπραγμένα","VERB"
"167","τούτῳ","ADJ"
"168","·","PUNCT"
"169","πρὸς","ADP"
"170","δὲ","ADV"
"171","τούτοις","ADJ"
"172",",","PUNCT"
"173","ὅτι","SCONJ"
"174",",","PUNCT"
"175","ὦ","INTJ"
"176","ἄνδρες","NOUN"
"177","δικασταί","NOUN"
"178",",","PUNCT"
"179","προδέδομαι","VERB"
"180","τὰ","DET"
"181","γὰρ","ADV"
"182","ἀληθῆ","ADJ"
"183","πρὸς","ADP"
"184","ὑμᾶς","PRON"
"185","εἰρήσεται","VERB"
"186","ὑπʼ","ADP"
"187","ἀνθρώπων","NOUN"
"188",",","PUNCT"
"189","οἳ","PRON"
"190","πιστευθέντες","VERB"
"191","ὑφʼ","ADP"
"192","ἡμῶν","PRON"
"193","διὰ","ADP"
"194","τὴν","DET"
"195","πρὸς","ADP"
"196","τοῦτον","ADJ"
"197","ἔχθραν","NOUN"
"198",",","PUNCT"
"199","καὶ","CCONJ"
"200","πυθόμενοι","VERB"
"201","τὰ","DET"
"202","πράγματα","NOUN"
"203","καὶ","CCONJ"
"204","φήσαντες","VERB"
"205","ἐμοὶ","PRON"
"206","συναγωνιεῖσθαι","VERB"
"207",",","PUNCT"
"208","ἐγκαταλελοίπασι","VERB"
"209","νυνί","ADV"
"210","με","PRON"
"211","καὶ","CCONJ"
"212","διαλέλυνται","VERB"
"213","πρὸς","ADP"
"214","τοῦτον","ADJ"
"215","ἐν","ADP"
"216","τοῖς","DET"
"217","ἐμοῖς","ADJ"
"218","πράγμασιν","NOUN"
"219",",","PUNCT"
"220","ὥστε","SCONJ"
"221","μοι","PRON"
"222","μηδὲ","ADV"
"223","τὸν","DET"
"224","συνεροῦντʼ","VERB"
"225","εἶναι","AUX"
"226",",","PUNCT"
"227","ἐὰν","SCONJ"
"228","μή","ADV"
"229","τις","ADJ"
"230","ἄρα","ADV"
"231","τῶν","DET"
"232","οἰκείων","ADJ"
"233","βοηθήσῃ","VERB"
"234",".","PUNCT"
"235","πολλαῖς","ADJ"
"236","μὲν","ADV"
"237","οὖν","ADV"
"238","ἐνδείξεσιν","NOUN"
"239","ἦν","AUX"
"240","ἔνοχος","ADJ"
"241","οὑτοσί","ADJ"
"242",",","PUNCT"
"243","καὶ","CCONJ"
"244","ἅπαντας","ADJ"
"245","τοὺς","DET"
"246","περὶ","ADP"
"247","ταῦτα","DET"
"248","νόμους","NOUN"
"249","ἐφαίνετο","VERB"
"250","παραβεβηκώς","VERB"
"251","·","PUNCT"
"252","καινότατον","ADJ"
"253","δὲ","ADV"
"254","τῶν","DET"
"255","ἔργων","NOUN"
"256","τῶν","DET"
"257","τούτου","ADJ"
"258","τὴν","DET"
"259","περὶ","ADP"
"260","τὸ","DET"
"261","πλοῖον","NOUN"
