"ID","TOKEN","LEMMA"
"1","ἐκ","ἐκ"
"2","τῆς","ὁ"
"3","Βασιλικῆς","Βασιλικός"
"4","ἄρχεται","ἄρχω"
"5","τῆς","ὁ"
"6","ἱστορίας","ἱστορία"
"7","ἀπὸ","ἀπό"
"8","Αἰνείου","Αἰνείας"
"9","τοῦ","ὁ"
"10","Ἀγχίσου","Ἀγχίσης"
"11","τοῦ","ὁ"
"12","Κάπυος","Κάπυς"
"13",",",","
"14","ὃς","ὅς"
"15","ἐν","ἐν"
"16","τῷ","ὁ"
"17","Τρωικῷ","Τρωικός"
"18","ἤκμαζε","ἀκμάζω"
"19","πολέμῳ","πόλεμος"
"20",",",","
"21","μετὰ","μετά"
"22","δὲ","δέ"
"23","τὴν","ὁ"
"24","ἅλωσιν","ἅλωσις"
"25","τῆς","ὁ"
"26","Τροίας","Τροία"
"27","ἔφυγε","φεύγω"
"28",",",","
"29","καὶ","καί"
"30","μετὰ","μετά"
"31","μακρὰν","μακράν"
"32","πλάνην","πλάνη"
"33","κατέπλει","καταπλέω"
"34","ἔς","εἰς"
"35","τινα","τίς"
"36","τῆς","ὁ"
"37","Ἰταλίας","Ἰταλία"
"38","αἰγιαλόν","αἰγιαλός"
"39",",",","
"40","Λώρεντον","Λώρεντος"
"41","ἐπικαλούμενον","ἐπικαλέω"
"42",",",","
"43","ἔνθα","ἔνθα"
"44","καὶ","καί"
"45","στρατόπεδον","στρατόπεδον"
"46","αὐτοῦ","αὐτός"
"47","δείκνυται","δείκνυμι"
"48",",",","
"49","καὶ","καί"
"50","τὴν","ὁ"
"51","ἀκτὴν","ἀκτή"
"52","ἀπʼ","ἀπό"
"53","ἐκείνου","ἐκεῖνος"
"54","Τροίαν","Τροία"
"55","καλοῦσιν","καλέω"
"56",".","."
"57","ἦρχε","ἄρχω"
"58","τότε","τότε"
"59","Ἀβοριγίνων","Ἀβοριγίνων"
"60","τῶν","ὁ"
"61","τῇδε","ὅδε"
"62","Ἰταλῶν","Ἰταλαί"
"63","Φαῦνος","Φαῦνος"
"64","ὁ","ὁ"
"65","τοῦ","ὁ"
"66","Ἄρεως","Ἄρης"
"67",",",","
"68","ὃς","ὅς"
"69","καὶ","καί"
"70","ζεύγνυσιν","ζεύγνυσις"
"71","Αἰνείᾳ","Αἰνείας"
"72","τὴν","ὁ"
"73","θυγατέρα","θυγάτηρ"
"74","αὑτοῦ","ἑαυτοῦ"
"75","Λαουινίαν","Λαουινίας"
"76",",",","
"77","καὶ","καί"
"78","γῆν","γῆ"
"79","δίδωσιν","δίδωμι"
"80","ἐκ","ἐκ"
"81","περιόδου","περίοδος"
"82","σταδίων","στάδιον"
"83","τετρακοσίων","τετρακόσιοι"
"84",".","."
"85","ὁ","ὁ"
"86","δὲ","δέ"
"87","πόλιν","πόλις"
"88","ἔκτισε","κτίζω"
"89","καὶ","καί"
"90","ἀπὸ","ἀπό"
"91","τῆς","ὁ"
"92","γυναικὸς","γυνή"
"93","Λαουίνιον","Λαουίνιος"
"94","ἐπωνόμασε","ἐπονομάζω"
"95",".","."
"96","τρίτῳ","τρίτος"
"97","δὲ","δέ"
"98","ἔτει","ἔτος"
"99","τοῦ","ὁ"
"100","Φαύνου","Φαύνος"
"101","τελευτήσαντος","τελευτάω"
"102","ἐκδέχεται","ἐκδέχομαι"
"103","τὴν","ὁ"
"104","ἀρχὴν","ἀρχή"
"105","ὁ","ὁ"
"106","Αἰνείας","Αἰνείας"
"107","κατὰ","κατά"
"108","τὸ","ὁ"
"109","κῆδος","κῆδος"
"110",",",","
"111","καὶ","καί"
"112","τοὺς","ὁ"
"113","Ἀβοριγίνας","Ἀβοριγίν"
"114","ἀπὸ","ἀπό"
"115","τοῦ","ὁ"
"116","κηδεστοῦ","κηδεστός"
