"ID","TOKEN","IS_PUNCT"
"1","ΦΙΛΩΝΟΣ","FALSE"
"2","ΠΕΡΙ","FALSE"
"3","ΤΩΝ","FALSE"
"4","ΕΝ","FALSE"
"5","ΙΕΡΟΣΟΛΥΜΟΙΣ","FALSE"
"6","ΨΔΑΤΩΝ","FALSE"
"7","Φησὶ","FALSE"
"8","δὲ","FALSE"
"9","ὁ","FALSE"
"10","Φίλων","FALSE"
"11","ἐν","FALSE"
"12","τοῖς","FALSE"
"13","Περὶ","FALSE"
"14","Ἱεροσολύμων","FALSE"
"15","κρήνην","FALSE"
"16","εἶναι","FALSE"
"17",",","TRUE"
"18","ταύτην","FALSE"
"19","δὲ","FALSE"
"20","ἐν","FALSE"
"21","μὲν","FALSE"
"22","τῷ","FALSE"
"23","χειμῶνι","FALSE"
"24","ξηραίνεσθαι","FALSE"
"25",",","TRUE"
"26","ἐν","FALSE"
"27","δὲ","FALSE"
"28","τῷ","FALSE"
"29","θέρει","FALSE"
"30","πληροῦσθαι","FALSE"
"31",".","TRUE"
"32","λέγει","FALSE"
"33","δὲ","FALSE"
"34","ἐν","FALSE"
"35","τῇ","FALSE"
"36","πρώτῃ","FALSE"
"37","οὕτως","FALSE"
"38","·","TRUE"
"39","Νηχόμενος","FALSE"
"40","δ᾽","FALSE"
"41","ἐφύπερθε","FALSE"
"42","τὸ","FALSE"
"43","θαμβηέστατον","FALSE"
"44","ἄλλο","FALSE"
"45","δέρκηθρον","FALSE"
"46","·","TRUE"
"47","συναοιδὰ","FALSE"
"48","μεγιστούχοιο","FALSE"
"49","λοετροῖς","FALSE"
"50","ῥεύματος","FALSE"
"51","ἐμπίπλησι","FALSE"
"52","βαθὺν","FALSE"
"53","ῥόον","FALSE"
"54","ἐξανιείσης","FALSE"
"55",",","TRUE"
"56","καὶ","FALSE"
"57","τὰ","FALSE"
"58","ἑξῆς","FALSE"
"59",".","TRUE"
