"ID","TOKEN","NER"
"1","ΠΕΡΙ","O"
"2","ΕΥΣΧΗΜΟΣΥΝΗΣ","O"
"3",".","O"
"4","Οὐκ","O"
"5","ἀλόγως","O"
"6","οἱ","O"
"7","προβαλλόμενοι","O"
"8","τὴν","O"
"9","σοφίην","O"
"10","πρὸς","O"
"11","πολλὰ","O"
"12","εἶναι","O"
"13","χρησίμην","O"
"14",",","O"
"15","ταύτην","O"
"16","δὴ","O"
"17","τὴν","O"
"18","ἐν","O"
"19","τῷ","O"
"20","βίῳ","O"
"21",".","O"
"22","Αἱ","O"
"23","γὰρ","O"
"24","πολλαὶ","O"
"25","πρὸς","O"
"26","περιεργίην","O"
"27","φαίνονται","O"
"28","γεγενημέναι","O"
"29","·","O"
"30","λέγω","O"
"31","δὲ","O"
"32",",","O"
"33","αὗται","O"
"34","αἱ","O"
"35","μηδὲν","O"
"36","ἐς","O"
"37","χρέος","O"
"38","τῶν","O"
"39","πρὸς","O"
"40","ἃ","O"
"41","διαλέγονται","O"
"42","·","O"
"43","ληφθείη","O"
"44","δ","O"
"45","ἂν","O"
"46","τουτέων","O"
"47","μέρεα","O"
"48","ἐς","O"
"49","ἐκεῖνο","O"
"50",",","O"
"51","ὅτι","O"
"52","ὅπη","O"
"53","οὐκ","O"
"54","ἀργίη","O"
"55",",","O"
"56","οὐδὲ","O"
"57","μὴν","O"
"58","κακίη","O"
"59","·","O"
"60","τὸ","O"
"61","γὰρ","O"
"62","σχολάζον","O"
"63","καὶ","O"
"64","ἄπρηκτον","O"
"65","ζητέει","O"
"66","ἐς","O"
"67","κακίην","O"
"68","καὶ","O"
"69","ἀφέλκεσθαι","O"
"70","·","O"
"71","τὸ","O"
"72","δ","O"
"73","ἐγρηγορὸς","O"
"74","καὶ","O"
"75","πρός","O"
"76","τι","O"
"77","τὴν","O"
"78","διάνοιαν","O"
"79","ἐντετακὸς","O"
"80","ἐφειλκύσατό","O"
"81","τι","O"
"82","τῶν","O"
"83","πρὸς","O"
"84","καλλονὴν","O"
"85","βίου","O"
"86","τεινόντων","O"
"87",".","O"
"88","Ἐῶ","O"
"89","δὲ","O"
"90","τουτέων","O"
"91","τὰς","O"
"92","μηδὲν","O"
"93","ἐς","O"
"94","χρέος","O"
"95","πιπτούσας","O"
"96","διαλέξιας","O"
"97","·","O"
"98","χαριεστέρη","O"
"99","γὰρ","O"
"100","ἡ","O"
"101","πρὸς","O"
"102","ἕτερον","O"
"103","μέν","O"
"104","τι","O"
"105","ἐς","O"
"106","τέχνην","O"
"107","πεποιημένη","O"
"108",",","O"
"109","τέχνην","O"
