"ID","TOKEN","LEMMA"
"1","Θ","Θ"
"2",".","."
"3","τί","τίς"
"4","δ᾽","δ᾽"
"5","ἐν","ἐν"
"6","χεροῖν","χείρ"
"7","σοῖν","σός"
"8","τοῦτ᾽","τοῦτ᾽"
"9","ἔχεις","ἔχω"
"10",";",";"
"11","λέξον","λέγω"
"12","τάχος","τάχος"
"13",".","."
"14","Μ","Μ"
"15",".","."
"16","ῥάβδον","ῥάβδος"
"17","τετραπόδων","τετράπους"
"18","καὶ","καί"
"19","βροτῶν","βροτός"
"20","κολάστριαν","κολάστρια"
"21",".","."
"22","Θ","Θ"
"23",".","."
"24","ῥῖψον","ῥίπτω"
"25","πρὸς","πρός"
"26","οὖδας","οὖδας"
"27","καὶ","καί"
"28","ἀποχώρησον","ἀποχωρέω"
"29","ταχύ","ταχύς"
"30",".","."
"31","δράκων","δράκων"
"32","γὰρ","γάρ"
"33","ἔσται","εἰμί"
"34","φοβερός","φοβερός"
"35",",",","
"36","ὥστε","ὥστε"
"37","θαυμάσαι","θαυμάζω"
"38",".","."
"39","Μ","Μ"
"40",".","."
"41","ἰδοὺ","ἰδού"
"42","βέβληται","βάλλω"
"43","·","·"
"44","δέσποθ᾽","δέσποθ᾽"
"45",",",","
"46","ἵλεως","ἵλαος"
"47","γενοῦ","γίγνομαι"
"48","·","·"
"49","ὡς","ὡς"
"50","φοβερός","φοβερός"
"51",",",","
"52","ὡς","ὡς"
"53","πέλωρος","πέλωρος"
"54","·","·"
"55","οἴκτειρον","οἴκτειρον"
"56","σύ","σύ"
"57","με","ἐγώ"
"58","·","·"
"59","πέφρικ᾽","πέφρικ᾽"
"60","ἰδών","ὁράω"
"61",",",","
"62","μέλη","μέλος"
"63","δὲ","δέ"
"64","σώματος","σῶμα"
"65","τρέμει","τρέμω"
"66",".","."
"67","Θ","Θ"
"68",".","."
"69","μηδὲν","μηδείς"
"70","φοβηθῇς","φοβέω"
"71",",",","
"72","χεῖρα","χείρ"
"73","δ᾽","δ᾽"
"74","ἐκτείνας","ἐκτείνω"
"75","λαβέ","λαμβάνω"
"76","οὐράν","οὐρά"
"77",",",","
"78","πάλιν","πάλιν"
"79","δὲ","δέ"
"80","ῥάβδος","ῥάβδος"
"81","ἔσσεθ᾽","ἔσσεθ᾽"
"82","ὥσπερ","ὥσπερ"
"83","ἦν","εἰμί"
"84",".","."
"85","ἔνθες","ἔνς"
"86","δὲ","δέ"
"87","χεῖρ᾽","χεῖρ᾽"
"88","εἰς","εἰς"
"89","κόλπον","κόλπος"
"90","ἐξένεγκέ","ἐξένεγκέ"
"91","τε","τε"
"92",".","."
"93","Μ","Μ"
"94",".","."
"95","ἰδοὺ","ἰδού"
"96","τὸ","ὁ"
"97","ταχθέν","ταχθεν"
"98",",",","
"99","γέγονεν","γίγνομαι"
"100","ὡσπερεὶ","ὡσπερεί"
"101","χιών","χιών"
"102",".","."
"103","Θ","Θ"
"104",".","."
"105","ἔνθες","ἔνς"
"106","πάλιν","πάλιν"
"107","δ᾽","δ᾽"
"108","εἰς","εἰς"
"109","κόλπον","κόλπος"
"110",",",","
"111","ἔσται","εἰμί"
"112","δ᾽","δ᾽"
"113","ὥσπερ","ὥσπερ"
"114","ἦν","εἰμί"
"115",".","."
