"ID","TOKEN","IS_PUNCT"
"1","Ἰούδας","FALSE"
"2","Ἰησοῦ","FALSE"
"3","Χριστοῦ","FALSE"
"4","δοῦλος","FALSE"
"5",",","TRUE"
"6","ἀδελφὸς","FALSE"
"7","δὲ","FALSE"
"8","Ἰακώβου","FALSE"
"9",",","TRUE"
"10","τοῖς","FALSE"
"11","ἐν","FALSE"
"12","θεῷ","FALSE"
"13","πατρὶ","FALSE"
"14","ἠγαπημένοις","FALSE"
"15","καὶ","FALSE"
"16","Ἰησοῦ","FALSE"
"17","Χριστῷ","FALSE"
"18","τετηρημένοις","FALSE"
"19","κλητοῖς","FALSE"
"20","·","TRUE"
"21","ἔλεος","FALSE"
"22","ὑμῖν","FALSE"
"23","καὶ","FALSE"
"24","εἰρήνη","FALSE"
"25","καὶ","FALSE"
"26","ἀγάπη","FALSE"
"27","πληθυνθείη","FALSE"
"28",".","TRUE"
"29","Ἀγαπητοί","FALSE"
"30",",","TRUE"
"31","πᾶσαν","FALSE"
"32","σπουδὴν","FALSE"
"33","ποιούμενος","FALSE"
"34","γράφειν","FALSE"
"35","ὑμῖν","FALSE"
"36","περὶ","FALSE"
"37","τῆς","FALSE"
"38","κοινῆς","FALSE"
"39","ἡμῶν","FALSE"
"40","σωτηρίας","FALSE"
"41","ἀνάγκην","FALSE"
"42","ἔσχον","FALSE"
"43","γράψαι","FALSE"
"44","ὑμῖν","FALSE"
"45","παρακαλῶν","FALSE"
"46","ἐπαγωνίζεσθαι","FALSE"
"47","τῇ","FALSE"
"48","ἅπαξ","FALSE"
"49","παραδοθείσῃ","FALSE"
"50","τοῖς","FALSE"
"51","ἁγίοις","FALSE"
"52","πίστει","FALSE"
"53",".","TRUE"
"54","παρεισέδυσαν","FALSE"
"55","γάρ","FALSE"
"56","τινες","FALSE"
"57","ἄνθρωποι","FALSE"
"58",",","TRUE"
"59","οἱ","FALSE"
"60","πάλαι","FALSE"
"61","προγεγραμμένοι","FALSE"
"62","εἰς","FALSE"
"63","τοῦτο","FALSE"
"64","τὸ","FALSE"
"65","κρίμα","FALSE"
"66",",","TRUE"
"67","ἀσεβεῖς","FALSE"
"68",",","TRUE"
"69","τὴν","FALSE"
"70","τοῦ","FALSE"
"71","θεοῦ","FALSE"
"72","ἡμῶν","FALSE"
"73","χάριτα","FALSE"
"74","μετατιθέντες","FALSE"
"75","εἰς","FALSE"
"76","ἀσέλγειαν","FALSE"
"77","καὶ","FALSE"
"78","τὸν","FALSE"
"79","μόνον","FALSE"
"80","δεσπότην","FALSE"
"81","καὶ","FALSE"
"82","κύριον","FALSE"
"83","ἡμῶν","FALSE"
"84","Ἰησοῦν","FALSE"
"85","Χριστὸν","FALSE"
"86","ἀρνούμενοι","FALSE"
"87",".","TRUE"
"88","Ὑπομνῆσαι","FALSE"
"89","δὲ","FALSE"
"90","ὑμᾶς","FALSE"
"91","βούλομαι","FALSE"
"92",",","TRUE"
"93","εἰδότας","FALSE"
"94","ὑμᾶς","FALSE"
"95","ἅπαξ","FALSE"
"96","πάντα","FALSE"
"97",",","TRUE"
"98","ὅτι","FALSE"
"99","Ἰησοῦς","FALSE"
"100","λαὸν","FALSE"
"101","ἐκ","FALSE"
"102","γῆς","FALSE"
"103","Αἰγύπτου","FALSE"
"104","σώσας","FALSE"
"105","τὸ","FALSE"
"106","δεύτερον","FALSE"
"107","τοὺς","FALSE"
"108","μὴ","FALSE"
"109","πιστεύσαντας","FALSE"
"110","ἀπώλεσεν","FALSE"
"111",",","TRUE"
"112","ἀγγέλους","FALSE"
"113","τε","FALSE"
"114","τοὺς","FALSE"
"115","μὴ","FALSE"
"116","τηρήσαντας","FALSE"
"117","τὴν","FALSE"
"118","ἑαυτῶν","FALSE"
"119","ἀρχὴν","FALSE"
"120","ἀλλὰ","FALSE"
"121","ἀπολιπόντας","FALSE"
"122","τὸ","FALSE"
"123","ἴδιον","FALSE"
"124","οἰκητήριον","FALSE"
"125","εἰς","FALSE"
"126","κρίσιν","FALSE"
"127","μεγάλης","FALSE"
"128","ἡμέρας","FALSE"
"129","δεσμοῖς","FALSE"
"130","ἀϊδίοις","FALSE"
"131","ὑπὸ","FALSE"
"132","ζόφον","FALSE"
"133","τετήρηκεν","FALSE"
"134","·","TRUE"
"135","ὡς","FALSE"
"136","Σόδομα","FALSE"
"137","καὶ","FALSE"
"138","Γόμορρα","FALSE"
"139","καὶ","FALSE"
"140","αἱ","FALSE"
"141","περὶ","FALSE"
"142","αὐτὰς","FALSE"
"143","πόλεις","FALSE"
"144",",","TRUE"
"145","τὸν","FALSE"
"146","ὅμοιον","FALSE"
"147","τρόπον","FALSE"
"148","τούτοις","FALSE"
"149","ἐκπορνεύσασαι","FALSE"
"150","καὶ","FALSE"
"151","ἀπελθοῦσαι","FALSE"
"152","ὀπίσω","FALSE"
"153","σαρκὸς","FALSE"
"154","ἑτέρας","FALSE"
"155",",","TRUE"
"156","πρόκεινται","FALSE"
"157","δεῖγμα","FALSE"
"158","πυρὸς","FALSE"
"159","αἰωνίου","FALSE"
"160","δίκην","FALSE"
"161","ὑπέχουσαι","FALSE"
"162",".","TRUE"
"163","Ὁμοίως","FALSE"
"164","μέντοι","FALSE"
"165","καὶ","FALSE"
"166","οὗτοι","FALSE"
"167","ἐνυπνιαζόμενοι","FALSE"
"168","σάρκα","FALSE"
"169","μὲν","FALSE"
"170","μιαίνουσιν","FALSE"
"171",",","TRUE"
"172","κυριότητα","FALSE"
"173","δὲ","FALSE"
"174","ἀθετοῦσιν","FALSE"
"175",",","TRUE"
"176","δόξας","FALSE"
"177","δὲ","FALSE"
"178","βλασφημοῦσιν","FALSE"
"179",".","TRUE"
"180","ὁ","FALSE"
"181","δὲ","FALSE"
"182","Μιχαὴλ","FALSE"
"183","ὁ","FALSE"
"184","ἀρχάγγελος","FALSE"
"185",",","TRUE"
"186","ὅτε","FALSE"
"187","τῷ","FALSE"
"188","διαβόλῳ","FALSE"
"189","διακρινόμενος","FALSE"
"190","διελέγετο","FALSE"
"191","περὶ","FALSE"
"192","τοῦ","FALSE"
"193","Μωϋσέως","FALSE"
"194","σώματος","FALSE"
"195",",","TRUE"
"196","οὐκ","FALSE"
"197","ἐτόλμησεν","FALSE"
"198","κρίσιν","FALSE"
"199","ἐπενεγκεῖν","FALSE"
"200","βλασφημίας","FALSE"
"201",",","TRUE"
"202","ἀλλὰ","FALSE"
"203","εἶπεν","FALSE"
"204","·","TRUE"
"205","Ἐπιτιμήσαι","FALSE"
"206","σοι","FALSE"
"207","κύριος","FALSE"
"208",".","TRUE"
"209","οὗτοι","FALSE"
"210","δὲ","FALSE"
"211","ὅσα","FALSE"
"212","μὲν","FALSE"
"213","οὐκ","FALSE"
"214","οἴδασιν","FALSE"
"215","βλασφημοῦσιν","FALSE"
"216",",","TRUE"
"217","ὅσα","FALSE"
"218","δὲ","FALSE"
"219","φυσικῶς","FALSE"
"220","ὡς","FALSE"
"221","τὰ","FALSE"
"222","ἄλογα","FALSE"
"223","ζῷα","FALSE"
"224","ἐπίστανται","FALSE"
"225",",","TRUE"
"226","ἐν","FALSE"
"227","τούτοις","FALSE"
"228","φθείρονται","FALSE"
"229",".","TRUE"
"230","οὐαὶ","FALSE"
"231","αὐτοῖς","FALSE"
"232",",","TRUE"
"233","ὅτι","FALSE"
"234","τῇ","FALSE"
"235","ὁδῷ","FALSE"
"236","τοῦ","FALSE"
"237","Κάϊν","FALSE"
"238","ἐπορεύθησαν","FALSE"
"239",",","TRUE"
"240","καὶ","FALSE"
"241","τῇ","FALSE"
"242","πλάνῃ","FALSE"
"243","τοῦ","FALSE"
"244","Βαλαὰμ","FALSE"
"245","μισθοῦ","FALSE"
"246","ἐξεχύθησαν","FALSE"
"247",",","TRUE"
"248","καὶ","FALSE"
"249","τῇ","FALSE"
"250","ἀντιλογίᾳ","FALSE"
"251","τοῦ","FALSE"
"252","Κόρε","FALSE"
"253","ἀπώλοντο","FALSE"
"254",".","TRUE"
"255","οὗτοί","FALSE"
"256","εἰσιν","FALSE"
"257","οἱ","FALSE"
"258","ἐν","FALSE"
"259","ταῖς","FALSE"
"260","ἀγάπαις","FALSE"
"261","ὑμῶν","FALSE"
"262","σπιλάδες","FALSE"
"263","συνευωχούμενοι","FALSE"
"264",",","TRUE"
"265","ἀφόβως","FALSE"
"266","ἑαυτοὺς","FALSE"
"267","ποιμαίνοντες","FALSE"
"268",",","TRUE"
"269","νεφέλαι","FALSE"
"270","ἄνυδροι","FALSE"
"271","ὑπὸ","FALSE"
"272","ἀνέμων","FALSE"
"273","παραφερόμεναι","FALSE"
"274",",","TRUE"
"275","δένδρα","FALSE"
"276","φθινοπωρινὰ","FALSE"
"277","ἄκαρπα","FALSE"
"278","δὶς","FALSE"
"279","ἀποθανόντα","FALSE"
"280","ἐκριζωθέντα","FALSE"
"281",",","TRUE"
"282","κύματα","FALSE"
"283","ἄγρια","FALSE"
"284","θαλάσσης","FALSE"
"285","ἐπαφρίζοντα","FALSE"
"286","τὰς","FALSE"
"287","ἑαυτῶν","FALSE"
"288","αἰσχύνας","FALSE"
"289",",","TRUE"
"290","ἀστέρες","FALSE"
"291","πλανῆται","FALSE"
"292","οἷς","FALSE"
"293","ὁ","FALSE"
"294","ζόφος","FALSE"
"295","τοῦ","FALSE"
"296","σκότους","FALSE"
"297","εἰς","FALSE"
"298","αἰῶνα","FALSE"
"299","τετήρηται","FALSE"
"300",".","TRUE"
"301","Προεφήτευσεν","FALSE"
"302","δὲ","FALSE"
"303","καὶ","FALSE"
"304","τούτοις","FALSE"
"305","ἕβδομος","FALSE"
"306","ἀπὸ","FALSE"
"307","Ἀδὰμ","FALSE"
"308","Ἑνὼχ","FALSE"
"309","λέγων","FALSE"
"310","·","TRUE"
"311","Ἰδοὺ","FALSE"
"312","ἦλθεν","FALSE"
"313","κύριος","FALSE"
"314","ἐν","FALSE"
"315","ἁγίαις","FALSE"
