"ID","TOKEN","LEMMA"
"1","Ἀρχὴ","ἀρχή"
"2","τοῦ","ὁ"
"3","εὐαγγελίου","εὐαγγέλιον"
"4","Ἰησοῦ","Ἰησοῦς"
"5","χριστοῦ","χριστός"
"6",".","."
"7","Καθὼς","καθώς"
"8","γέγραπται","γράφω"
"9","ἐν","ἐν"
"10","τῷ","ὁ"
"11","Ἠσαΐᾳ","Ἠσαΐᾳ"
"12","τῷ","ὁ"
"13","προφήτῃ","προφήτης"
"14","·","·"
"15","Ἰδοὺ","ἰδού"
"16","ἀποστέλλω","ἀποστέλλω"
"17","τὸν","ὁ"
"18","ἄγγελόν","ἄγγελος"
"19","μου","ἐγώ"
"20","πρὸ","πρό"
"21","προσώπου","πρόσωπον"
"22","σου","σύ"
"23",",",","
"24","ὃς","ὅς"
"25","κατασκευάσει","κατασκευάζω"
"26","τὴν","ὁ"
"27","ὁδόν","ὁδός"
"28","σου","σύ"
"29","·","·"
"30","φωνὴ","φωνή"
"31","βοῶντος","βοάω"
"32","ἐν","ἐν"
"33","τῇ","ὁ"
"34","ἐρήμῳ","ἔρημος"
"35","·","·"
"36","Ἑτοιμάσατε","Ἑτοιμάσατε"
"37","τὴν","ὁ"
"38","ὁδὸν","ὁδός"
"39","κυρίου","κύριος"
"40",",",","
"41","εὐθείας","εὐθύς"
"42","ποιεῖτε","ποιέω"
"43","τὰς","ὁ"
"44","τρίβους","τρίβος"
"45","αὐτοῦ","αὐτός"
"46",",",","
"47","ἐγένετο","γίγνομαι"
"48","Ἰωάννης","Ἰωάννης"
"49","ὁ","ὁ"
"50","βαπτίζων","βαπτίζω"
"51","ἐν","ἐν"
"52","τῇ","ὁ"
"53","ἐρήμῳ","ἔρημος"
"54","κηρύσσων","κηρύσσω"
"55","βάπτισμα","βάπτισμα"
"56","μετανοίας","μετάνοια"
"57","εἰς","εἰς"
"58","ἄφεσιν","ἄφεσις"
"59","ἁμαρτιῶν","ἁμαρτία"
"60",".","."
