"ID","TOKEN","NER"
"1","Ἀρχὴ","O"
"2","τοῦ","O"
"3","εὐαγγελίου","O"
"4","Ἰησοῦ","LOC"
"5","χριστοῦ","LOC"
"6",".","O"
"7","Καθὼς","O"
"8","γέγραπται","O"
"9","ἐν","O"
"10","τῷ","O"
"11","Ἠσαΐᾳ","PERSON"
"12","τῷ","O"
"13","προφήτῃ","O"
"14","·","O"
"15","Ἰδοὺ","O"
"16","ἀποστέλλω","O"
"17","τὸν","O"
"18","ἄγγελόν","O"
"19","μου","O"
"20","πρὸ","O"
"21","προσώπου","O"
"22","σου","O"
"23",",","O"
"24","ὃς","O"
"25","κατασκευάσει","O"
"26","τὴν","O"
"27","ὁδόν","O"
"28","σου","O"
"29","·","O"
"30","φωνὴ","O"
"31","βοῶντος","O"
"32","ἐν","O"
"33","τῇ","O"
"34","ἐρήμῳ","O"
"35","·","O"
"36","Ἑτοιμάσατε","O"
"37","τὴν","O"
"38","ὁδὸν","O"
"39","κυρίου","GOD"
"40",",","O"
"41","εὐθείας","O"
"42","ποιεῖτε","O"
"43","τὰς","O"
"44","τρίβους","O"
"45","αὐτοῦ","O"
"46",",","O"
"47","ἐγένετο","O"
"48","Ἰωάννης","PERSON"
"49","ὁ","O"
"50","βαπτίζων","O"
"51","ἐν","O"
"52","τῇ","O"
"53","ἐρήμῳ","O"
"54","κηρύσσων","O"
"55","βάπτισμα","O"
"56","μετανοίας","O"
"57","εἰς","O"
"58","ἄφεσιν","O"
"59","ἁμαρτιῶν","O"
"60",".","O"
"61","καὶ","O"
"62","ἐξεπορεύετο","O"
"63","πρὸς","O"
"64","αὐτὸν","O"
"65","πᾶσα","O"
"66","ἡ","O"
"67","Ἰουδαία","LOC"
"68","χώρα","O"
"69","καὶ","O"
"70","οἱ","O"
"71","Ἱεροσολυμῖται","NORP"
"72","πάντες","O"
"73",",","O"
"74","καὶ","O"
"75","ἐβαπτίζοντο","O"
"76","ὑπʼ","O"
"77","αὐτοῦ","O"
"78","ἐν","O"
"79","τῷ","O"
"80","Ἰορδάνῃ","LOC"
"81","ποταμῷ","LOC"
"82","ἐξομολογούμενοι","O"
"83","τὰς","O"
"84","ἁμαρτίας","O"
"85","αὐτῶν","O"
"86",".","O"
"87","καὶ","O"
"88","ἦν","O"
"89","ὁ","O"
"90","Ἰωάννης","PERSON"
"91","ἐνδεδυμένος","O"
"92","τρίχας","O"
"93","καμήλου","O"
"94","καὶ","O"
"95","ζώνην","O"
"96","δερματίνην","O"
"97","περὶ","O"
"98","τὴν","O"
"99","ὀσφὺν","O"
"100","αὐτοῦ","O"
"101",",","O"
"102","καὶ","O"
