"ID","TOKEN","IS_PUNCT"
"1","Σοφἰα","FALSE"
"2","Ἐβόησα","FALSE"
"3","πρὸς","FALSE"
"4","κύριον","FALSE"
"5","ἐν","FALSE"
"6","τῷ","FALSE"
"7","θλίβεσθαί","FALSE"
"8","με","FALSE"
"9","εἰς","FALSE"
"10","τέλος","FALSE"
"11","πρὸς","FALSE"
"12","τὸν","FALSE"
"13","θεὸν","FALSE"
"14","ἐν","FALSE"
"15","τῷ","FALSE"
"16","ἐπιθέσθαι","FALSE"
"17","ἁμαρτωλούς","FALSE"
"18","ἐξάπινα","FALSE"
"19","ἠκούσθη","FALSE"
"20","κραυγὴ","FALSE"
"21","πολέμου","FALSE"
"22","ἐνώπιόν","FALSE"
"23","μου","FALSE"
"24","ἐπακούσεταί","FALSE"
"25","μου","FALSE"
"26","ὅτι","FALSE"
"27","ἐπλήσθην","FALSE"
"28","δικαιοσύνης","FALSE"
"29","ἐλογισάμην","FALSE"
"30","ἐν","FALSE"
"31","καρδίᾳ","FALSE"
"32","μου","FALSE"
"33","ὅτι","FALSE"
"34","ἐπλήσθην","FALSE"
"35","δικαιοσύνης","FALSE"
"36","ἐν","FALSE"
"37","τῷ","FALSE"
"38","εὐθηνῆσαί","FALSE"
"39","με","FALSE"
"40","καὶ","FALSE"
"41","πολὐν","FALSE"
"42","γηνέσθαι","FALSE"
"43","ἐν","FALSE"
"44","τέκνοις","FALSE"
"45","ὁ","FALSE"
"46","πλοῦτος","FALSE"
"47","αὐτῶν","FALSE"
"48","διέλθοι","FALSE"
"49","εἰς","FALSE"
"50","πᾶσαν","FALSE"
"51","τὴν","FALSE"
"52","γῆν","FALSE"
"53","καὶ","FALSE"
"54","ἡ","FALSE"
"55","δόξα","FALSE"
"56","αὐτῶν","FALSE"
"57","ἕως","FALSE"
"58","ἐσχάτου","FALSE"
"59","τῆς","FALSE"
"60","γῆς","FALSE"
"61","ὑψώθησαν","FALSE"
"62","ἕως","FALSE"
"63","εἶπαν","FALSE"
"64","Οὐ","FALSE"
"65","μὴ","FALSE"
"66","πέσωσιν","FALSE"
"67","πέσωσι","FALSE"
"68","καὶ","FALSE"
"69","ἐξύβρισαν","FALSE"
"70","ἐν","FALSE"
"71","τοῖς","FALSE"
"72","ἀγαθοῖς","FALSE"
"73","αὐτῶν","FALSE"
"74","καὶ","FALSE"
"75","οὐκ","FALSE"
"76","ἤνεγκαν","FALSE"
"77","αἱ","FALSE"
"78","ἁμαρτίαι","FALSE"
"79","αὐτῶν","FALSE"
"80","ἐν","FALSE"
"81","ἀποκρύφοις","FALSE"
"82","καγὼ","FALSE"
"83","οὐκ","FALSE"
"84","ᾔδειν","FALSE"
"85","αἱ","FALSE"
"86","ἀνομίαι","FALSE"
"87","αὐτῶν","FALSE"
"88","ὑπὲρ","FALSE"
"89","τὰ","FALSE"
"90","πρὸ","FALSE"
"91","αὐτῶν","FALSE"
"92","ἔθνη","FALSE"
"93","Ἐν","FALSE"
"94","τῷ","FALSE"
"95","ὑπερηφανεύεσθαι","FALSE"
"96","τὸν","FALSE"
"97","ἁμαρτωλὸν","FALSE"
"98","ἐν","FALSE"
"99","κριῷ","FALSE"
"100","κατέβαλε","FALSE"
"101","τείχη","FALSE"
"102","ὀχυρά","FALSE"
"103",",","TRUE"
"104","καὶ","FALSE"
"105","οὐκ","FALSE"
