"ID","TOKEN","LEMMA"
"1","Διαθήκη","διαθήκη"
"2","Ἰώβ","Ἰώβ"
"3","Βίβλος","Βίβλος"
"4","λόγων","λόγος"
"5","Ἰὼβ","Ἰὼβ"
"6","τοῦ","ὁ"
"7","καλουμένου","καλέω"
"8","Ἰωβάβ","Ἰωβάβ"
"9",".","."
"10","ἐν","ἐν"
"11","ᾗ","ὅς"
"12","γὰρ","γάρ"
"13","ἡμέρᾳ","ἡμέρα"
"14","νοσήσας","νοσέω"
"15","ἐξετέλει","ἐξετέλω"
"16","αὐτοῦ","αὐτός"
"17","τὴν","ὁ"
"18","οἰκονομίαν","οἰκονομία"
"19","ἐκάλεσεν","καλέω"
"20","τοὺς","ὁ"
"21","ἑπτὰ","ἑπτά"
"22","υἱοὺς","υἱός"
"23","αὐτοῦ","αὐτός"
"24","καὶ","καί"
"25","τὰς","ὁ"
"26","τρεῖς","τρεῖς"
"27","θυγατέρας","θυγάτηρ"
"28","αὐτοῦ","αὐτός"
"29","ὧν","ὅς"
"30","εἰσιν","εἰμί"
"31","τὰ","ὁ"
"32","ὀνόματα","ὄνομα"
"33","Τέρσι","Τέρσι"
"34",",",","
"35","Χορός","χορός"
"36",",",","
"37","Ὕων","Ὕως"
"38",",",","
"39","Νίκη","νίκη"
"40",",",","
"41","Φόρος","Φόρος"
"42",",",","
"43","Φίφη","φίφη"
"44",",",","
"45","Φρούων","Φρούω"
"46",",",","
"47","Ἡμέρα","ἡμέρα"
"48",",",","
"49","Κασία","κασία"
"50",",",","
"51","Ἀμαλθείας","Ἀμαλθεία"
"52","κέρας","κέρας"
"53","·","·"
"54","καλέσας","καλέω"
"55","δὲ","δέ"
"56","αὐτοῦ","αὐτός"
"57","τὰ","ὁ"
"58","τέκνα","τέκνον"
"59","εἶπεν","λέγω"
"60","Περικυκλώσαντες","Περικυκλώσαντες"
"61",",",","
"62","τέκνα","τέκνον"
"63","μου","ἐγώ"
"64",",",","
"65","περικυκλώσατέ","περικυκλώω"
"66","με","ἐγώ"
"67","ἵνα","ἵνα"
"68","ὑποδείξω","ὑποδείγνυμι"
"69","ὑμῖν","ὑμεῖς"
"70","ἃ","ὅς"
"71","ἐποίησεν","ποιέω"
"72","κύριος","κύριος"
"73","μετ᾿","μετ"
"74","ἐμοῦ","ἐμός"
"75","καὶ","καί"
"76","τὰ","ὁ"
"77","γενάμενά","γενάμενα"
"78","μοι","ἐγώ"
"79","πάντα","πᾶς"
"80","·","·"
"81","ἐγὼ","ἐγώ"
"82","γάρ","γάρ"
"83","εἰμι","εἰμί"
"84","ὁ","ὁ"
"85","πατὴρ","πατήρ"
"86","ὑμῶν","ὑμεῖς"
"87","Ἰὼβ","Ἰὼβ"
"88","ἐν","ἐν"
"89","πάσῃ","πᾶς"
"90","ὑπομονῇ","ὑπομονή"
"91","γενόμενος","γίγνομαι"
"92",",",","
"93","ὑμεῖς","ὑμεῖς"
"94","δὲ","δέ"
"95","γένος","γένος"
"96","ἐκλεκτὸν","ἐκλεκτόν"
"97","ἔντιμον","ἔντιμος"
"98","ἐκ","ἐκ"
"99","σπέρματος","σπέρμα"
"100","Ἰακὼβ","Ἰακώβ"
"101","τοῦ","ὁ"
"102","πατρὸς","πατήρ"
"103","τῆς","ὁ"
"104","μητρὸς","μήτηρ"
"105","ὑμῶν","ὑμεῖς"
"106","·","·"
"107","ἐγὼ","ἐγώ"
"108","γάρ","γάρ"
"109","εἰμι","εἰμί"
"110","ἐκ","ἐκ"
"111","τῶν","ὁ"
"112","υἱῶν","υἱός"
"113","Ἠσαὺ","Ἠσαὺ"
"114","ἀδελφοῦ","ἀδελφός"
"115","Ἰακώβ","Ἰακώβ"
"116",",",","
"117","οὗ","ὅς"
"118","ἡ","ὁ"
"119","μήτηρ","μήτηρ"
"120","ὑμῶν","ὑμεῖς"
"121","ἐστιν","εἰμί"
"122","Δίνα","Δίνα"
"123",",",","
"124","ἐξ","ἐκ"
"125","ἧς","ὅς"
"126","ἐγέννησα","γεννάω"
"127","ὑμᾶς","ὑμεῖς"
"128","·","·"
"129","ἡ","ὁ"
"130","γὰρ","γάρ"
"131","προτέρα","πρότερος"
"132","μου","ἐγώ"
"133","γυνὴ","γυνή"
"134","ἐτελεύτησεν","τελευτάω"
"135","μετὰ","μετά"
"136","ἄλλων","ἄλλος"
"137","δέκα","δέκα"
"138","τέκνων","τέκνον"
"139","ἐν","ἐν"
"140","θανάτῳ","θάνατος"
"141","πικρῷ","πικρός"
"142",".","."
"143","Ἀκούσατε","ἀκούω"
"144","οὖν","οὖν"
"145","μου","ἐγώ"
"146",",",","
"147","τέκνα","τέκνον"
"148",",",","
"149","καὶ","καί"
"150","δηλώσω","δηλόω"
"151","ὑμῖν","ὑμεῖς"
"152","τὰ","ὁ"
"153","συμβεβηκότα","συμβαίνω"
"154","μοι","ἐγώ"
"155",".","."
"156","ἐγω","ἐγώ"
"157","γάρ","γάρ"
"158","εἰμι","εἰμί"
"159","Ἰωβάβ","Ἰωβάβ"
"160","πρὶν","πρίν"
"161","ἢ","ἤ"
"162","ὀνομάσαι","ὀνομάζω"
"163","με","ἐγώ"
"164","ὁ","ὁ"
"165","Κύριος","Κύριος"
"166","Ἰώβ","Ἰώβ"
"167",".","."
"168","ὃτε","ὃτε"
"169","Ἰωβὰβ","Ἰωβὰβ"
"170","ἐκαλούμην","καλέω"
"171","ᾤκουν","οἰκέω"
"172","τὸ","ὁ"
"173","πρὶν","πρίν"
"174","ἔγγιστα","ἐγγίων"
"175","εἰδωλίου","εἰδωλῖος"
"176","θρησκευομένου","θρησκευάο"
"177","·","·"
"178","καὶ","καί"
"179","συνεχῶς","συνεχής"
"180","βλέπων","βλέπω"
"181","ὁλοκαυτώματα","ὁλοκαύτωμα"
"182","αὐτῷ","αὐτός"
"183","ἀναφερόμενα","ἀναφέρω"
"184","διελογιζόμην","διελογιζόμη"
"185","ἐν","ἐν"
"186","ἑαυτῷ","ἑαυτοῦ"
"187","λέγων","λέγω"
"188","·","·"
"189","Ἆρα","ἆρα"
"190","οὗτός","οὗτος"
"191","ἐστιν","εἰμί"
"192","ὁ","ὁ"
"193","θεὸς","θεός"
"194","ὁ","ὁ"
"195","ποιήσας","ποιέω"
"196","τὸν","ὁ"
"197","οὐρανὸν","οὐρανός"
"198","καὶ","καί"
"199","τὴν","ὁ"
"200","γῆν","γῆ"
"201","καὶ","καί"
"202","τὴν","ὁ"
"203","θάλασσαν","θάλασσα"
"204","καὶ","καί"
"205","ἡμᾶς","ἡμεῖς"
"206","ἀυτούς","ἀυτίδωμι"
"207",";",";"
"208","ἄρα","ἆρα"
"209","πῶς","πῶς"
"210","γνώσομαι","γιγνώσκω"
"211",";",";"
"212","Καὶ","καί"
"213","ἐν","ἐν"
"214","τῇ","ὁ"
"215","νυκτὶ","νύξ"
"216","κοιμωμένου","κοιμωμένου"
"217","μου","ἐγώ"
"218","ἦλθέν","ἦλθέν"
"219","μοι","ἐγώ"
"220","μεγάλη","μέγας"
"221","φωνὴ","φωνή"
"222","ἐν","ἐν"
"223","μείζονι","μέγας"
"224","φωτὶ","φῶς"
"225","λέγουσα","λέγω"
"226","·","·"
"227","Ἰωβάβ","Ἰωβάβ"
"228","Ἰωβάβ","Ἰωβάβ"
"229",".","."
"230","καὶ","καί"
"231","εἶπον","λέγω"
"232","·","·"
"233","Ἰδοὺ","ἰδού"
"234","ἐγώ","ἐγώ"
"235",".","."
"236","καὶ","καί"
"237","εἶπεν","λέγω"
"238","·","·"
"239","Ἀνάστηθι","Ἀνίστημι"
"240","καὶ","καί"
"241","ὑποδείξω","ὑποδείγνυμι"
"242","σοι","σύ"
"243","τίς","τίς"
"244","ἐστιν","εἰμί"
"245","οὗτος","οὗτος"
"246","ὃν","ὅς"
"247","γνῶναι","γιγνώσκω"
"248","θέλεις","ἐθέλω"
"249","·","·"
"250","οὗτος","οὗτος"
"251","οὗ","ὅς"
"252","τὰ","ὁ"
"253","ὁλοκαυτώματα","ὁλοκαύτωμα"
"254","προσφέρουσιν","προσφέρω"
"255","καὶ","καί"
"256","σπένδουσιν","σπένδω"
"257","οὐκ","οὐ"
"258","ἔστιν","εἰμί"
"259","θεός","θεός"
"260",",",","
"261","ἀλλὰ","ἀλλά"
"262","αὓτη","αὓτη"
"263","ἐστὶν","εἰμί"
"264","ἡ","ὁ"
"265","δύναμις","δύναμις"
"266","τοῦ","ὁ"
"267","διαβόλου","διάβολος"
"268",",",","
"269","ἐν","ἐν"
"270","ᾧ","ὅς"
"271","ἀπατηθήσεται","ἀπατηθήσω"
"272","ἡ","ὁ"
"273","ἀνθρωπίνη","ἀνθρώπινος"
"274","φύσις","φύσις"
"275",".","."
"276","καὶ","καί"
"277","ἐγὼ","ἐγώ"
"278","ἀκούσας","ἀκούω"
"279","κατέπεσα","κατέπεσα"
"280","ἐπὶ","ἐπί"
"281","τὴν","ὁ"
"282","κλίνην","κλίνη"
"283","μου","ἐγώ"
"284","προσκυνῶν","προσκυνέω"
"285","καὶ","καί"
"286","λέγων","λέγω"
"287","·","·"
"288","Κύριέ","Κύριος"
"289","μου","ἐγώ"
"290","ὁ","ὁ"
"291","ἐπὶ","ἐπί"
"292","τῇ","ὁ"
"293","σωτηρίᾳ","σωτηρία"
"294","τῆς","ὁ"
"295","ἐμῆς","ἐμός"
"296","ψυχῆς","ψυχή"
"297","ἐλθών","ἔρχομαι"
"298",",",","
"299","δέομαί","δέω"
"300","σου","σύ"
"301",",",","
"302","εἴπερ","εἴπερ"
"303","οὗτός","οὗτος"
"304","ἐστιν","εἰμί"
"305","ὁ","ὁ"
"306","τόπος","τόπος"
"307","τοῦ","ὁ"
"308","Σατανᾶ","Σατανᾶς"
"309","ἐν","ἐν"
"310","ᾧ","ὅς"
"311","ἀπατηθήσονται","ἀπατηθήσω"
"312","οἱ","ὁ"
"313","ἄνθρωποι","ἄνθρωπος"
"314",",",","
"315","δός","δίδωμι"
"316","μοι","ἐγώ"
"317","ἐξουσίαν","ἐξουσία"
"318","ἵνα","ἵνα"
"319","ἀπελθὼν","ἀπέρχομαι"
"320","καθαρίσω","καθαρίσω"
"321","αὐτοῦ","αὐτός"
"322","τὸν","ὁ"
"323","τόπον","τόπος"
"324",",",","
