"ID","TOKEN","IS_STOP"
"1","Παῦλος","FALSE"
"2","καὶ","TRUE"
"3","Σιλουανὸς","FALSE"
"4","καὶ","TRUE"
"5","Τιμόθεος","FALSE"
"6","τῇ","TRUE"
"7","ἐκκλησίᾳ","FALSE"
"8","Θεσσαλονικέων","FALSE"
"9","ἐν","TRUE"
"10","θεῷ","FALSE"
"11","πατρὶ","FALSE"
"12","ἡμῶν","TRUE"
"13","καὶ","TRUE"
"14","κυρίῳ","FALSE"
"15","Ἰησοῦ","FALSE"
"16","Χριστῷ","FALSE"
"17","·","FALSE"
"18","χάρις","FALSE"
"19","ὑμῖν","TRUE"
"20","καὶ","TRUE"
"21","εἰρήνη","FALSE"
"22","ἀπὸ","TRUE"
"23","θεοῦ","FALSE"
"24","πατρὸς","FALSE"
"25","καὶ","TRUE"
"26","κυρίου","FALSE"
"27","Ἰησοῦ","FALSE"
"28","Χριστοῦ","FALSE"
"29",".","FALSE"
"30","Εὐχαριστεῖν","FALSE"
"31","ὀφείλομεν","FALSE"
"32","τῷ","TRUE"
"33","θεῷ","FALSE"
"34","πάντοτε","FALSE"
"35","περὶ","TRUE"
"36","ὑμῶν","TRUE"
"37",",","FALSE"
"38","ἀδελφοί","FALSE"
"39",",","FALSE"
"40","καθὼς","FALSE"
"41","ἄξιόν","FALSE"
"42","ἐστιν","TRUE"
"43",",","FALSE"
"44","ὅτι","TRUE"
"45","ὑπεραυξάνει","FALSE"
"46","ἡ","TRUE"
"47","πίστις","FALSE"
"48","ὑμῶν","TRUE"
"49","καὶ","TRUE"
"50","πλεονάζει","FALSE"
"51","ἡ","TRUE"
"52","ἀγάπη","FALSE"
"53","ἑνὸς","FALSE"
"54","ἑκάστου","FALSE"
"55","πάντων","FALSE"
"56","ὑμῶν","TRUE"
"57","εἰς","TRUE"
"58","ἀλλήλους","FALSE"
"59",",","FALSE"
"60","ὥστε","TRUE"
"61","αὐτοὺς","TRUE"
"62","ἡμᾶς","TRUE"
"63","ἐν","TRUE"
"64","ὑμῖν","TRUE"
"65","ἐγκαυχᾶσθαι","FALSE"
"66","ἐν","TRUE"
"67","ταῖς","TRUE"
"68","ἐκκλησίαις","FALSE"
"69","τοῦ","TRUE"
"70","θεοῦ","FALSE"
"71","ὑπὲρ","TRUE"
"72","τῆς","TRUE"
"73","ὑπομονῆς","FALSE"
"74","ὑμῶν","TRUE"
"75","καὶ","TRUE"
"76","πίστεως","FALSE"
"77","ἐν","TRUE"
"78","πᾶσιν","FALSE"
"79","τοῖς","TRUE"
"80","διωγμοῖς","FALSE"
"81","ὑμῶν","TRUE"
"82","καὶ","TRUE"
"83","ταῖς","TRUE"
"84","θλίψεσιν","FALSE"
"85","αἷς","TRUE"
"86","ἀνέχεσθε","FALSE"
"87",",","FALSE"
"88","ἔνδειγμα","FALSE"
"89","τῆς","TRUE"
"90","δικαίας","FALSE"
"91","κρίσεως","FALSE"
"92","τοῦ","TRUE"
"93","θεοῦ","FALSE"
"94",",","FALSE"
"95","εἰς","TRUE"
"96","τὸ","TRUE"
"97","καταξιωθῆναι","FALSE"
"98","ὑμᾶς","TRUE"
"99","τῆς","TRUE"
"100","βασιλείας","FALSE"
"101","τοῦ","TRUE"
"102","θεοῦ","FALSE"
"103",",","FALSE"
"104","ὑπὲρ","TRUE"
"105","ἧς","TRUE"
"106","καὶ","TRUE"
"107","πάσχετε","FALSE"
"108",",","FALSE"
"109","εἴπερ","FALSE"
"110","δίκαιον","FALSE"
"111","παρὰ","TRUE"
"112","θεῷ","FALSE"
