"ID","TOKEN","LEMMA"
"1","Παῦλος","Παῦλος"
"2","καὶ","καί"
"3","Σιλουανὸς","Σιλουανός"
"4","καὶ","καί"
"5","Τιμόθεος","Τιμόθεος"
"6","τῇ","ὁ"
"7","ἐκκλησίᾳ","ἐκκλησία"
"8","Θεσσαλονικέων","Θεσσαλονικεύς"
"9","ἐν","ἐν"
"10","θεῷ","θεός"
"11","πατρὶ","πατήρ"
"12","ἡμῶν","ἡμεῖς"
"13","καὶ","καί"
"14","κυρίῳ","κύριος"
"15","Ἰησοῦ","Ἰησοῦς"
"16","Χριστῷ","Χριστός"
"17","·","·"
"18","χάρις","χάρις"
"19","ὑμῖν","ὑμεῖς"
"20","καὶ","καί"
"21","εἰρήνη","εἰρήνη"
"22","ἀπὸ","ἀπό"
"23","θεοῦ","θεός"
"24","πατρὸς","πατήρ"
"25","καὶ","καί"
"26","κυρίου","κύριος"
"27","Ἰησοῦ","Ἰησοῦς"
"28","Χριστοῦ","Χριστός"
"29",".","."
"30","Εὐχαριστεῖν","εὐχαριστέω"
"31","ὀφείλομεν","ὀφείλω"
"32","τῷ","ὁ"
"33","θεῷ","θεός"
"34","πάντοτε","πάντοτε"
"35","περὶ","περί"
"36","ὑμῶν","ὑμεῖς"
"37",",",","
"38","ἀδελφοί","ἀδελφός"
"39",",",","
"40","καθὼς","καθώς"
"41","ἄξιόν","ἄξιος"
"42","ἐστιν","εἰμί"
"43",",",","
"44","ὅτι","ὅτι"
"45","ὑπεραυξάνει","ὑπεραυξάνω"
"46","ἡ","ὁ"
"47","πίστις","πίστις"
"48","ὑμῶν","ὑμεῖς"
"49","καὶ","καί"
"50","πλεονάζει","πλεονάζω"
"51","ἡ","ὁ"
"52","ἀγάπη","ἀγάπη"
"53","ἑνὸς","εἷς"
"54","ἑκάστου","ἕκαστος"
"55","πάντων","πᾶς"
"56","ὑμῶν","ὑμεῖς"
"57","εἰς","εἰς"
"58","ἀλλήλους","ἀλλήλων"
"59",",",","
"60","ὥστε","ὥστε"
"61","αὐτοὺς","αὐτός"
"62","ἡμᾶς","ἡμεῖς"
"63","ἐν","ἐν"
"64","ὑμῖν","ὑμεῖς"
"65","ἐγκαυχᾶσθαι","ἐγκαυχᾶσθαι"
"66","ἐν","ἐν"
"67","ταῖς","ὁ"
"68","ἐκκλησίαις","ἐκκλησία"
"69","τοῦ","ὁ"
"70","θεοῦ","θεός"
"71","ὑπὲρ","ὑπέρ"
"72","τῆς","ὁ"
"73","ὑπομονῆς","ὑπομονή"
"74","ὑμῶν","ὑμεῖς"
"75","καὶ","καί"
"76","πίστεως","πίστις"
"77","ἐν","ἐν"
"78","πᾶσιν","πᾶς"
"79","τοῖς","ὁ"
"80","διωγμοῖς","διωγμός"
"81","ὑμῶν","ὑμεῖς"
"82","καὶ","καί"
"83","ταῖς","ὁ"
"84","θλίψεσιν","θλῖψις"
"85","αἷς","ὅς"
"86","ἀνέχεσθε","ἀνέχω"
"87",",",","
"88","ἔνδειγμα","ἔνδειγμα"
"89","τῆς","ὁ"
"90","δικαίας","δίκαιος"
"91","κρίσεως","κρίσις"
"92","τοῦ","ὁ"
"93","θεοῦ","θεός"
"94",",",","
"95","εἰς","εἰς"
"96","τὸ","ὁ"
"97","καταξιωθῆναι","καταξιόω"
"98","ὑμᾶς","ὑμεῖς"
"99","τῆς","ὁ"
"100","βασιλείας","βασιλεία"
"101","τοῦ","ὁ"
"102","θεοῦ","θεός"
"103",",",","
"104","ὑπὲρ","ὑπέρ"
"105","ἧς","ὅς"
"106","καὶ","καί"
"107","πάσχετε","πάσχω"
"108",",",","
"109","εἴπερ","εἴπερ"
"110","δίκαιον","δίκαιος"
"111","παρὰ","παρά"
"112","θεῷ","θεός"
"113","ἀνταποδοῦναι","ἀνταποδίδωμι"
"114","τοῖς","ὁ"
"115","θλίβουσιν","θλίβω"
"116","ὑμᾶς","ὑμεῖς"
"117","θλῖψιν","θλῖψις"
"118","καὶ","καί"
"119","ὑμῖν","ὑμεῖς"
"120","τοῖς","ὁ"
"121","θλιβομένοις","θλιβομένος"
"122","ἄνεσιν","ἄνεσις"
"123","μεθʼ","μετά"
"124","ἡμῶν","ἡμεῖς"
"125","ἐν","ἐν"
"126","τῇ","ὁ"
"127","ἀποκαλύψει","ἀποκάλυψις"
"128","τοῦ","ὁ"
"129","κυρίου","κύριος"
