"ID","TOKEN","UPOS"
"1","Μονῳδία","NOUN"
"2","ἐπὶ","ADP"
"3","Σμύρνῃ","PROPN"
"4","ὦ","INTJ"
"5","Ζεῦ","PROPN"
"6",",","PUNCT"
"7","τί","PRON"
"8","χρήσωμαι","VERB"
"9",";","PUNCT"
"10","πότερον","ADV"
"11","σιωπῶ","VERB"
"12","Σμύρνης","PROPN"
"13","κειμένης","VERB"
"14",";","PUNCT"
"15","τίνος","PRON"
"16","μεταλαβὼν","VERB"
"17","ἀδάμαντος","NOUN"
"18","φύσιν","NOUN"
"19",";","PUNCT"
"20","ἢ","CCONJ"
"21","τίνα","PRON"
"22","ταύτην","DET"
"23","καρτερίαν","NOUN"
"24","καρτερῶν","VERB"
"25",";","PUNCT"
"26","ἀλλʼ","CCONJ"
"27","ὀδύρωμαι","VERB"
"28",";","PUNCT"
"29","ποίαν","PRON"
"30","ἁρμονίαν","NOUN"
"31","ἁρμοσάμενος","VERB"
"32",",","PUNCT"
"33","ἢ","CCONJ"
"34","τίνα","PRON"
"35","τόλμαν","NOUN"
"36","τοσαύτην","DET"
"37","λαβών","VERB"
"38",";","PUNCT"
"39","ὅσαι","PRON"
"40","γὰρ","ADV"
"41","Ἑλλήνων","NOUN"
"42","καὶ","CCONJ"
"43","βαρβάρων","NOUN"
"44","φωναὶ","NOUN"
"45",",","PUNCT"
"46","τῶν","DET"
"47","τε","CCONJ"
"48","ὑπὲρ","ADP"
"49","γῆς","NOUN"
"50","ἔτι","ADV"
"51","καὶ","CCONJ"
"52","τῶν","DET"
"53","ἐκ","ADP"
"54","τοῦ","DET"
"55","παντὸς","DET"
"56","αἰῶνος","NOUN"
"57","γενομένων","VERB"
"58",",","PUNCT"
"59","εἰς","ADP"
"60","ταυτὸν","NUM"
"61","ἅπασαι","ADJ"
"62","λόγῳ","NOUN"
"63","συνελθοῦσαι","VERB"
"64","ἐλάττους","ADJ"
"65","τοῦδε","DET"
"66","τοῦ","DET"
"67","πράγματος","NOUN"
"68","ἐγχειρῆσαι","VERB"
"69","μόνον","ADJ"
"70",",","PUNCT"
"71","μὴ","ADV"
"72","ὅτι","SCONJ"
"73","τὴν","DET"
"74","ἀξίαν","ADJ"
"75","σῶσαι","VERB"
"76",".","PUNCT"
