"ID","TOKEN","UPOS"
"1","Παῦλος","PROPN"
"2","καὶ","CCONJ"
"3","Τιμόθεος","PROPN"
"4","δοῦλοι","NOUN"
"5","Χριστοῦ","PROPN"
"6","Ἰησοῦ","PROPN"
"7","πᾶσιν","DET"
"8","τοῖς","DET"
"9","ἁγίοις","ADJ"
"10","ἐν","ADP"
"11","Χριστῷ","PROPN"
"12","Ἰησοῦ","PROPN"
"13","τοῖς","DET"
"14","οὖσιν","AUX"
"15","ἐν","ADP"
"16","Φιλίπποις","PROPN"
"17","σὺν","ADP"
"18","ἐπισκόποις","NOUN"
"19","καὶ","CCONJ"
"20","διακόνοις","NOUN"
"21","·","PUNCT"
"22","χάρις","NOUN"
"23","ὑμῖν","PRON"
"24","καὶ","CCONJ"
"25","εἰρήνη","NOUN"
"26","ἀπὸ","ADP"
"27","θεοῦ","NOUN"
"28","πατρὸς","NOUN"
"29","ἡμῶν","PRON"
"30","καὶ","CCONJ"
"31","κυρίου","NOUN"
"32","Ἰησοῦ","PROPN"
"33","Χριστοῦ","PROPN"
"34",".","PUNCT"
"35","Εὐχαριστῶ","VERB"
"36","τῷ","DET"
"37","θεῷ","NOUN"
"38","μου","PRON"
"39","ἐπὶ","ADP"
"40","πάσῃ","DET"
"41","τῇ","DET"
"42","μνείᾳ","NOUN"
"43","ὑμῶν","PRON"
"44","πάντοτε","ADV"
"45","ἐν","ADP"
"46","πάσῃ","DET"
"47","δεήσει","NOUN"
"48","μου","PRON"
"49","ὑπὲρ","ADP"
"50","πάντων","DET"
"51","ὑμῶν","PRON"
"52",",","PUNCT"
"53","μετὰ","ADP"
"54","χαρᾶς","NOUN"
"55","τὴν","DET"
"56","δέησιν","NOUN"
"57","ποιούμενος","VERB"
"58",",","PUNCT"
"59","ἐπὶ","ADP"
"60","τῇ","DET"
"61","κοινωνίᾳ","NOUN"
"62","ὑμῶν","PRON"
"63","εἰς","ADP"
"64","τὸ","DET"
"65","εὐαγγέλιον","NOUN"
"66","ἀπὸ","ADP"
"67","τῆς","DET"
"68","πρώτης","ADJ"
"69","ἡμέρας","NOUN"
"70","ἄχρι","ADP"
"71","τοῦ","DET"
"72","νῦν","ADV"
"73",",","PUNCT"
"74","πεποιθὼς","VERB"
"75","αὐτὸ","PRON"
"76","τοῦτο","DET"
"77","ὅτι","SCONJ"
"78","ὁ","DET"
"79","ἐναρξάμενος","VERB"
"80","ἐν","ADP"
"81","ὑμῖν","PRON"
"82","ἔργον","NOUN"
"83","ἀγαθὸν","ADJ"
"84","ἐπιτελέσει","VERB"
"85","ἄχρι","ADP"
"86","ἡμέρας","NOUN"
"87","Χριστοῦ","PROPN"
"88","Ἰησοῦ","PROPN"
"89","·","PUNCT"
"90","καθώς","ADV"
"91","ἐστιν","AUX"
"92","δίκαιον","ADJ"
"93","ἐμοὶ","PRON"
"94","τοῦτο","ADJ"
"95","φρονεῖν","VERB"
"96","ὑπὲρ","ADP"
"97","πάντων","DET"
"98","ὑμῶν","PRON"
"99",",","PUNCT"
"100","διὰ","ADP"
"101","τὸ","DET"
"102","ἔχειν","VERB"
"103","με","PRON"
"104","ἐν","ADP"
"105","τῇ","DET"
"106","καρδίᾳ","NOUN"
"107","ὑμᾶς","PRON"
