"ID","TOKEN","LEMMA"
"1","Παῦλος","Παῦλος"
"2","καὶ","καί"
"3","Τιμόθεος","Τιμόθεος"
"4","δοῦλοι","δοῦλος"
"5","Χριστοῦ","Χριστός"
"6","Ἰησοῦ","Ἰησοῦς"
"7","πᾶσιν","πᾶς"
"8","τοῖς","ὁ"
"9","ἁγίοις","ἅγιος"
"10","ἐν","ἐν"
"11","Χριστῷ","Χριστός"
"12","Ἰησοῦ","Ἰησοῦς"
"13","τοῖς","ὁ"
"14","οὖσιν","εἰμί"
"15","ἐν","ἐν"
"16","Φιλίπποις","Φίλιπποι"
"17","σὺν","σύν"
"18","ἐπισκόποις","ἐπίσκοπος"
"19","καὶ","καί"
"20","διακόνοις","διάκονος"
"21","·","·"
"22","χάρις","χάρις"
"23","ὑμῖν","ὑμεῖς"
"24","καὶ","καί"
"25","εἰρήνη","εἰρήνη"
"26","ἀπὸ","ἀπό"
"27","θεοῦ","θεός"
"28","πατρὸς","πατήρ"
"29","ἡμῶν","ἡμεῖς"
"30","καὶ","καί"
"31","κυρίου","κύριος"
"32","Ἰησοῦ","Ἰησοῦς"
"33","Χριστοῦ","Χριστός"
"34",".","."
"35","Εὐχαριστῶ","εὐχαριστέω"
"36","τῷ","ὁ"
"37","θεῷ","θεός"
"38","μου","ἐγώ"
"39","ἐπὶ","ἐπί"
"40","πάσῃ","πᾶς"
"41","τῇ","ὁ"
"42","μνείᾳ","μνεία"
"43","ὑμῶν","ὑμεῖς"
"44","πάντοτε","πάντοτε"
"45","ἐν","ἐν"
"46","πάσῃ","πᾶς"
"47","δεήσει","δέησις"
"48","μου","ἐγώ"
"49","ὑπὲρ","ὑπέρ"
"50","πάντων","πᾶς"
"51","ὑμῶν","ὑμεῖς"
"52",",",","
"53","μετὰ","μετά"
"54","χαρᾶς","χαρά"
"55","τὴν","ὁ"
"56","δέησιν","δέησις"
"57","ποιούμενος","ποιέω"
"58",",",","
"59","ἐπὶ","ἐπί"
"60","τῇ","ὁ"
"61","κοινωνίᾳ","κοινωνία"
"62","ὑμῶν","ὑμεῖς"
"63","εἰς","εἰς"
"64","τὸ","ὁ"
"65","εὐαγγέλιον","εὐαγγέλιον"
"66","ἀπὸ","ἀπό"
"67","τῆς","ὁ"
"68","πρώτης","πρῶτος"
"69","ἡμέρας","ἡμέρα"
"70","ἄχρι","ἄχρι"
"71","τοῦ","ὁ"
"72","νῦν","νῦν"
"73",",",","
"74","πεποιθὼς","πείθω"
"75","αὐτὸ","αὐτός"
"76","τοῦτο","οὗτος"
"77","ὅτι","ὅτι"
"78","ὁ","ὁ"
"79","ἐναρξάμενος","ἐνάρχομαι"
"80","ἐν","ἐν"
"81","ὑμῖν","ὑμεῖς"
"82","ἔργον","ἔργον"
"83","ἀγαθὸν","ἀγαθός"
"84","ἐπιτελέσει","ἐπιτελέω"
"85","ἄχρι","ἄχρι"
"86","ἡμέρας","ἡμέρα"
"87","Χριστοῦ","Χριστός"
"88","Ἰησοῦ","Ἰησοῦς"
"89","·","·"
"90","καθώς","καθώς"
"91","ἐστιν","εἰμί"
"92","δίκαιον","δίκαιος"
"93","ἐμοὶ","ἐγώ"
"94","τοῦτο","οὗτος"
"95","φρονεῖν","φρονέω"
"96","ὑπὲρ","ὑπέρ"
"97","πάντων","πᾶς"
"98","ὑμῶν","ὑμεῖς"
"99",",",","
"100","διὰ","διά"
"101","τὸ","ὁ"
"102","ἔχειν","ἔχω"
"103","με","ἐγώ"
"104","ἐν","ἐν"
"105","τῇ","ὁ"
"106","καρδίᾳ","καρδία"
"107","ὑμᾶς","ὑμεῖς"
"108",",",","
"109","ἔν","ἐν"
"110","τε","τε"
"111","τοῖς","ὁ"
"112","δεσμοῖς","δεσμός"
"113","μου","ἐγώ"
"114","καὶ","καί"
"115","ἐν","ἐν"
"116","τῇ","ὁ"
"117","ἀπολογίᾳ","ἀπολογία"
"118","καὶ","καί"
"119","βεβαιώσει","βεβαιόω"
"120","τοῦ","ὁ"
"121","εὐαγγελίου","εὐαγγέλιον"
"122","συγκοινωνούς","συγκοινωνός"
"123","μου","ἐγώ"
"124","τῆς","ὁ"
"125","χάριτος","χάρις"
"126","πάντας","πᾶς"
"127","ὑμᾶς","ὑμεῖς"
"128","ὄντας","εἰμί"
"129","·","·"
"130","μάρτυς","μάρτυς"
"131","γάρ","γάρ"
"132","μου","ἐγώ"
