"ID","TOKEN","NER"
"1","Τὸν","O"
"2","μὲν","O"
"3","πρῶτον","O"
"4","λόγον","O"
"5","ἐποιησάμην","O"
"6","περὶ","O"
"7","πάντων","O"
"8",",","O"
"9","ὦ","O"
"10","Θεόφιλε","O"
"11",",","O"
"12","ὧν","O"
"13","ἤρξατο","O"
"14","ὁ","O"
"15","Ἰησοῦς","GOD"
"16","ποιεῖν","O"
"17","τε","O"
"18","καὶ","O"
"19","διδάσκειν","O"
"20","ἄχρι","O"
"21","ἧς","O"
"22","ἡμέρας","O"
"23","ἐντειλάμενος","O"
"24","τοῖς","O"
"25","ἀποστόλοις","O"
"26","διὰ","O"
"27","πνεύματος","O"
"28","ἁγίου","O"
"29","οὓς","O"
"30","ἐξελέξατο","O"
"31","ἀνελήμφθη","O"
"32","·","O"
"33","οἷς","O"
"34","καὶ","O"
"35","παρέστησεν","O"
"36","ἑαυτὸν","O"
"37","ζῶντα","O"
"38","μετὰ","O"
"39","τὸ","O"
"40","παθεῖν","O"
"41","αὐτὸν","O"
"42","ἐν","O"
"43","πολλοῖς","O"
"44","τεκμηρίοις","O"
"45",",","O"
"46","διʼ","O"
"47","ἡμερῶν","O"
"48","τεσσεράκοντα","O"
"49","ὀπτανόμενος","O"
"50","αὐτοῖς","O"
"51","καὶ","O"
"52","λέγων","O"
"53","τὰ","O"
"54","περὶ","O"
"55","τῆς","O"
"56","βασιλείας","O"
"57","τοῦ","O"
"58","θεοῦ","O"
"59","·","O"
"60","καὶ","O"
"61","συναλιζόμενος","O"
"62","παρήγγειλεν","O"
"63","αὐτοῖς","O"
"64","ἀπὸ","O"
"65","Ἱεροσολύμων","LOC"
"66","μὴ","O"
"67","χωρίζεσθαι","O"
"68",",","O"
"69","ἀλλὰ","O"
"70","περιμένειν","O"
"71","τὴν","O"
"72","ἐπαγγελίαν","O"
"73","τοῦ","O"
"74","πατρὸς","O"
"75","ἣν","O"
"76","ἠκούσατέ","O"
"77","μου","O"
"78","·","O"
"79","ὅτι","O"
"80","Ἰωάννης","PERSON"
