"ID","TOKEN","NER"
"1","Πέτρος","PERSON"
"2","ἀπόστολος","O"
"3","Ἰησοῦ","LOC"
"4","Χριστοῦ","LOC"
"5","ἐκλεκτοῖς","O"
"6","παρεπιδήμοις","O"
"7","διασπορᾶς","O"
"8","Πόντου","LOC"
"9",",","O"
"10","Γαλατίας","LOC"
"11",",","O"
"12","Καππαδοκίας","LOC"
"13",",","O"
"14","Ἀσίας","LOC"
"15",",","O"
"16","καὶ","O"
"17","Βιθυνίας","LOC"
"18",",","O"
"19","κατὰ","O"
"20","πρόγνωσιν","O"
"21","θεοῦ","O"
"22","πατρός","O"
"23",",","O"
"24","ἐν","O"
"25","ἁγιασμῷ","O"
"26","πνεύματος","O"
"27",",","O"
"28","εἰς","O"
"29","ὑπακοὴν","O"
"30","καὶ","O"
"31","ῥαντισμὸν","O"
"32","αἵματος","O"
"33","Ἰησοῦ","LOC"
"34","Χριστοῦ","LOC"
"35","·","O"
"36","χάρις","O"
"37","ὑμῖν","O"
"38","καὶ","O"
"39","εἰρήνη","O"
"40","πληθυνθείη","O"
"41",".","O"
"42","Εὐλογητὸς","O"
"43","ὁ","O"
"44","θεὸς","O"
"45","καὶ","O"
"46","πατὴρ","O"
"47","τοῦ","O"
"48","κυρίου","O"
"49","ἡμῶν","O"
"50","Ἰησοῦ","LOC"
"51","Χριστοῦ","LOC"
"52",",","O"
"53","ὁ","O"
"54","κατὰ","O"
"55","τὸ","O"
"56","πολὺ","O"
"57","αὐτοῦ","O"
"58","ἔλεος","O"
"59","ἀναγεννήσας","O"
"60","ἡμᾶς","O"
"61","εἰς","O"
"62","ἐλπίδα","O"
"63","ζῶσαν","O"
"64","διʼ","O"
"65","ἀναστάσεως","O"
"66","Ἰησοῦ","LOC"
"67","Χριστοῦ","LOC"
"68","ἐκ","O"
"69","νεκρῶν","O"
"70",",","O"
"71","εἰς","O"
"72","κληρονομίαν","O"
"73","ἄφθαρτον","O"
"74","καὶ","O"
"75","ἀμίαντον","O"
"76","καὶ","O"
"77","ἀμάραντον","O"
"78",",","O"
"79","τετηρημένην","O"
"80","ἐν","O"
"81","οὐρανοῖς","O"
"82","εἰς","O"
"83","ὑμᾶς","O"
"84","τοὺς","O"
"85","ἐν","O"
"86","δυνάμει","O"
"87","θεοῦ","O"
"88","φρουρουμένους","O"
"89","διὰ","O"
"90","πίστεως","O"
"91","εἰς","O"
"92","σωτηρίαν","O"
"93","ἑτοίμην","O"
"94","ἀποκαλυφθῆναι","O"
"95","ἐν","O"
"96","καιρῷ","O"
"97","ἐσχάτῳ","O"
"98",".","O"
"99","ἐν","O"
"100","ᾧ","O"
"101","ἀγαλλιᾶσθε","O"
"102",",","O"
"103","ὀλίγον","O"
"104","ἄρτι","O"
"105","εἰ","O"
"106","δέον","O"
"107","λυπηθέντες","O"
"108","ἐν","O"
"109","ποικίλοις","O"
"110","πειρασμοῖς","O"
"111",",","O"
"112","ἵνα","O"
"113","τὸ","O"
"114","δοκίμιον","O"
"115","ὑμῶν","O"
"116","τῆς","O"
"117","πίστεως","O"
"118","πολυτιμότερον","O"
"119","χρυσίου","O"
"120","τοῦ","O"
"121","ἀπολλυμένου","O"
"122","διὰ","O"
"123","πυρὸς","O"
"124","δὲ","O"
"125","δοκιμαζομένου","O"
"126","εὑρεθῇ","O"
"127","εἰς","O"
"128","ἔπαινον","O"
"129","καὶ","O"
"130","δόξαν","O"
"131","καὶ","O"
"132","τιμὴν","O"
"133","ἐν","O"
"134","ἀποκαλύψει","O"
"135","Ἰησοῦ","LOC"
"136","Χριστοῦ","LOC"
"137",".","O"
"138","ὃν","O"
"139","οὐκ","O"
"140","ἰδόντες","O"
"141","ἀγαπᾶτε","O"
"142",",","O"
"143","εἰς","O"
"144","ὃν","O"
"145","ἄρτι","O"
"146","μὴ","O"
"147","ὁρῶντες","O"
"148","πιστεύοντες","O"
"149","δὲ","O"
"150","ἀγαλλιᾶσθε","O"
