"ID","TOKEN","IS_PUNCT"
"1","Πέτρος","FALSE"
"2","ἀπόστολος","FALSE"
"3","Ἰησοῦ","FALSE"
"4","Χριστοῦ","FALSE"
"5","ἐκλεκτοῖς","FALSE"
"6","παρεπιδήμοις","FALSE"
"7","διασπορᾶς","FALSE"
"8","Πόντου","FALSE"
"9",",","TRUE"
"10","Γαλατίας","FALSE"
"11",",","TRUE"
"12","Καππαδοκίας","FALSE"
"13",",","TRUE"
"14","Ἀσίας","FALSE"
"15",",","TRUE"
"16","καὶ","FALSE"
"17","Βιθυνίας","FALSE"
"18",",","TRUE"
"19","κατὰ","FALSE"
"20","πρόγνωσιν","FALSE"
"21","θεοῦ","FALSE"
"22","πατρός","FALSE"
"23",",","TRUE"
"24","ἐν","FALSE"
"25","ἁγιασμῷ","FALSE"
"26","πνεύματος","FALSE"
"27",",","TRUE"
"28","εἰς","FALSE"
"29","ὑπακοὴν","FALSE"
"30","καὶ","FALSE"
"31","ῥαντισμὸν","FALSE"
"32","αἵματος","FALSE"
"33","Ἰησοῦ","FALSE"
"34","Χριστοῦ","FALSE"
"35","·","TRUE"
"36","χάρις","FALSE"
"37","ὑμῖν","FALSE"
"38","καὶ","FALSE"
"39","εἰρήνη","FALSE"
"40","πληθυνθείη","FALSE"
"41",".","TRUE"
"42","Εὐλογητὸς","FALSE"
"43","ὁ","FALSE"
"44","θεὸς","FALSE"
"45","καὶ","FALSE"
"46","πατὴρ","FALSE"
"47","τοῦ","FALSE"
"48","κυρίου","FALSE"
"49","ἡμῶν","FALSE"
"50","Ἰησοῦ","FALSE"
"51","Χριστοῦ","FALSE"
"52",",","TRUE"
"53","ὁ","FALSE"
"54","κατὰ","FALSE"
"55","τὸ","FALSE"
"56","πολὺ","FALSE"
"57","αὐτοῦ","FALSE"
"58","ἔλεος","FALSE"
"59","ἀναγεννήσας","FALSE"
"60","ἡμᾶς","FALSE"
"61","εἰς","FALSE"
"62","ἐλπίδα","FALSE"
"63","ζῶσαν","FALSE"
"64","διʼ","FALSE"
"65","ἀναστάσεως","FALSE"
"66","Ἰησοῦ","FALSE"
"67","Χριστοῦ","FALSE"
"68","ἐκ","FALSE"
"69","νεκρῶν","FALSE"
"70",",","TRUE"
"71","εἰς","FALSE"
"72","κληρονομίαν","FALSE"
"73","ἄφθαρτον","FALSE"
"74","καὶ","FALSE"
"75","ἀμίαντον","FALSE"
"76","καὶ","FALSE"
"77","ἀμάραντον","FALSE"
"78",",","TRUE"
"79","τετηρημένην","FALSE"
"80","ἐν","FALSE"
"81","οὐρανοῖς","FALSE"
"82","εἰς","FALSE"
"83","ὑμᾶς","FALSE"
"84","τοὺς","FALSE"
"85","ἐν","FALSE"
"86","δυνάμει","FALSE"
"87","θεοῦ","FALSE"
"88","φρουρουμένους","FALSE"
"89","διὰ","FALSE"
"90","πίστεως","FALSE"
"91","εἰς","FALSE"
"92","σωτηρίαν","FALSE"
"93","ἑτοίμην","FALSE"
"94","ἀποκαλυφθῆναι","FALSE"
"95","ἐν","FALSE"
"96","καιρῷ","FALSE"
"97","ἐσχάτῳ","FALSE"
"98",".","TRUE"
"99","ἐν","FALSE"
"100","ᾧ","FALSE"
"101","ἀγαλλιᾶσθε","FALSE"
"102",",","TRUE"
"103","ὀλίγον","FALSE"
"104","ἄρτι","FALSE"
"105","εἰ","FALSE"
"106","δέον","FALSE"
"107","λυπηθέντες","FALSE"
"108","ἐν","FALSE"
"109","ποικίλοις","FALSE"
"110","πειρασμοῖς","FALSE"
"111",",","TRUE"
"112","ἵνα","FALSE"
"113","τὸ","FALSE"
"114","δοκίμιον","FALSE"
"115","ὑμῶν","FALSE"
"116","τῆς","FALSE"
"117","πίστεως","FALSE"
"118","πολυτιμότερον","FALSE"
"119","χρυσίου","FALSE"
"120","τοῦ","FALSE"
"121","ἀπολλυμένου","FALSE"
"122","διὰ","FALSE"
"123","πυρὸς","FALSE"
"124","δὲ","FALSE"
"125","δοκιμαζομένου","FALSE"
"126","εὑρεθῇ","FALSE"
"127","εἰς","FALSE"
"128","ἔπαινον","FALSE"
"129","καὶ","FALSE"
"130","δόξαν","FALSE"
"131","καὶ","FALSE"
"132","τιμὴν","FALSE"
"133","ἐν","FALSE"
"134","ἀποκαλύψει","FALSE"
"135","Ἰησοῦ","FALSE"
"136","Χριστοῦ","FALSE"
"137",".","TRUE"
"138","ὃν","FALSE"
"139","οὐκ","FALSE"
"140","ἰδόντες","FALSE"
"141","ἀγαπᾶτε","FALSE"
"142",",","TRUE"
"143","εἰς","FALSE"
"144","ὃν","FALSE"
"145","ἄρτι","FALSE"
"146","μὴ","FALSE"
