"ID","TOKEN","LEMMA"
"1","Σερτωρίου","Σερτώριος"
"2","καὶ","καί"
"3","Εὐμένους","Εὐμένης"
"4","σύγκρισις","σύγκρισις"
"5","ταῦτα","οὗτος"
"6","ἔστιν","εἰμί"
"7","ἃ","ὅς"
"8","περὶ","περί"
"9","Εὐμενοῦς","Εὐμενώ"
"10","καὶ","καί"
"11","Σερτωρίου","Σερτώριος"
"12","μνήμης","μνήμη"
"13","ἄξια","ἄξιος"
"14","παρειλήφαμεν","παραλαμβάνω"
"15",".","."
"16","ἐν","ἐν"
"17","δὲ","δέ"
"18","τῇ","ὁ"
"19","συγκρίσει","σύγκρισις"
"20","κοινὸν","κοινός"
"21","μὲν","μέν"
"22","ἀμφοτέροις","ἀμφότεροι"
"23","ὑπάρχει","ὑπάρχω"
"24","τὸ","ὁ"
"25","ξένους","ξένος"
"26","καὶ","καί"
"27","ἀλλοδαποὺς","ἀλλοδαπός"
"28","καὶ","καί"
"29","φυγάδας","φυγάς"
"30","ὄντας","εἰμί"
"31","ἐθνῶν","ἔθνος"
"32","τε","τε"
"33","παντοδαπῶν","παντοδαπός"
"34","καὶ","καί"
"35","στρατευμάτων","στράτευμα"
"36","μαχίμων","μάχιμος"
"37","τε","τε"
"38","καὶ","καί"
"39","μεγάλων","μέγας"
"40","ἡγουμένους","ἡγέομαι"
"41","διατελεῖν","διατελέω"
"42",",",","
"43","ἴδιον","ἴδιος"
"44","δὲ","δέ"
"45","Σερτωρίῳ","Σερτώριος"
"46","μὲν","μέν"
"47","τὸ","ὁ"
"48","παρὰ","παρά"
"49","πάντων","πᾶς"
"50","τῶν","ὁ"
"51","συμμάχων","σύμμαχος"
"52","δεδομένην","δίδωμι"
"53","ἔχειν","ἔχω"
"54","διὰ","διά"
"55","τὸ","ὁ"
"56","ἀξίωμα","ἀξίωμα"
"57","τὴν","ὁ"
"58","ἀρχήν","ἀρχή"
"59",",",","
"60","Εὐμενεῖ","Εὐμενής"
"61","δὲ","δέ"
"62","τὸ","ὁ"
"63","πολλῶν","πολύς"
"64","διαφερομένων","διαφέρω"
"65","περὶ","περί"
"66","τῆς","ὁ"
"67","ἡγεμονίας","ἡγεμονία"
"68","πρὸς","πρός"
"69","αὐτὸν","αὐτός"
"70","ἐκ","ἐκ"
"71","τῶν","ὁ"
"72","πράξεων","πρᾶξις"
"73","λαμβάνειν","λαμβάνω"
"74","τὸ","ὁ"
"75","πρωτεῖον","πρωτεῖον"
"76","καὶ","καί"
"77","τῷ","ὁ"
"78","μὲν","μέν"
"79","ἄρχεσθαι","ἄρχω"
"80","βουλόμενοι","βούλομαι"
"81","δικαίως","δικαίως"
"82","εἵποντο","ἕπομαι"
"83",",",","
"84","τῷ","ὁ"
"85","δὲ","δέ"
"86","ἄρχειν","ἄρχω"
"87","μὴ","μή"
"88","δυνάμενοι","δύναμαι"
"89","πρὸς","πρός"
"90","τὸ","ὁ"
"91","συμφέρον","συμφέρω"
"92","ὑπήκουον","ὑπακούω"
"93",".","."
"94","καὶ","καί"
"95","γὰρ","γάρ"
"96","ὁ","ὁ"
"97","μὲν","μέν"
"98","Ἰβήρων","Ἴβηρ"
"99","καὶ","καί"
"100","Λυσιτανῶν","Λυσιτανός"
"101","Ῥωμαῖος","Ῥωμαῖος"
"102",",",","
"103","ὁ","ὁ"
"104","δὲ","δέ"
"105","Χερρονησίτης","Χερρονησίτης"
"106","Μακεδόνων","Μακεδών"
"107","ἦρχεν","ἄρχω"
"108",",",","
"109","ὧν","ὅς"
"110","οἱ","ὁ"
"111","μὲν","μέν"
"112","ἔκπαλαι","ἐκπάλλω"
"113","Ῥωμαίοις","Ῥωμαῖος"
