"ID","TOKEN","UPOS"
"1","ΣΕΠΦΩΡΑ","PROPN"
"2","·","PUNCT"
"3","Λιβύη","PROPN"
"4","μὲν","ADV"
"5","ἡ","DET"
"6","γῆ","NOUN"
"7","πᾶσα","DET"
"8","κλήͺζεται","DET"
"9",",","PUNCT"
"10","ξένε","NOUN"
"11",",","PUNCT"
"12","οἰκοῦσι","VERB"
"13","δ᾽","ADV"
"14","αὐτὴν","PRON"
"15","φῦλα","NOUN"
"16","παντοίων","ADJ"
"17","γενῶν","NOUN"
"18",",","PUNCT"
"19","Αἰθίοπες","NOUN"
"20","ἄνδρες","NOUN"
"21","μέλανες","ADJ"
"22","·","PUNCT"
"23","ἄρχων","NOUN"
"24","δ᾽","ADV"
"25","ἐστὶ","AUX"
"26","γῆς","NOUN"
"27","εἷς","NUM"
"28","καὶ","CCONJ"
"29","τύραννος","NOUN"
"30","καὶ","CCONJ"
"31","στρατηλάτης","NOUN"
"32","μόνος","ADJ"
"33",".","PUNCT"
"34","ἄρχει","VERB"
"35","δὲ","ADV"
"36","πόλεως","NOUN"
"37","τῆσδε","DET"
"38","καὶ","CCONJ"
"39","κρίνει","VERB"
"40","βροτούς","ADJ"
"41","ἱερεύς","NOUN"
"42",",","PUNCT"
"43","ὅς","PRON"
"44","ἐστ᾽","AUX"
"45","ἐμοῦ","PRON"
"46","τε","CCONJ"
"47","καὶ","CCONJ"
"48","τούτων","DET"
"49","πατήρ","NOUN"
"50",".","PUNCT"
