"ID","TOKEN","NER"
"1","ΣΕΠΦΩΡΑ","O"
"2","·","O"
"3","Λιβύη","LOC"
"4","μὲν","O"
"5","ἡ","O"
"6","γῆ","O"
"7","πᾶσα","O"
"8","κλήͺζεται","O"
"9",",","O"
"10","ξένε","O"
"11",",","O"
"12","οἰκοῦσι","O"
"13","δ᾽","O"
"14","αὐτὴν","O"
"15","φῦλα","O"
"16","παντοίων","O"
"17","γενῶν","O"
"18",",","O"
"19","Αἰθίοπες","NORP"
"20","ἄνδρες","O"
"21","μέλανες","O"
"22","·","O"
"23","ἄρχων","O"
"24","δ᾽","O"
"25","ἐστὶ","O"
"26","γῆς","O"
"27","εἷς","O"
"28","καὶ","O"
"29","τύραννος","O"
"30","καὶ","O"
"31","στρατηλάτης","O"
"32","μόνος","O"
"33",".","O"
"34","ἄρχει","O"
"35","δὲ","O"
"36","πόλεως","O"
"37","τῆσδε","O"
"38","καὶ","O"
"39","κρίνει","O"
"40","βροτούς","O"
"41","ἱερεύς","O"
"42",",","O"
"43","ὅς","O"
"44","ἐστ᾽","O"
"45","ἐμοῦ","O"
"46","τε","O"
"47","καὶ","O"
"48","τούτων","O"
"49","πατήρ","O"
"50",".","O"
