"ID","TOKEN","UPOS"
"1","ΠΡΟΣ","ADP"
"2","ΡΩΜΑΙΟΥΣ","ADJ"
"3","ΠΑΥΛΟΣ","PROPN"
"4","δοῦλος","NOUN"
"5","Ἰησοῦ","PROPN"
"6","Χριστοῦ","PROPN"
"7",",","PUNCT"
"8","κλητὸς","ADJ"
"9","ἀπόστολος","NOUN"
"10",",","PUNCT"
"11","ἀφωρισμένος","VERB"
"12","εἰς","ADP"
"13","εὐαγγέλιον","NOUN"
"14","θεοῦ","NOUN"
"15","ὃ","PRON"
"16","προεπηγγείλατο","VERB"
"17","διὰ","ADP"
"18","τῶν","DET"
"19","προφητῶν","NOUN"
"20","αὐτοῦ","PRON"
"21","ἐν","ADP"
"22","γραφαῖς","NOUN"
"23","ἁγίαις","ADJ"
"24","περὶ","ADP"
"25","τοῦ","DET"
"26","υἱοῦ","NOUN"
"27","αὐτοῦ","PRON"
"28",",","PUNCT"
"29","τοῦ","DET"
"30","γενομένου","VERB"
"31","ἐκ","ADP"
"32","σπέρματος","NOUN"
"33","Δαυεὶδ","PROPN"
"34","κατὰ","ADP"
"35","σάρκα","NOUN"
"36",",","PUNCT"
"37","τοῦ","DET"
"38","ὁρισθέντος","VERB"
"39","υἱοῦ","NOUN"
"40","θεοῦ","NOUN"
"41","ἐν","ADP"
"42","δυνάμει","NOUN"
"43","κατὰ","ADP"
"44","πνεῦμα","NOUN"
"45","ἁγιωσύνης","NOUN"
"46","ἐξ","ADP"
"47","ἀναστάσεως","NOUN"
"48","νεκρῶν","ADJ"
"49",",","PUNCT"
"50","Ἰησοῦ","PROPN"
"51","Χριστοῦ","PROPN"
"52","τοῦ","DET"
"53","κυρίου","NOUN"
"54","ἡμῶν","PRON"
"55",",","PUNCT"
"56","διʼ","ADP"
"57","οὗ","PRON"
"58","ἐλάβομεν","VERB"
"59","χάριν","NOUN"
"60","καὶ","CCONJ"
"61","ἀποστολὴν","NOUN"
"62","εἰς","ADP"
"63","ὑπακοὴν","NOUN"
"64","πίστεως","NOUN"
"65","ἐν","ADP"
"66","πᾶσιν","DET"
"67","τοῖς","DET"
"68","ἔθνεσιν","NOUN"
"69","ὑπὲρ","ADP"
"70","τοῦ","DET"
"71","ὀνόματος","NOUN"
"72","αὐτοῦ","PRON"
"73",",","PUNCT"
"74","ἐν","ADP"
"75","οἷς","PRON"
"76","ἐστὲ","AUX"
"77","καὶ","ADV"
"78","ὑμεῖς","PRON"
"79","κλητοὶ","ADJ"
"80","Ἰησοῦ","PROPN"
"81","Χριστοῦ","PROPN"
"82",",","PUNCT"
"83","πᾶσιν","DET"
"84","τοῖς","DET"
"85","οὖσιν","AUX"
"86","ἐν","ADP"
"87","Ῥώμῃ","PROPN"
"88","ἀγαπητοῖς","ADJ"
"89","θεοῦ","NOUN"
"90",",","PUNCT"
"91","κλητοῖς","ADJ"
"92","ἁγίοις","ADJ"
"93","·","PUNCT"
"94","χάρις","NOUN"
"95","ὑμῖν","PRON"
"96","καὶ","CCONJ"
"97","εἰρήνη","NOUN"
"98","ἀπὸ","ADP"
"99","θεοῦ","NOUN"
"100","πατρὸς","NOUN"
"101","ἡμῶν","PRON"
"102","καὶ","CCONJ"
"103","κυρίου","NOUN"
"104","Ἰησοῦ","PROPN"
"105","Χριστοῦ","PROPN"
"106",".","PUNCT"
"107","Πρῶτον","ADJ"
"108","μὲν","ADV"
"109","εὐχαριστῶ","VERB"
"110","τῷ","DET"
"111","θεῷ","NOUN"
"112","μου","PRON"
"113","διὰ","ADP"
"114","Ἰησοῦ","PROPN"
"115","Χριστοῦ","PROPN"
"116","περὶ","ADP"
"117","πάντων","DET"
"118","ὑμῶν","PRON"
"119",",","PUNCT"
"120","ὅτι","SCONJ"
"121","ἡ","DET"
"122","πίστις","NOUN"
"123","ὑμῶν","PRON"
"124","καταγγέλλεται","VERB"
"125","ἐν","ADP"
"126","ὅλῳ","ADJ"
"127","τῷ","DET"
"128","κόσμῳ","NOUN"
"129",".","PUNCT"
"130","μάρτυς","NOUN"
"131","γάρ","ADV"
"132","μού","PRON"
"133","ἐστιν","AUX"
"134","ὁ","DET"
"135","θεός","NOUN"
"136",",","PUNCT"
"137","ᾧ","PRON"
"138","λατρεύω","VERB"
"139","ἐν","ADP"
"140","τῷ","DET"
"141","πνεύματί","NOUN"
"142","μου","PRON"
"143","ἐν","ADP"
"144","τῷ","DET"
"145","εὐαγγελίῳ","NOUN"
"146","τοῦ","DET"
"147","υἱοῦ","NOUN"
"148","αὐτοῦ","PRON"
"149",",","PUNCT"
"150","ὡς","ADV"
"151","ἀδιαλείπτως","ADV"
"152","μνείαν","NOUN"
