"ID","TOKEN","NER"
"1","Συμεὼν","PERSON"
"2","Πέτρος","PERSON"
"3","δοῦλος","O"
"4","καὶ","O"
"5","ἀπόστολος","O"
"6","Ἰησοῦ","LOC"
"7","Χριστοῦ","LOC"
"8","τοῖς","O"
"9","ἰσότιμον","O"
"10","ἡμῖν","O"
"11","λαχοῦσιν","O"
"12","πίστιν","O"
"13","ἐν","O"
"14","δικαιοσύνῃ","O"
"15","τοῦ","O"
"16","θεοῦ","O"
"17","ἡμῶν","O"
"18","καὶ","O"
"19","σωτῆρος","O"
"20","Ἰησοῦ","LOC"
"21","Χριστοῦ","LOC"
"22","·","O"
"23","χάρις","O"
"24","ὑμῖν","O"
"25","καὶ","O"
"26","εἰρήνη","O"
"27","πληθυνθείη","O"
"28","ἐν","O"
"29","ἐπιγνώσει","O"
"30","τοῦ","O"
"31","θεοῦ","O"
"32","καὶ","O"
"33","Ἰησοῦ","LOC"
"34","τοῦ","LOC"
"35","κυρίου","O"
"36","ἡμῶν","O"
"37",".","O"
"38","Ὡς","O"
"39","πάντα","O"
"40","ἡμῖν","O"
"41","τῆς","O"
"42","θείας","O"
"43","δυνάμεως","O"
"44","αὐτοῦ","O"
"45","τὰ","O"
"46","πρὸς","O"
"47","ζωὴν","O"
"48","καὶ","O"
"49","εὐσέβειαν","O"
"50","δεδωρημένης","O"
"51","διὰ","O"
"52","τῆς","O"
"53","ἐπιγνώσεως","O"
"54","τοῦ","O"
"55","καλέσαντος","O"
"56","ἡμᾶς","O"
"57","ἰδίᾳ","O"
"58","δόξῃ","O"
"59","καὶ","O"
"60","ἀρετῇ","O"
"61",",","O"
"62","διʼ","O"
"63","ὧν","O"
"64","τὰ","O"
"65","τίμια","O"
"66","καὶ","O"
"67","μέγιστα","O"
"68","ἡμῖν","O"
"69","ἐπαγγέλματα","O"
"70","δεδώρηται","O"
"71",",","O"
"72","ἵνα","O"
"73","διὰ","O"
"74","τούτων","O"
"75","γένησθε","O"
"76","θείας","O"
"77","κοινωνοὶ","O"
"78","φύσεως","O"
"79",",","O"
"80","ἀποφυγόντες","O"
"81","τῆς","O"
"82","ἐν","O"
"83","τῷ","O"
"84","κόσμῳ","O"
"85","ἐν","O"
"86","ἐπιθυμίᾳ","O"
"87","φθορᾶς","O"
"88",".","O"
"89","καὶ","O"
"90","αὐτὸ","O"
"91","τοῦτο","O"
"92","δὲ","O"
"93","σπουδὴν","O"
"94","πᾶσαν","O"
"95","παρεισενέγκαντες","O"
"96","ἐπιχορηγήσατε","O"
"97","ἐν","O"
"98","τῇ","O"
"99","πίστει","O"
"100","ὑμῶν","O"
"101","τὴν","O"
"102","ἀρετήν","O"
"103",",","O"
"104","ἐν","O"
"105","δὲ","O"
"106","τῇ","O"
"107","ἀρετῇ","O"
"108","τὴν","O"
"109","γνῶσιν","O"
"110",",","O"
"111","ἐν","O"
"112","δὲ","O"
"113","τῇ","O"
"114","γνώσει","O"
"115","τὴν","O"
"116","ἐγκράτειαν","O"
"117",",","O"
"118","ἐν","O"
"119","δὲ","O"
"120","τῇ","O"
"121","ἐγκρατείᾳ","O"
"122","τὴν","O"
"123","ὑπομονήν","O"
"124",",","O"
"125","ἐν","O"
"126","δὲ","O"
"127","τῇ","O"
"128","ὑπομονῇ","O"
"129","τὴν","O"
"130","εὐσέβειαν","O"
"131",",","O"
"132","ἐν","O"
"133","δὲ","O"
"134","τῇ","O"
"135","εὐσεβείᾳ","O"
"136","τὴν","O"
"137","φιλαδελφίαν","O"
"138",",","O"
"139","ἐν","O"
"140","δὲ","O"
"141","τῇ","O"
"142","φιλαδελφίᾳ","O"
"143","τὴν","O"
"144","ἀγάπην","O"
"145","·","O"
"146","ταῦτα","O"
"147","γὰρ","O"
"148","ὑμῖν","O"
"149","ὑπάρχοντα","O"
"150","καὶ","O"
"151","πλεονάζοντα","O"
"152","οὐκ","O"
"153","ἀργοὺς","O"
"154","οὐδὲ","O"
"155","ἀκάρπους","O"
"156","καθίστησιν","O"
"157","εἰς","O"
"158","τὴν","O"
"159","τοῦ","O"
"160","κυρίου","O"
"161","ἡμῶν","O"
"162","Ἰησοῦ","LOC"
"163","Χριστοῦ","LOC"
"164","ἐπίγνωσιν","O"
"165","·","O"
"166","ᾧ","O"
"167","γὰρ","O"
"168","μὴ","O"
"169","πάρεστιν","O"
"170","ταῦτα","O"
"171",",","O"
"172","τυφλός","O"
"173","ἐστιν","O"
"174","μυωπάζων","O"
"175",",","O"
"176","λήθην","O"
"177","λαβὼν","O"
"178","τοῦ","O"
"179","καθαρισμοῦ","O"
"180","τῶν","O"
"181","πάλαι","O"
"182","αὐτοῦ","O"
"183","ἁμαρτημάτων","O"
"184",".","O"
"185","διὸ","O"
"186","μᾶλλον","O"
"187",",","O"
"188","ἀδελφοί","O"
"189",",","O"
"190","σπουδάσατε","O"
"191","βεβαίαν","O"
"192","ὑμῶν","O"
"193","τὴν","O"
"194","κλῆσιν","O"
"195","καὶ","O"
"196","ἐκλογὴν","O"
"197","ποιεῖσθαι","O"
"198","·","O"
"199","ταῦτα","O"
"200","γὰρ","O"
"201","ποιοῦντες","O"
"202","οὐ","O"
"203","μὴ","O"
"204","πταίσητέ","O"
"205","ποτε","O"
"206","·","O"
"207","οὕτως","O"
"208","γὰρ","O"
"209","πλουσίως","O"
"210","ἐπιχορηγηθήσεται","O"
"211","ὑμῖν","O"
"212","ἡ","O"
"213","εἴσοδος","O"
"214","εἰς","O"
"215","τὴν","O"
"216","αἰώνιον","O"
"217","βασιλείαν","O"
"218","τοῦ","O"
"219","κυρίου","O"
"220","ἡμῶν","O"
"221","καὶ","O"
"222","σωτῆρος","O"
"223","Ἰησοῦ","LOC"
"224","Χριστοῦ","LOC"
"225",".","O"
"226","Διὸ","O"
"227","μελλήσω","O"
"228","ἀεὶ","O"
"229","ὑμᾶς","O"
"230","ὑπομιμνῄσκειν","O"
"231","περὶ","O"
"232","τούτων","O"
"233",",","O"
"234","καίπερ","O"
"235","εἰδότας","O"
"236","καὶ","O"
"237","ἐστηριγμένους","O"
"238","ἐν","O"
"239","τῇ","O"
"240","παρούσῃ","O"
"241","ἀληθείᾳ","O"
"242",".","O"
