"ID","TOKEN","IS_STOP"
"1","Ὅτι","TRUE"
"2","ὑπὸ","TRUE"
"3","καταψύξεώς","FALSE"
"4","φησιν","FALSE"
"5",",","FALSE"
"6","ὡς","TRUE"
"7","κοινῷ","FALSE"
"8","λόγῳ","FALSE"
"9","φάναι","FALSE"
"10","τὴν","TRUE"
"11","παράλυσιν","FALSE"
"12","γίνεσθαι","FALSE"
"13","·","FALSE"
"14","καὶ","TRUE"
"15","ταύτην","TRUE"
"16","οἱ","TRUE"
"17","μὲν","TRUE"
"18","ὑπὸ","TRUE"
"19","πνεύματος","FALSE"
"20","καταψυχομένου","FALSE"
"21",",","FALSE"
"22","—","FALSE"
"23","πνευματικὸν","FALSE"
"24","γὰρ","TRUE"
"25","τὸ","TRUE"
"26","πάθος","FALSE"
"27",",","FALSE"
"28","—","FALSE"
"29","οἱ","TRUE"
"30","δὲ","TRUE"
"31","ἐκλείψει","FALSE"
"32","καὶ","TRUE"
"33","στερήσει","FALSE"
"34","τοῦ","TRUE"
"35","πνεύματος","FALSE"
"36",".","FALSE"
"37","Τοῦτο","TRUE"
"38","γὰρ","TRUE"
"39","εἶναι","TRUE"
"40","τὸ","TRUE"
"41","τὴν","TRUE"
"42","θερμότητα","FALSE"
"43","καὶ","TRUE"
"44","τὴν","TRUE"
"45","κίηησιν","FALSE"
"46","ὅλως","FALSE"
"47","ποιοῦν","FALSE"
"48","·","FALSE"
"49","ἀκινησίας","FALSE"
"50","δὲ","TRUE"
"51","γινομένης","FALSE"
"52","κατάψυξις","FALSE"
"53","γίνεται","FALSE"
"54","τοῦ","TRUE"
"55","αἵματος","FALSE"
"56","ἢ","TRUE"
"57","ἁπλῶς","FALSE"
"58","εἰπεῖν","FALSE"
"59","τῆς","TRUE"
"60","ὑγρότητος","FALSE"
"61",".","FALSE"
"62","Διὰ","TRUE"
"63","τοῦτο","TRUE"
"64","γὰρ","TRUE"
"65","καὶ","TRUE"
"66","ἡ","TRUE"
"67","νάρκη","FALSE"
"68","γίνεται","FALSE"
"69","ἐν","TRUE"
"70","τοῖς","TRUE"
"71","ποσὶν","FALSE"
"72","ἢ","TRUE"
"73","καὶ","TRUE"
"74","ἐν","TRUE"
"75","τοῖς","TRUE"
"76","ἄνω","FALSE"
"77","μέρεσιν","FALSE"
"78","ὅταν","FALSE"
"79","ἀποπιεσθῶσιν","FALSE"
"80","ἀπὸ","TRUE"
"81","καθέδρας","FALSE"
"82","ἢ","TRUE"
"83","ἄλλῳ","TRUE"
"84","τινὶ","TRUE"
"85","τρόπῳ","FALSE"
"86",".","FALSE"
"87","Τότε","FALSE"
"88","γὰρ","TRUE"
"89","διαλαμβάνει","FALSE"
"90","τῇ","TRUE"
"91","πιέσει","FALSE"
"92","τὸ","TRUE"
"93","πνεῦμα","FALSE"
"94","καὶ","TRUE"
"95","οὐ","TRUE"
"96","δυνάμενον","FALSE"
"97","τὴν","TRUE"
"98","οἰκείαν","FALSE"
"99","κίνησιν","FALSE"
"100","κινεῖσθαι","FALSE"
"101","ἵστησι","FALSE"
"102","καὶ","TRUE"
"103","ἀποψύχει","FALSE"
"104","τὸ","TRUE"
"105","αἷμα","FALSE"
"106",".","FALSE"
