"ID","TOKEN","NER"
"1","Παῦλος","PERSON"
"2","κλητὸς","O"
"3","ἀπόστολος","O"
"4","Χριστοῦ","LOC"
"5","Ἰησοῦ","LOC"
"6","διὰ","O"
"7","θελήματος","O"
"8","θεοῦ","O"
"9","καὶ","O"
"10","Σωσθένης","PERSON"
"11","ὁ","O"
"12","ἀδελφὸς","O"
"13","τῇ","O"
"14","ἐκκλησίᾳ","O"
"15","τοῦ","O"
"16","θεοῦ","O"
"17",",","O"
"18","ἡγιασμένοις","O"
"19","ἐν","O"
"20","Χριστῷ","LOC"
"21","Ἰησοῦ","LOC"
"22",",","O"
"23","τῇ","O"
"24","οὔσῃ","O"
"25","ἐν","O"
"26","Κορίνθῳ","LOC"
"27",",","O"
"28","κλητοῖς","O"
"29","ἁγίοις","O"
"30",",","O"
"31","σὺν","O"
"32","πᾶσιν","O"
"33","τοῖς","O"
"34","ἐπικαλουμένοις","O"
"35","τὸ","O"
"36","ὄνομα","O"
"37","τοῦ","O"
"38","κυρίου","O"
"39","ἡμῶν","O"
"40","Ἰησοῦ","LOC"
"41","Χριστοῦ","LOC"
"42","ἐν","O"
"43","παντὶ","O"
"44","τόπῳ","O"
"45","αὐτῶν","O"
"46","καὶ","O"
"47","ἡμῶν","O"
"48","·","O"
"49","χάρις","O"
"50","ὑμῖν","O"
"51","καὶ","O"
"52","εἰρήνη","O"
"53","ἀπὸ","O"
"54","θεοῦ","O"
"55","πατρὸς","O"
"56","ἡμῶν","O"
"57","καὶ","O"
"58","κυρίου","O"
"59","Ἰησοῦ","LOC"
"60","Χριστοῦ","LOC"
"61",".","O"
"62","Εὐχαριστῶ","O"
"63","τῷ","O"
"64","θεῷ","O"
"65","μου","O"
"66","πάντοτε","O"
"67","περὶ","O"
"68","ὑμῶν","O"
"69","ἐπὶ","O"
"70","τῇ","O"
"71","χάριτι","O"
"72","τοῦ","O"
"73","θεοῦ","O"
"74","τῇ","O"
"75","δοθείσῃ","O"
"76","ὑμῖν","O"
"77","ἐν","O"
"78","Χριστῷ","LOC"
"79","Ἰησοῦ","LOC"
"80",",","O"
"81","ὅτι","O"
"82","ἐν","O"
"83","παντὶ","O"
"84","ἐπλουτίσθητε","O"
"85","ἐν","O"
"86","αὐτῷ","O"
"87",",","O"
"88","ἐν","O"
"89","παντὶ","O"
"90","λόγῳ","O"
"91","καὶ","O"
"92","πάσῃ","O"
"93","γνώσει","O"
"94",",","O"
"95","καθὼς","O"
"96","τὸ","O"
"97","μαρτύριον","O"
"98","τοῦ","O"
"99","Χριστοῦ","LOC"
"100","ἐβεβαιώθη","LOC"
"101","ἐν","O"
"102","ὑμῖν","O"
"103",",","O"
"104","ὥστε","O"
"105","ὑμᾶς","O"
"106","μὴ","O"
"107","ὑστερεῖσθαι","O"
"108","ἐν","O"
"109","μηδενὶ","O"
"110","χαρίσματι","O"
"111",",","O"
"112","ἀπεκδεχομένους","O"
"113","τὴν","O"
"114","ἀποκάλυψιν","O"
"115","τοῦ","O"
"116","κυρίου","O"
"117","ἡμῶν","O"
"118","Ἰησοῦ","LOC"
"119","Χριστοῦ","LOC"
"120","·","O"
"121","ὃς","O"
"122","καὶ","O"
"123","βεβαιώσει","O"
"124","ὑμᾶς","O"
"125","ἕως","O"
"126","τέλους","O"
"127","ἀνεγκλήτους","O"
"128","ἐν","O"
"129","τῇ","O"
"130","ἡμέρᾳ","O"
"131","τοῦ","O"
"132","κυρίου","O"
"133","ἡμῶν","O"
"134","Ἰησοῦ","LOC"
"135","Χριστοῦ","LOC"
"136",".","O"
"137","πιστὸς","O"
"138","ὁ","O"
"139","θεὸς","O"
"140","διʼ","O"
"141","οὗ","O"
"142","ἐκλήθητε","O"
"143","εἰς","O"
"144","κοινωνίαν","O"
"145","τοῦ","O"
"146","υἱοῦ","O"
"147","αὐτοῦ","O"
"148","Ἰησοῦ","LOC"
"149","Χριστοῦ","LOC"
"150","τοῦ","O"
"151","κυρίου","O"
"152","ἡμῶν","O"
"153",".","O"
"154","Παρακαλῶ","O"
"155","δὲ","O"
"156","ὑμᾶς","O"
"157",",","O"
"158","ἀδελφοί","O"
"159",",","O"
"160","διὰ","O"
"161","τοῦ","O"
"162","ὀνόματος","O"
"163","τοῦ","O"
"164","κυρίου","O"
"165","ἡμῶν","O"
"166","Ἰησοῦ","LOC"
"167","Χριστοῦ","LOC"
"168","ἵνα","O"
"169","τὸ","O"
"170","αὐτὸ","O"
"171","λέγητε","O"
"172","πάντες","O"
"173",",","O"
"174","καὶ","O"
"175","μὴ","O"
"176","ᾖ","O"
"177","ἐν","O"
"178","ὑμῖν","O"
"179","σχίσματα","O"
"180",",","O"
"181","ἦτε","O"
"182","δὲ","O"
"183","κατηρτισμένοι","O"
"184","ἐν","O"
"185","τῷ","O"
"186","αὐτῷ","O"
"187","νοῒ","O"
"188","καὶ","O"
"189","ἐν","O"
"190","τῇ","O"
"191","αὐτῇ","O"
"192","γνώμῃ","O"
"193",".","O"
"194","ἐδηλώθη","O"
"195","γάρ","O"
"196","μοι","O"
