"ID","TOKEN","UPOS"
"1","Παῦλος","PROPN"
"2","κλητὸς","ADJ"
"3","ἀπόστολος","NOUN"
"4","Χριστοῦ","PROPN"
"5","Ἰησοῦ","PROPN"
"6","διὰ","ADP"
"7","θελήματος","NOUN"
"8","θεοῦ","NOUN"
"9","καὶ","CCONJ"
"10","Σωσθένης","PROPN"
"11","ὁ","DET"
"12","ἀδελφὸς","NOUN"
"13","τῇ","DET"
"14","ἐκκλησίᾳ","NOUN"
"15","τοῦ","DET"
"16","θεοῦ","NOUN"
"17",",","PUNCT"
"18","ἡγιασμένοις","VERB"
"19","ἐν","ADP"
"20","Χριστῷ","PROPN"
"21","Ἰησοῦ","PROPN"
"22",",","PUNCT"
"23","τῇ","DET"
"24","οὔσῃ","AUX"
"25","ἐν","ADP"
"26","Κορίνθῳ","PROPN"
"27",",","PUNCT"
"28","κλητοῖς","ADJ"
"29","ἁγίοις","ADJ"
"30",",","PUNCT"
"31","σὺν","ADP"
"32","πᾶσιν","DET"
"33","τοῖς","DET"
"34","ἐπικαλουμένοις","VERB"
"35","τὸ","DET"
"36","ὄνομα","NOUN"
"37","τοῦ","DET"
"38","κυρίου","NOUN"
"39","ἡμῶν","PRON"
"40","Ἰησοῦ","PROPN"
"41","Χριστοῦ","PROPN"
"42","ἐν","ADP"
"43","παντὶ","DET"
"44","τόπῳ","NOUN"
"45","αὐτῶν","PRON"
"46","καὶ","CCONJ"
"47","ἡμῶν","PRON"
"48","·","PUNCT"
"49","χάρις","NOUN"
"50","ὑμῖν","PRON"
"51","καὶ","CCONJ"
"52","εἰρήνη","NOUN"
"53","ἀπὸ","ADP"
"54","θεοῦ","NOUN"
"55","πατρὸς","NOUN"
"56","ἡμῶν","PRON"
"57","καὶ","CCONJ"
"58","κυρίου","NOUN"
"59","Ἰησοῦ","PROPN"
"60","Χριστοῦ","PROPN"
"61",".","PUNCT"
"62","Εὐχαριστῶ","VERB"
"63","τῷ","DET"
"64","θεῷ","NOUN"
"65","μου","PRON"
"66","πάντοτε","ADV"
"67","περὶ","ADP"
"68","ὑμῶν","PRON"
"69","ἐπὶ","ADP"
"70","τῇ","DET"
"71","χάριτι","NOUN"
"72","τοῦ","DET"
"73","θεοῦ","NOUN"
"74","τῇ","DET"
"75","δοθείσῃ","VERB"
"76","ὑμῖν","PRON"
"77","ἐν","ADP"
"78","Χριστῷ","PROPN"
"79","Ἰησοῦ","PROPN"
"80",",","PUNCT"
"81","ὅτι","SCONJ"
"82","ἐν","ADP"
"83","παντὶ","ADJ"
"84","ἐπλουτίσθητε","VERB"
"85","ἐν","ADP"
"86","αὐτῷ","PRON"
"87",",","PUNCT"
"88","ἐν","ADP"
"89","παντὶ","DET"
"90","λόγῳ","NOUN"
"91","καὶ","CCONJ"
"92","πάσῃ","DET"
"93","γνώσει","NOUN"
"94",",","PUNCT"
"95","καθὼς","ADV"
"96","τὸ","DET"
"97","μαρτύριον","NOUN"
"98","τοῦ","DET"
"99","Χριστοῦ","PROPN"
"100","ἐβεβαιώθη","VERB"
"101","ἐν","ADP"
"102","ὑμῖν","PRON"
"103",",","PUNCT"
"104","ὥστε","SCONJ"
"105","ὑμᾶς","PRON"
"106","μὴ","ADV"
"107","ὑστερεῖσθαι","VERB"
"108","ἐν","ADP"
"109","μηδενὶ","DET"
"110","χαρίσματι","NOUN"
"111",",","PUNCT"
"112","ἀπεκδεχομένους","VERB"
"113","τὴν","DET"
"114","ἀποκάλυψιν","NOUN"
"115","τοῦ","DET"
"116","κυρίου","NOUN"
"117","ἡμῶν","PRON"
"118","Ἰησοῦ","PROPN"
"119","Χριστοῦ","PROPN"
"120","·","PUNCT"
"121","ὃς","PRON"
"122","καὶ","ADV"
"123","βεβαιώσει","VERB"
"124","ὑμᾶς","PRON"
"125","ἕως","ADP"
"126","τέλους","NOUN"
"127","ἀνεγκλήτους","ADJ"
"128","ἐν","ADP"
"129","τῇ","DET"
"130","ἡμέρᾳ","NOUN"
"131","τοῦ","DET"
"132","κυρίου","NOUN"
"133","ἡμῶν","PRON"
"134","Ἰησοῦ","PROPN"
"135","Χριστοῦ","PROPN"
"136",".","PUNCT"
"137","πιστὸς","ADJ"
"138","ὁ","DET"
"139","θεὸς","NOUN"
"140","διʼ","ADP"
"141","οὗ","PRON"
"142","ἐκλήθητε","VERB"
"143","εἰς","ADP"
"144","κοινωνίαν","NOUN"
"145","τοῦ","DET"
"146","υἱοῦ","NOUN"
"147","αὐτοῦ","PRON"
"148","Ἰησοῦ","PROPN"
"149","Χριστοῦ","PROPN"
"150","τοῦ","DET"
"151","κυρίου","NOUN"
"152","ἡμῶν","PRON"
"153",".","PUNCT"
"154","Παρακαλῶ","VERB"
"155","δὲ","ADV"
"156","ὑμᾶς","PRON"
"157",",","PUNCT"
"158","ἀδελφοί","NOUN"
"159",",","PUNCT"
"160","διὰ","ADP"
"161","τοῦ","DET"
"162","ὀνόματος","NOUN"
"163","τοῦ","DET"
"164","κυρίου","NOUN"
"165","ἡμῶν","PRON"
"166","Ἰησοῦ","PROPN"
"167","Χριστοῦ","PROPN"
"168","ἵνα","SCONJ"
"169","τὸ","DET"
"170","αὐτὸ","PRON"
"171","λέγητε","VERB"
"172","πάντες","ADJ"
"173",",","PUNCT"
"174","καὶ","CCONJ"
"175","μὴ","ADV"
"176","ᾖ","AUX"
"177","ἐν","ADP"
"178","ὑμῖν","PRON"
"179","σχίσματα","NOUN"
"180",",","PUNCT"
"181","ἦτε","AUX"
"182","δὲ","ADV"
"183","κατηρτισμένοι","VERB"
"184","ἐν","ADP"
"185","τῷ","DET"
"186","αὐτῷ","DET"
"187","νοῒ","NOUN"
"188","καὶ","CCONJ"
"189","ἐν","ADP"
"190","τῇ","DET"
"191","αὐτῇ","DET"
"192","γνώμῃ","NOUN"
"193",".","PUNCT"
"194","ἐδηλώθη","VERB"
"195","γάρ","ADV"
"196","μοι","PRON"
"197","περὶ","ADP"
"198","ὑμῶν","PRON"
"199",",","PUNCT"
"200","ἀδελφοί","NOUN"
"201","μου","PRON"
"202",",","PUNCT"
"203","ὑπὸ","ADP"
"204","τῶν","DET"
"205","Χλόης","PROPN"
"206","ὅτι","SCONJ"
"207","ἔριδες","NOUN"
"208","ἐν","ADP"
"209","ὑμῖν","PRON"
"210","εἰσιν","AUX"
"211",".","PUNCT"
"212","λέγω","VERB"
"213","δὲ","ADV"
"214","τοῦτο","ADJ"
"215","ὅτι","SCONJ"
"216","ἕκαστος","ADJ"
"217","ὑμῶν","PRON"
