"ID","TOKEN","NER"
"1","ΑΛΕΞΑΝΔΡΟΥ","PERSON"
"2","ΑΦΡΟΔΙΣΙΕΩΣ","NORP"
"3","ΚΡΑΣΕΩΣ","O"
"4","ΚΑΙ","O"
"5","ΑΥΞΗΣΕΩς","O"
"6",".","O"
"7","πῶς","O"
"8","δ","O"
"9","ἂν","O"
"10","παραδέξαιτό","O"
"11","τις","O"
"12","τὸ","O"
"13","ἐν","O"
"14","τῇ","O"
"15","τοιαύτῃ","O"
"16","κράσει","O"
"17","τῶν","O"
"18","σωμάτων","O"
"19","ἕκαστον","O"
"20","τῶν","O"
"21","κιρναμένων","O"
"22","φυλάττειν","O"
"23","δύνασθαι","O"
"24","τὴν","O"
"25","οἰκείαν","O"
"26","ἐπιφάνειαν","O"
"27",",","O"
"28","ὡς","O"
"29","ὁμοῦ","O"
"30","μὲν","O"
"31","μηδὲ","O"
"32","τὸ","O"
"33","τυχὸν","O"
"34","αὐτοῦ","O"
"35","μόριον","O"
"36","εἶναί","O"
"37","τε","O"
"38","καθ","O"
"39","αὐτὸ","O"
"40","κεχωρισμένον","O"
"41","θατέρου","O"
"42",",","O"
"43","ὁμοῦ","O"
"44","δὲ","O"
"45","φυλάττειν","O"
"46","ἕκαστον","O"
"47","αὐτῶν","O"
"48","τὴν","O"
"49","ἐπιφάνειαν","O"
"50","τὴν","O"
"51","ἑαυτοῦ","O"
"52",",","O"
"53","ἣν","O"
"54","εἶχε","O"
"55","καὶ","O"
"56","πρὸ","O"
"57","τῆς","O"
"58","κράσεως","O"
"59",";","O"
"60","τοῦτο","O"
"61","γὰρ","O"
"62","ὑπεραίρει","O"
"63","καὶ","O"
"64","τὰς","O"
"65","ἐν","O"
"66","τοῖς","O"
"67","μύθοις","O"
"68","παραδοξολογίας","O"
"69",",","O"
"70","ὃ","O"
"71","τίθησι","O"
"72","Χρύσιππος","PERSON"
"73","ὅσον","O"
"74","ἐν","O"
"75","τούτῳ","O"
"76","τὸ","O"
"77","δύνασθαι","O"
"78","τὰ","O"
"79","κεκραμένα","O"
"80","χωρίζεσθαι","O"
"81","πάλιν","O"
"82",".","O"
"83","τοῦ","O"
"84","τε","O"
"85","γὰρ","O"
"86","λέγειν","O"
"87","δύνασθαι","O"
"88","χωρίζεσθαι","O"
"89","τὰ","O"
"90","κεκραμένα","O"
"91",",","O"
"92","ἀλλὰ","O"
"93","καὶ","O"
"94","τοῦ","O"
"95","μηδ","O"
"96","ὅλως","O"
"97","κιρνᾶσθαί","O"
"98","τινα","O"
"99","δύνασθαι","O"
"100","λέγειν","O"
"101","μακρῷ","O"
"102","παραδοξότερον","O"
"103","καὶ","O"
"104","παρὰ","O"
"105","τὰς","O"
"106","ἀπάντων","O"
"107","ἐννοίας","O"
"108","τὸ","O"
"109","λέγειν","O"
"110","ὁμοῦ","O"
"111","μὲν","O"
"112","δι","O"
"113","ὅλων","O"
"114","ἀλλήλων","O"
"115","χωρεῖν","O"
"116","τινα","O"
"117","σώματα","O"
"118",",","O"
"119","ὡς","O"
"120","μηδὲν","O"
"121","αὐτῶν","O"
"122","μόριον","O"
"123","εἶναι","O"
"124","καθ","O"
"125","αὐτό","O"
"126",",","O"
"127","ὁμοῦ","O"
"128","δ","O"
"129","ἕκαστον","O"
"130","αὐτῶν","O"
"131","ὑπὸ","O"
"132","τῆς","O"
"133","οἰκείας","O"
"134","ἐπιφανείας","O"
"135","περιέχεσθαι","O"
"136",",","O"
"137","ὑφ","O"
"138","ἧς","O"
"139","περιείχετο","O"
"140","καὶ","O"
"141","πρὸ","O"
"142","τῆς","O"
"143","μίξεως","O"
"144",".","O"
"145","τό","O"
"146","τε","O"
"147","οὖν","O"
"148","σῶμα","O"
"149","διὰ","O"
"150","σώματος","O"
"151","οὐδεμιᾶς","O"
"152","ἐλάττω","O"
"153","διαφορὰν","O"
"154","ἔχειν","O"
"155","συμβέβηκε","O"
"156","τῶν","O"
"157","κατὰ","O"
"158","φιλοσοφίαν","LANGUAGE"
"159","δογμάτων","LANGUAGE"
"160","καὶ","O"
"161","τῶν","O"
"162","περὶ","O"
"163","μίξεως","O"
"164","τε","O"
"165","καὶ","O"
"166","κράσεως","O"
"167","λόγων","O"
"168",".","O"
"169","οὐ","O"
"170","γὰρ","O"
"171","μόνον","O"
"172","διηνέχθησαν","O"
"173","πρὸς","O"
"174","ἀλλήλους","O"
"175","περὶ","O"
"176","τοῦδε","O"
"177","τοῦ","O"
"178","δόγματος","O"
"179","οἱ","O"
"180","μίαν","O"
"181","ὕλην","O"
"182","ὑποκεῖσθαι","O"
"183","πᾶσι","O"
"184","τοῖς","O"
"185","ἐν","O"
"186","γενέσει","O"
"187","σώμασιν","O"
"188","λέγοντες","O"
"189","πρὸς","O"
"190","τοὺς","O"
"191","ἐκ","O"
"192","διωρισμένων","O"
"193","τε","O"
"194","καὶ","O"
"195","κεχωρισμένων","O"
"196","σωμάτων","O"
"197","ποιοῦντας","O"
"198","αὐτήν","O"
"199","ὧν","O"
"200","οἱ","O"
"201","μὲν","O"
"202","ἄτομα","O"
"203","σώματα","O"
"204","ἄπειρα","O"
"205","τῷ","O"
"206","πλήθει","O"
"207",",","O"
"208","κατὰ","O"
"209","σχῆμα","O"
"210","καὶ","O"
"211","μέγεθος","O"
"212","μόνον","O"
"213","τὴν","O"
"214","πρὸς","O"
"215","ἄλληλα","O"
"216","διαφορὰν","O"
"217","ἔχοντα","O"
"218",",","O"
"219","τὰς","O"
"220","ἀρχὰς","O"
"221","καὶ","O"
"222","τὰ","O"
"223","στοιχεῖά","O"
"224","φασιν","O"
"225","εἶναι","O"
"226",",","O"
"227","καὶ","O"
"228","τῇ","O"
"229","τούτων","O"
"230","συνθέσει","O"
"231","τε","O"
"232","καὶ","O"
"233","ποιᾷ","O"
"234","περιπλοκῇ","O"
"235","ἔτι","O"
"236","τε","O"
"237","τάξει","O"
"238","καὶ","O"
"239","θέσει","O"
"240","τἆ","O"
"241","λλα","O"
"242","γίνεσθαι","O"
"243","·","O"
"244","ἐφ","O"
"245","ἧς","O"
"246","δόξης","O"
"247","πρῶτοι","O"
"248","μὲν","O"
"249","Λεύκιππός","PERSON"
"250","τε","O"
"251","καὶ","O"
"252","Δημόκριτος","PERSON"
"253","γενέσθαι","O"
"254","δοκοῦσιν","O"
"255",",","O"
"256","ὕστεροι","O"
"257","δὲ","O"
"258","Ἐπίκουρός","PERSON"
"259","τε","O"
"260","καὶ","O"
"261","οἱ","O"
"262","τὴν","O"
"263","αὐτὴν","O"
"264","τούτῳ","O"
"265","τραπέντες","O"
"266","·","O"
"267","οἱ","O"
"268","δὲ","O"
"269","αὐτῶν","O"
"270",",","O"
"271","οὐκ","O"
"272","ἀτόμους","O"
"273",",","O"
"274","ὁμοιομερῆ","O"
"275","δέ","O"
"276","τινά","O"
"277","φασιν","O"
"278","ἄπειρα","O"
"279","εἶναι","O"
"280","σώματα","O"
"281",",","O"
"282","ἐξ","O"
"283","ὧν","O"
"284","ἡ","O"
"285","τῶν","O"
"286","αἰσθητῶν","O"
"287","γένεσις","O"
"288","σωμάτων","O"
"289","γινομένη","O"
"290","κατὰ","O"
"291","σύγκρισιν","O"
"292","καὶ","O"
"293","σύνθεσιν","O"
"294",",","O"
"295","ἧς","O"
"296","δόξης","O"
"297","Ἀναξαγόρας","PERSON"
"298","τε","O"
"299","καὶ","O"
"300","Ἀρχέλαος","PERSON"
"301","δοκοῦσι","O"
"302","γεγονέναι","O"
"303","·","O"
"304","ἤδη","O"
"305","δέ","O"
"306","τινες","O"
"307","καὶ","O"
"308","ἀμερῆ","O"
"309","τινα","O"
"310","σώματα","O"
"311","τὰς","O"
"312","ἀρχὰς","O"
"313","καὶ","O"
"314","στοιχεῖα","O"
"315","τῶν","O"
"316","πάντων","O"
"317","προήχθησαν","O"
"318","εἰπεῖν","O"
"319","·","O"
"320","ἔστι","O"
"321","δέ","O"
"322","τις","O"
"323","δόξα","O"
"324","καὶ","O"
