"ID","TOKEN","IS_STOP"
"1","Εἰ","TRUE"
"2","τὸ","TRUE"
"3","περὶ","TRUE"
"4","ἀνάγνωσιν","FALSE"
"5","τῶν","TRUE"
"6","Ἑλληνικῶν","FALSE"
"7","γραφῶν","FALSE"
"8","ἐκπονεῖν","FALSE"
"9","πολλὴν","FALSE"
"10","τοῖς","TRUE"
"11","ἐκτελοῦσι","FALSE"
"12","τὴν","TRUE"
"13","ὠφέλειαν","FALSE"
"14","ἀπεργάζεται","FALSE"
"15",",","FALSE"
"16","ἅτε","FALSE"
"17","πολυμαθεῖς","FALSE"
"18","τοὺς","TRUE"
"19","περὶ","TRUE"
"20","ταῦτα","TRUE"
"21","πονήσαντας","FALSE"
"22","ἐκτελέσαι","FALSE"
"23","δυνάμενον","FALSE"
"24",",","FALSE"
"25","πολλῷ","FALSE"
"26","μᾶλλον","FALSE"
"27","περὶ","TRUE"
"28","τὰς","TRUE"
"29","θείας","FALSE"
"30","γραφὰς","FALSE"
"31","ἅτε","FALSE"
"32","περὶ","TRUE"
"33","θεοῦ","FALSE"
"34","καὶ","TRUE"
"35","τῶν","TRUE"
"36","ὠφέλειαν","FALSE"
"37","ψυχικὴν","FALSE"
"38","προξενούντων","FALSE"
"39","δηλούσας","FALSE"
"40","τοὺς","TRUE"
"41","εὖ","FALSE"
"42","φρονοῦντας","FALSE"
"43","προσήκει","FALSE"
"44","σχολάζειν","FALSE"
"45","διὰ","TRUE"
"46","παντὸς","FALSE"
"47","διπλοῦν","FALSE"
"48","ἐκεῖθεν","FALSE"
"49","τὸ","TRUE"
"50","κέρδος","FALSE"
"51","κερδαίνοντας","FALSE"
"52","ἑαυτούς","TRUE"
"53","τε","TRUE"
"54","καὶ","TRUE"
"55","τοὺς","TRUE"
"56","ἐντυγχάνοντας","FALSE"
"57","ὠφελεῖν","FALSE"
"58","δυναμένους","FALSE"
"59",".","FALSE"
"60","ἔδοξε","FALSE"
"61","τοίνυν","FALSE"
"62","διὰ","TRUE"
"63","ταῦτα","TRUE"
"64","κἀμὲ","TRUE"
"65","τοὺς","TRUE"
"66","ἐπιλεγομένους","FALSE"
"67","Σιβυλλιακοὺς","FALSE"
"68","χρησμοὺς","FALSE"
"69","σποράδην","FALSE"
"70","εὑρισκομένους","FALSE"
"71","καὶ","TRUE"
"72","συγκεχυμένην","FALSE"
"73","τὴν","TRUE"
"74","τούτων","TRUE"
"75","ἀνάγνωσιν","FALSE"
"76","καὶ","TRUE"
"77","ἐπίγνωσιν","FALSE"
"78","ἔχοντας","FALSE"
"79","εἰς","TRUE"
"80","μίαν","FALSE"
"81","συνάφειαν","FALSE"
"82","καὶ","TRUE"
"83","ἁρμονίαν","FALSE"
"84","ἐκθέσθαι","FALSE"
"85","τοῦ","TRUE"
"86","λόγου","FALSE"
"87",",","FALSE"
"88","ὡς","TRUE"
"89","ἂν","TRUE"
"90","εὐσύνοπται","FALSE"
"91","τοῖς","TRUE"
"92","ἀναγιγνώσκουσιν","FALSE"
"93","ὄντες","TRUE"
"94","τὴν","TRUE"
"95","ἐξ","TRUE"
"96","αὐτῶν","TRUE"
"97","ὠφέλειαν","FALSE"
"98","τούτοις","TRUE"
"99","ἐπιβραβεύσωσιν","FALSE"
"100","οὐκ","TRUE"
"101","ὀλίγα","FALSE"
"102","τῶν","TRUE"
"103","ἀναγκαίων","FALSE"
"104","καὶ","TRUE"
"105","χρησίμων","FALSE"
"106","δηλοῦντες","FALSE"
"107","καὶ","TRUE"
"108","πολυτελεστέραν","FALSE"
"109","ἅμα","FALSE"
"110","καὶ","TRUE"
"111","ποικιλωτέραν","FALSE"
"112","τὴν","TRUE"
"113","πραγματείαν","FALSE"
"114","ἀπεργαζόμενοι","FALSE"
"115",".","FALSE"
"116","καὶ","TRUE"
"117","γὰρ","TRUE"
"118","περί","TRUE"
"119","τε","TRUE"
"120","πατρὸς","FALSE"
"121","καὶ","TRUE"
"122","υἱοῦ","FALSE"
"123","καὶ","TRUE"
"124","ἁγίου","FALSE"
"125","πνεύματος","FALSE"
"126",",","FALSE"
"127","τῆς","TRUE"
"128","θείας","FALSE"
"129","καὶ","TRUE"
