"ID","TOKEN","LEMMA"
"1","Καὶ","καί"
"2","οἱ","ὁ"
"3","κύνες","κύων"
"4","ἤρξαντο","ἄρχω"
"5","κατεσθίειν","κατεσθίω"
"6","τὰ","ὁ"
"7","πρόβατα","πρόβατον"
"8","καὶ","καί"
"9","οἱ","ὁ"
"10","ὕες","ὗς"
"11","καὶ","καί"
"12","οἱ","ὁ"
"13","ἀλώπεκες","ἀλώπηξ"
"14","κατήσθιον","κατεσθίω"
"15","αὐτὰ","αὐτός"
"16",",",","
"17","μέχρι","μέχρι"
"18","οὗ","ὅς"
"19","ἤγειρεν","ἐγείρω"
"20","ὁ","ὁ"
"21","κύριος","κύριος"
"22","τῶν","ὁ"
"23","προβάτων","πρόβατον"
"24","κριὸν","κριός"
"25","ἕνα","εἷς"
"26","ἐκ","ἐκ"
"27","τῶν","ὁ"
"28","προβάτων","πρόβατον"
"29",".","."
"30","καὶ","καί"
"31","ὁ","ὁ"
"32","κριὸς","κριός"
"33","οὗτος","οὗτος"
"34","ἤρξατο","ἄρχω"
"35","κερατίζειν","κερατίζω"
"36","καὶ","καί"
"37","ἐπιδιώκειν","ἐπιδιώκω"
"38","ἐν","ἐν"
"39","τοῖς","ὁ"
"40","κέρασιν","κέρας"
"41",",",","
"42","καὶ","καί"
"43","ἐνετίνασσεν","ἐνετίνασσεν"
"44","εἰς","εἰς"
"45","τοὺς","ὁ"
"46","ἀλώπεκας","ἀλώπηξ"
"47",",",","
"48","καὶ","καί"
"49","μετ᾽","μετ᾽"
"50","αὐτοὺς","αὐτός"
"51","εἰς","εἰς"
"52","τοὺς","ὁ"
"53","ὕας","ὗς"
"54","·","·"
"55","καὶ","καί"
"56","ἀπώλεσεν","ἀπόλλυμι"
"57","ὕας","ὗς"
"58","πολλούς","πολύς"
"59",",",","
"60","καὶ","καί"
"61","μετ᾽","μετ᾽"
"62","αὐτοὺς","αὐτός"
"63",".","."
"64","το","το"
"65","τοὺς","ὁ"
"66","κύνας","κύων"
"67",".","."
"68","καὶ","καί"
"69","τὰ","ὁ"
"70","πρόβατα","πρόβατον"
"71","ὧν","ὅς"
"72","οἱ","ὁ"
"73","ὀφθαλμοὶ","ὀφθαλμός"
"74","ἠνοίγησαν","ἀνοίγνυμι"
"75","ἐθεάσαντο","θεάομαι"
"76","τὸν","ὁ"
"77","κριὸν","κριός"
"78","τὸν","ὁ"
"79","ἐν","ἐν"
"80","τοῖς","ὁ"
"81","προβάτοις","πρόβατον"
"82",",",","
"83","ἕως","ἕως"
"84","οὗ","ὅς"
"85","ἀφῆκεν","ἀφίημι"
"86","τὴν","ὁ"
"87","ὁδὸν","ὁδός"
"88","αὐτοῦ","αὐτός"
"89","καὶ","καί"
"90","ἤρξατο","ἄρχω"
"91","πορεύεσθαι","πορεύομαι"
"92","ἀνοδίᾳ","ἀνοδία"
"93",".","."
"94","καὶ","καί"
"95","ὁ","ὁ"
"96","κύριος","κύριος"
"97","τῶν","ὁ"
"98","προβάτων","πρόβατον"
"99","ἀπέστειλεν","ἀποστέλλω"
"100","τὸν","ὁ"
"101","ἄρνα","ἀρήν"
"102","τοῦτον","οὗτος"
"103","ἐπὶ","ἐπί"
"104","ἄρνα","ἀρήν"
"105","ἕτερον","ἕτερος"
"106",",",","
"107","τοῦ","ὁ"
"108","στῆσαι","ἵστημι"
"109","αὐτὸν","αὐτός"
"110","εἰς","εἰς"
"111","κριὸν","κριός"
"112","ἐν","ἐν"
"113","ἀρχῇ","ἀρχή"
"114","τῶν","ὁ"
"115","προβάτων","πρόβατον"
"116","ἀντὶ","ἀντί"
"117","τοῦ","ὁ"
"118","κριοῦ","κριός"
"119","τοῦ","ὁ"
"120","ἀφέντος","ἀφίημι"
"121","τὴν","ὁ"
"122","ὁδὸν","ὁδός"
"123","αὐτοῦ","αὐτός"
"124",".","."
"125","καὶ","καί"
"126","ἐπορεύθη","πορεύομαι"
"127","πρὸς","πρός"
"128","αὐτὸν","αὐτός"
"129","καὶ","καί"
"130","ἐλάλησεν","λαλέω"
"131","αὐτῷ","αὐτός"
"132","σιγῇ","σιγή"
"133","κατὰ","κατά"
"134","μόνας","μόνος"
"135",",",","
"136","καὶ","καί"
"137","ἤγειρεν","ἐγείρω"
"138","αὐτὸν","αὐτός"
"139","εἰς","εἰς"
"140","κριὸν","κριός"
"141","καὶ","καί"
"142","εἰς","εἰς"
"143","ἄρχοντα","ἄρχων"
"144","καὶ","καί"
"145","εἰς","εἰς"
"146","ἡγούμενον","ἡγέομαι"
"147","τῶν","ὁ"
"148","προβάτων","πρόβατον"
"149","·","·"
"150","καὶ","καί"
"151","οἱ","ὁ"
"152","κύνες","κύων"
"153","ἐπὶ","ἐπί"
"154","πᾶσιν","πᾶς"
"155","τούτοις","οὗτος"
"156","ἔθλιβον","ἔθλιβος"
"157","τὰ","ὁ"
"158","πρόβατα","πρόβατον"
"159",".","."
"160","καὶ","καί"
"161","ὁ","ὁ"
"162","κριὸς","κριός"
"163","ὁ","ὁ"
"164","πρῶτος","πρῶτος"
"165","τὸν","ὁ"
"166","κριὸν","κριός"
"167","τὸν","ὁ"
"168","δεύτερον","δεύτερος"
"169","ἐπεδίωκεν","ἐπιδιώκω"
"170",",",","
"171","καὶ","καί"
"172","ἔφυγεν","φεύγω"
"173","ἀπὸ","ἀπό"
"174","προσώπου","πρόσωπον"
"175","αὐτοῦ","αὐτός"
"176","·","·"
"177","εἶτ᾽","εἶτ᾽"
"178","ἐθεώρουν","θεωρέω"
"179","τὸν","ὁ"
"180","κριὸν","κριός"
"181","τὸν","ὁ"
"182","πρῶτον","πρῶτος"
"183","ἕως","ἕως"
"184","οὗ","ὅς"
