"ID","TOKEN","LEMMA"
"1","ΠΕΤΡΟΥ","ΠΕΤΡΟΥ"
"2","Β","ΑΒΓ"
"3","ΣΙΜΩΝ","ΣΙΜΩΝ"
"4","ΠΕΤΡΟΣ","ΠΕΤΡΟΣ"
"5","δοῦλος","δοῦλος"
"6","καὶ","καί"
"7","ἀπόστολος","ἀπόστολος"
"8","Ἰησοῦ","Ἰησοῦς"
"9","Χριστοῦ","Χριστός"
"10","τοῖς","ὁ"
"11","ἰσότιμον","ἰσότιμος"
"12","ἡμῖν","ἡμεῖς"
"13","λαχοῦσιν","λαχέω"
"14","πίστιν","πίστις"
"15","ἐν","ἐν"
"16","δικαιοσύνῃ","δικαιοσύνη"
"17","τοῦ","ὁ"
"18","θεοῦ","θεός"
"19","ἡμῶν","ἡμεῖς"
"20","καὶ","καί"
"21","σωτῆρος","σωτήρ"
"22","Ἰησοῦ","Ἰησοῦς"
"23","Χριστοῦ","Χριστός"
"24","·","·"
"25","χάρις","χάρις"
"26","ὑμῖν","ὑμεῖς"
"27","καὶ","καί"
"28","εἰρήνη","εἰρήνη"
"29","πληθυνθείη","πληθύνω"
"30","ἐν","ἐν"
"31","ἐπιγνώσει","ἐπίγνωσις"
"32","τοῦ","ὁ"
"33","θεοῦ","θεός"
"34","καὶ","καί"
"35","Ἰησοῦ","Ἰησοῦς"
"36","τοῦ","ὁ"
"37","κυρίου","κύριος"
"38","ἡμῶν","ἡμεῖς"
"39",",",","
"40","ὡς","ὡς"
"41","πάντα","πᾶς"
"42","ἡμῖν","ἡμεῖς"
"43","τῆς","ὁ"
"44","θείας","θεῖος"
"45","δυνάμεως","δύναμις"
"46","αὐτοῦ","αὐτός"
"47","τὰ","ὁ"
"48","πρὸς","πρός"
"49","ζωὴν","ζωή"
"50","καὶ","καί"
"51","εὐσέβειαν","εὐσέβεια"
"52","δεδωρημένης","δεδωρημένη"
"53","διὰ","διά"
"54","τῆς","ὁ"
"55","ἐπιγνώσεως","ἐπίγνωσις"
"56","τοῦ","ὁ"
"57","καλέσαντος","καλέω"
"58","ἡμᾶς","ἡμεῖς"
"59","διὰ","διά"
"60","δόξης","δόξα"
"61","καὶ","καί"
"62","ἀρετῆς","ἀρετή"
"63",",",","
"64","διʼ","διά"
"65","ὧν","ὅς"
"66","τὰ","ὁ"
"67","τίμια","τίμιος"
"68","καὶ","καί"
"69","μέγιστα","μέγας"
"70","ἡμῖν","ἡμεῖς"
"71","ἐπαγγέλματα","ἐπάγγελμα"
"72","δεδώρηται","δωρέω"
"73",",",","
"74","ἵνα","ἵνα"
"75","διὰ","διά"
"76","τούτων","οὗτος"
"77","γένησθε","γίγνομαι"
"78","θείας","θεῖος"
"79","κοινωνοὶ","κοινωνός"
"80","φύσεως","φύσις"
"81",",",","
"82","ἀποφυγόντες","ἀποφυγόντες"
"83","τῆς","ὁ"
"84","ἐν","ἐν"
"85","τῷ","ὁ"
"86","κόσμῳ","κόσμος"
"87","ἐν","ἐν"
"88","ἐπιθυμίᾳ","ἐπιθυμία"
"89","φθορᾶς","φθορά"
"90",".","."
"91","καὶ","καί"
"92","αὐτὸ","αὐτός"
"93","τοῦτο","οὗτος"
"94","δὲ","δέ"
"95","σπουδὴν","σπουδή"
"96","πᾶσαν","πᾶς"
"97","παρεισενέγκαντες","παρεισενέγκαντες"
"98","ἐπιχορηγήσατε","πιχορηγέω"
"99","ἐν","ἐν"
"100","τῇ","ὁ"
"101","πίστει","πίστις"
"102","ὑμῶν","ὑμεῖς"
"103","τὴν","ὁ"
"104","ἀρετήν","ἀρετή"
"105",",",","
"106","ἐν","ἐν"
"107","δὲ","δέ"
"108","τῇ","ὁ"
"109","ἀρετῇ","ἀρετή"
"110","τὴν","ὁ"
"111","γνῶσιν","γνῶσις"
"112",",",","
"113","ἐν","ἐν"
"114","δὲ","δέ"
"115","τῇ","ὁ"
"116","γνώσει","γνῶσις"
"117","τὴν","ὁ"
"118","ἐγκράτειαν","ἐγκράτεια"
"119",",",","
"120","ἐν","ἐν"
"121","δὲ","δέ"
"122","τῇ","ὁ"
"123","ἐγκρατείᾳ","ἐγκρατεία"
"124","τὴν","ὁ"
"125","ὑπομονήν","ὑπομονή"
"126",",",","
"127","ἐν","ἐν"
"128","δὲ","δέ"
"129","τῇ","ὁ"
"130","ὑπομονῇ","ὑπομονή"
"131","τὴν","ὁ"
"132","εὐσέβειαν","εὐσέβεια"
"133",",",","
"134","ἐν","ἐν"
"135","δὲ","δέ"
"136","τῇ","ὁ"
"137","εὐσεβείᾳ","εὐσέβεια"
