"ID","TOKEN","UPOS"
"1","Ἐμελλεν","VERB"
"2","ἄρα","ADV"
"3","μηδὲ","ADV"
"4","ὁ","DET"
"5","καθʼ","ADP"
"6","ἡμᾶς","PRON"
"7","βίος","NOUN"
"8","τὸ","DET"
"9","παντάπασιν","ADV"
"10","ἄμοιρος","ADJ"
"11","ἔσεσθαι","AUX"
"12","ἀνδρῶν","NOUN"
"13","λόγου","NOUN"
"14","καὶ","CCONJ"
"15","μνήμης","NOUN"
"16","ἀξίων","ADJ"
"17",",","PUNCT"
"18","ἀλλὰ","CCONJ"
"19","καὶ","ADV"
"20","σώματος","NOUN"
"21","ἀρετὴν","NOUN"
"22","ὑπερφυᾶ","ADJ"
"23","καὶ","CCONJ"
"24","γνώμην","NOUN"
"25","ἄκρως","ADV"
"26","φιλόσοφον","ADJ"
"27","ἐκφαίνειν","VERB"
"28","λέγω","VERB"
"29","δὲ","ADV"
"30","εἴς","ADP"
"31","τε","CCONJ"
"32","τὸν","DET"
"33","Βοιώτιον","ADJ"
"34","Σώστρατον","PROPN"
"35","ἀναφέρων","VERB"
"36",",","PUNCT"
"37","ὃν","PRON"
"38","Ἡρακλέα","NOUN"
"39","οἱ","DET"
"40","Ἕλληνες","NOUN"
"41","ἐκάλουν","VERB"
"42","καὶ","CCONJ"
"43","ᾤοντο","VERB"
"44","εἶναι","AUX"
"45",",","PUNCT"
"46","καὶ","CCONJ"
"47","μάλιστα","ADV"
"48","εἰς","ADP"
"49","Δημώνακτα","PROPN"
"50","τὸν","DET"
"51","φιλόσοφον","NOUN"
"52",",","PUNCT"
"53","οὓς","PRON"
"54","καὶ","CCONJ"
"55","εἶδον","VERB"
"56","αὐτὸς","ADJ"
"57","καὶ","CCONJ"
"58","ἰδὼν","VERB"
"59","ἐθαύμασα","VERB"
"60",",","PUNCT"
"61","θατέρῳ","ADJ"
"62","δὲ","ADV"
"63","τῷ","DET"
"64","Δημώνακτι","PROPN"
"65","καὶ","ADV"
"66","ἐπὶ","ADP"
"67","μήκιστον","ADJ"
"68","συνεγενόμην","VERB"
"69",".","PUNCT"
"70","περὶ","ADP"
"71","μὲν","ADV"
"72","οὖν","ADV"
"73","Σωστράτου","PROPN"
"74","ἐν","ADP"
"75","ἄλλῳ","ADJ"
"76","βιβλίῳ","NOUN"
"77","γέγραπταί","VERB"
"78","μοι","PRON"
"79","καὶ","CCONJ"
"80","δεδήλωται","VERB"
"81","μέγεθός","NOUN"
"82","τε","CCONJ"
"83","αὐτοῦ","PRON"
"84","καὶ","CCONJ"
"85","ἰσχύος","NOUN"
"86","ὑπερβολὴ","NOUN"
"87","καὶ","CCONJ"
"88","ἡ","DET"
"89","ὕπαιθρος","ADJ"
"90","ἐν","ADP"
"91","τῷ","DET"
"92","Παρνασσῷ","PROPN"
"93","δίαιτα","NOUN"
"94",",","PUNCT"
"95","καὶ","CCONJ"
"96","ἡ","DET"
"97","ἐπίπονος","ADJ"
"98","εὐνὴ","NOUN"
"99","καὶ","CCONJ"
"100","τροφαὶ","NOUN"
"101","ὄρειοι","ADJ"
"102","καὶ","CCONJ"
"103","ἔργα","NOUN"
"104","οὐκ","ADV"
"105","ἀπῳδὰ","ADJ"
"106","τοῦ","DET"
"107","ὀνόματος","NOUN"
"108","ὅσα","PRON"
"109","ἢ","CCONJ"
"110","λῃστὰς","NOUN"
"111","αἴρων","VERB"
"112","ἔπραξεν","VERB"
"113","ἢ","CCONJ"
"114","ὁδοποιῶν","VERB"
"115","τὰ","DET"
"116","ἄβατα","ADJ"
"117","ἢ","CCONJ"
"118","γεφυρῶν","NOUN"
"119","τὰ","DET"
"120","δύσπορα","ADJ"
"121",".","PUNCT"
"122","περὶ","ADP"
"123","δὲ","ADV"
"124","Δημώνακτος","PROPN"
"125","ἤδη","ADV"
"126","δίκαιον","ADJ"
"127","λέγειν","VERB"
"128","ἀμφοῖν","ADJ"
"129","ἕνεκα","ADP"
"130",",","PUNCT"
"131","ὡς","SCONJ"
"132","ἐκεῖνος","ADJ"
"133","τε","CCONJ"
"134","διὰ","ADP"
"135","μνήμης","NOUN"
"136","εἴη","AUX"
"137","τοῖς","DET"
"138","ἀρίστοις","ADJ"
"139","τό","DET"
"140","γε","ADV"
"141","κατʼ","ADP"
"142","ἐμὲ","PRON"
"143","καὶ","CCONJ"
"144","οἱ","DET"
"145","γενναιότατοι","ADJ"
"146","τῶν","DET"
"147","νέων","ADJ"
"148","καὶ","CCONJ"
"149","πρὸς","ADP"
"150","φιλοσοφίαν","NOUN"
"151","ὁρμῶντες","VERB"
"152","ἔχοιεν","VERB"
"153","μὴ","ADV"
"154","πρὸς","ADP"
"155","τὰ","DET"
"156","ἀρχαῖα","ADJ"
"157","μόνα","ADJ"
"158","τῶν","DET"
"159","παραδειγμάτων","NOUN"
"160","σφᾶς","PRON"
"161","αὐτοὺς","DET"
