"ID","TOKEN","NER"
"1",".","O"
"2","Ἄκουε","O"
"3","δὲ","O"
"4","οἷα","O"
"5","καὶ","O"
"6","περὶ","O"
"7","τοῦ","O"
"8","Ἰὼβ","PERSON"
"9","ὁ","O"
"10","αὐτὸς","O"
"11","ἱστορεῖ","O"
"12","·","O"
"13","κεʹ.","O"
"14","ΑΡΙΣΤΕΟΥ","O"
"15","ΠΕΡΙ","O"
"16","ΤΟΥ","O"
"17","ΙΩΒ","PERSON"
"18","ΟΜΟΙΩΣ","O"
"19","Ἀριστέας","O"
"20","δέ","O"
"21","φησιν","O"
"22","ἐν","O"
"23","τῷ","O"
"24","Περὶ","O"
"25","Ἰουδαίων","NORP"
"26","τὸν","O"
"27","Ἠσαῦ","PERSON"
"28","γήμαντα","O"
"29","Βασσάραν","PERSON"
"30","υἱὸν","O"
"31","ἐν","O"
"32","Ἐδὼμ","LOC"
"33","γεννῆσαι","O"
"34","Ἰώβ","PERSON"
"35","·","O"
"36","κατοικεῖν","O"
"37","δὲ","O"
"38","τοῦτον","O"
"39","ἐν","O"
"40","τῇ","O"
"41","Αὐσίτιδι","LOC"
"42","χώρᾳ","O"
"43","ἐπὶ","O"
"44","τοῖς","O"
"45","ὅροις","O"
"46","τῆς","O"
"47","Ἰδουμαίας","LOC"
"48","καὶ","O"
"49","Ἀραβίας","LOC"
"50",".","O"
"51","γενέσθαι","O"
"52","δ᾽","O"
"53","αὐτὸν","O"
"54","δίκαιον","O"
"55","καὶ","O"
"56","πολύκτηνον","O"
"57","·","O"
"58","κτήσασθαι","O"
"59","γὰρ","O"
"60","αὐτὸν","O"
"61","πρόβατα","O"
"62","μὲν","O"
"63","ἑπτακισχίλια","O"
"64",",","O"
"65","καμήλους","O"
"66","δὲ","O"
"67","τρισχιλίας","O"
"68",",","O"
"69","ζεύγη","O"
"70","βοῶν","O"
"71","πεντακόσια","O"
"72",",","O"
"73","ὄνους","O"
"74","θηλείας","O"
"75","νομάδας","O"
"76","πεντακοσίας","O"
"77","·","O"
"78","εἶχε","O"
"79","δὲ","O"
"80","καὶ","O"
"81","γεωργίας","O"
"82","ἱκανάς","O"
"83",".","O"
"84","τοῦτον","O"
"85","δὲ","O"
"86","τὸν","O"
"87","Ἰὼβ","PERSON"
"88","πρότερον","O"
"89","Ἰωβὰβ","PERSON"
"90","ὀνομάζεσθαι","O"
"91",".","O"
"92","πειράζοντα","O"
"93","δ᾽","O"
"94","αὐτὸν","O"
"95","τὸν","O"
"96","θεὸν","O"
"97","ἐμμεῖναι","O"
"98",",","O"
"99","μεγάλαις","O"
"100","δὲ","O"
"101","περιβαλεῖν","O"
"102","αὐτὸν","O"
"103","ἀτυχίαις","O"
"104",".","O"
"105","πρῶτον","O"
"106","μὲν","O"
"107","γὰρ","O"
"108","αὐτοῦ","O"
"109","τούς","O"
"110","τε","O"
"111","ὄνους","O"
"112","καὶ","O"
"113","τοὺς","O"
"114","βοῦς","O"
"115","ὑπὸ","O"
"116","λῃστῶν","O"
"117","ἀπολέσθαι","O"
"118",",","O"
"119","εἶτα","O"
"120","τὰ","O"
"121","πρόβατα","O"
"122","ὑπὸ","O"
"123","πυρὸς","O"
