"ID","TOKEN","LEMMA"
"1","ΓΑΛΗΝΟΥ","ΓΑΛΗΝΟΥ"
"2","ΠΕΡΙ","ΠΕΡΙ"
"3","ΤΟΥ","ΤΟΥ"
"4","ΔΙΑ","ΔΙΑ"
"5","ΤΗΣ","ΤΗΣ"
"6","ΣΜΙΚΡΑΣ","ΣΜΙΚΡΑΣ"
"7","ΣΦΑΙΡΑΣ","ΣΦΑΙΡΑΣ"
"8","ΓΥΜΝΑΣΙΟΥ","ΓΥΜΝΑΣΙΟΥ"
"9",".","."
"10","Πηλίκον","Πηλίκος"
"11","μὲν","μέν"
"12","ἀγαθόν","ἀγαθός"
"13","ἐστιν","εἰμί"
"14","εἰς","εἰς"
"15","ὑγίειαν","ὑγίεια"
"16",",",","
"17","ὦ","ὦ"
"18","Ἐπίγενες","Ἐπίγενες"
"19",",",","
"20","γυμνάσια","γυμνάσιον"
"21",",",","
"22","καὶ","καί"
"23","ὡς","ὡς"
"24","χρὴ","χρή"
"25","τῶν","ὁ"
"26","σιτίων","σιτίον"
"27","ἡγεῖσθαι","ἡγέομαι"
"28","αὐτά","αὐτός"
"29",",",","
"30","παλαιοῖς","παλαιός"
"31","ἀνδράσιν","ἀνήρ"
"32","αὐτάρκως","αὐτάρκης"
"33","εἴρηται","λέγω"
"34",",",","
"35","φιλοσόφων","φιλόσοφος"
"36","τε","τε"
"37","καὶ","καί"
"38","ἰατρῶν","ἰατρός"
"39","τοῖς","ὁ"
"40","ἀρίστοις","ἄριστος"
"41","·","·"
"42","ὅσον","ὅσος"
"43","δ","δ"
"44","ὑπὲρ","ὑπέρ"
"45","τἆ","τἆ"
"46","λλα","λλα"
"47","τὰ","ὁ"
"48","διὰ","διά"
"49","τῆς","ὁ"
"50","σμικρᾶς","μικρός"
"51","σφαίρας","σφαῖρα"
"52","ἐστίν","εἰμί"
"53",",",","
"54","τοῦτ","τοῦτ"
"55","οὐδέπω","οὐδέπω"
"56","τῶν","ὁ"
"57","πρόσθεν","πρόσθεν"
"58","ἱκανῶς","ἱκανός"
"59","οὐδεὶς","οὐδείς"
"60","ἐξηγήσατο","ἐξηγέομαι"
"61",".","."
"62","δίκαιον","δίκαιος"
"63","οὖν","οὖν"
"64","ἡμᾶς","ἡμεῖς"
"65",",",","
"66","ἃ","ὅς"
"67","γιγνώσκομεν","γιγνώσκω"
"68",",",","
"69","εἰπεῖν","λέγω"
"70",",",","
"71","ὑπὸ","ὑπό"
"72","σοῦ","σύ"
"73","μὲν","μέν"
"74","κριθησόμενα","κριθησόμενα"
"75",",",","
