"ID","TOKEN","LEMMA"
"1","ΑΡΙΣΤΑΡΧΟΥ","ΑΡΙΣΤΑΡΧΟΥ"
"2","ΠΕΡΙ","περί"
"3","ΜΕΓΕΘΩΝ","ΜΕΓΕΘΩΝ"
"4","ΚΑΙ","ΚΑΙ"
"5","ΑΠΟΣΤΗΜΑΤΩΝ","ΑΠΟΣΤΗΜΑΤΩΝ"
"6","ΗΛΙΟΥ","ΗΛΙΟΥ"
"7","ΚΑΙ","ΚΑΙ"
"8","ΣΕΛΗΝΗΣ","ΣΕΛΗΝΗΣ"
"9","ΥΠΟΘΕΣΕΙΣ","ΥΠΟΘΕΣΕΙΣ"
"10","σ΄","σ"
"11",".","."
"12","Τὴν","ὁ"
"13","σελήνην","σελήνη"
"14","παρὰ","παρά"
"15","τοῦ","ὁ"
"16","ἡλίου","ἥλιος"
"17","τὸ","ὁ"
"18","φῶς","φῶς"
"19","λαμβάνειν","λαμβάνω"
"20",".","."
"21","β΄","β"
"22",".","."
"23","Τὴν","ὁ"
"24","γῆν","γῆ"
"25","σημείου","σημεῖον"
"26","τε","τε"
"27","καὶ","καί"
"28","κέντρου","κέντρου"
"29","λόγον","λόγος"
"30","ἔχειν","ἔχω"
"31","πρὸς","πρός"
"32","τὴν","ὁ"
"33","τῆς","ὁ"
"34","σελήνης","σελήνη"
"35","σφαῖραν","σφαῖρα"
"36",".","."
"37","γ΄","γ"
"38",".","."
"39","Ὅταν","ὅταν"
"40","ἡ","ὁ"
"41","σελήνη","σελήνη"
"42","διχότομος","διχότομος"
"43","ἡμῖν","ἡμεῖς"
"44","φαίνηται","φαίνω"
"45",",",","
"46","νεύειν","νεύω"
"47","εἰς","εἰς"
"48","τὴν","ὁ"
"49","ἡμετέραν","ἡμέτερος"
"50","ὄψιν","ὄψις"
"51","τὸν","ὁ"
"52","διορίζοντα","διορίζω"
"53","τό","ὁ"
"54","τε","τε"
"55","σκιερὸν","σκιερός"
"56","καὶ","καί"
"57","τὸ","ὁ"
"58","λαμπρὸν","λαμπρός"
"59","τῆς","ὁ"
"60","σελήνης","σελήνη"
"61","μέγιστον","μέγας"
"62","κύκλον","κύκλος"
"63",".","."
"64","δ΄","δ"
"65",".","."
"66","Ὅταν","ὅταν"
"67","ἡ","ὁ"
"68","σελήνη","σελήνη"
"69","διχότομος","διχότομος"
"70","ἡμῖν","ἡμεῖς"
"71","φαίνηται","φαίνω"
"72",",",","
"73","τότε","τότε"
"74","αὐτὴν","αὐτός"
"75","ἀπέχειν","ἀπέχω"
"76","τοῦ","ὁ"
"77","ἡλίου","ἥλιος"
"78","ἔλασσον","ἐλάσσων"
"79","τεταρτημορίου","τεταρτημορῖος"
"80","τῷ","ὁ"
"81","τοῦ","ὁ"
"82","τεταρτημορίου","τεταρτημορῖος"
"83","τριακοστῷ","τριακοστός"
"84",".","."
"85","ε΄","ε"
"86",".","."
"87","Τὸ","ὁ"
"88","τῆς","ὁ"
"89","σκιᾶς","σκιά"
"90","πλάτος","πλάτος"
"91","σεληνῶν","σεληνός"
"92","εἶναι","εἰμί"
"93","δύο","δύο"
"94",".","."
"95","ϛ΄","ϛ"
"96",".","."
"97","Τὴν","ὁ"
"98","σελήνην","σελήνη"
"99","ὑποτείνειν","ὑποτείνω"
"100","ὑπὸ","ὑπό"
"101","πεντεκαιδέκατον","πεντεκαιδέκατος"
"102","μέρος","μέρος"
"103","ζῳδίου","ζῳδίον"
"104",".","."
"105","Ἐπιλογίζεται","Ἐπιλογίζεται"
"106","οὖν","οὖν"
"107","τὸ","ὁ"
"108","τοῦ","ὁ"
"109","ἡλίου","ἥλιος"
"110","ἀπόστημα","ἀπόστημα"
"111","ἀπὸ","ἀπό"
"112","τῆς","ὁ"
"113","γῆς","γῆ"
"114","τοῦ","ὁ"
"115","τῆς","ὁ"
"116","σελήνης","σελήνη"
"117","ἀποστήματος","ἀπόστημα"
"118","μεῖζον","μέγας"
"119","μὲν","μέν"
"120","ἢ","ἤ"
"121","ὀκτωκαιδεκαπλάσιον","ὀκτωκαιδεκαπλάσιος"
"122",",",","
"123","ἔλασσον","ἐλάσσων"
"124","δὲ","δέ"
"125","ἢ","ἤ"
"126","εἰκοσαπλάσιον","εἰκοσαπλάσιος"
"127",",",","
"128","διὰ","διά"
"129","τῆς","ὁ"
"130","περὶ","περί"
"131","τὴν","ὁ"
"132","διχοτομίαν","διχοτομία"
"133","ὑποθέσεως","ὑπόθεσις"
"134","·","·"
"135","τὸν","ὁ"
"136","═","═"
"137",".","."
"138","═","═"
"139","ʼ.","ʼ."
"140","═","═"
"141",".","."
"142","αὐτὸν","αὐτός"
"143","δὲ","δέ"
"144","λόγον","λόγος"
"145","ἔχειν","ἔχω"
"146","τὴν","ὁ"
"147","τοῦ","ὁ"
"148","ἡλίου","ἥλιος"
"149","διάμετρον","διάμετρος"
"150","πρὸς","πρός"
"151","τὴν","ὁ"
"152","τῆς","ὁ"
"153","σελήνης","σελήνη"
"154","διάμετρον","διάμετρος"
"155","·","·"
"156","τὴν","ὁ"
"157","δὲ","δέ"
"158","τοῦ","ὁ"
"159","ἡλίου","ἥλιος"
"160","διάμετρον","διάμετρος"
"161","πρὸς","πρός"
"162","τὴν","ὁ"
"163","τῆς","ὁ"
"164","γῆς","γῆ"
"165","διάμετρον","διάμετρος"
"166","μείζονα","μέγας"
"167","μὲν","μέν"
"168","λόγον","λόγος"
"169","ἔχειν","ἔχω"
"170","ἢ","ἤ"
"171","ὃν","ὅς"
"172","τὰ","ὁ"
