"ID","TOKEN","UPOS"
"1","Ἱεροὶ","ADJ"
"2","λόγοι","NOUN"
"3","ε","INTJ"
"4","θέρους","NOUN"
"5","ὥρᾳ","NOUN"
"6","πονήρως","ADV"
"7","εἶχεν","VERB"
"8","ὁ","DET"
"9","στόμαχος","NOUN"
"10","καὶ","CCONJ"
"11","δίψος","NOUN"
"12","ἦν","AUX"
"13","νύκτα","NOUN"
"14","καὶ","CCONJ"
"15","ἡμέραν","NOUN"
"16","καὶ","CCONJ"
"17","ἱδρὼς","NOUN"
"18","ἀμύθητος","ADJ"
"19","καὶ","CCONJ"
"20","λύσις","NOUN"
"21","τοῦ","DET"
"22","σώματος","NOUN"
"23",",","PUNCT"
"24","καὶ","CCONJ"
"25","μόλις","ADV"
"26","ἂν","ADV"
"27","δύο","NUM"
"28","καὶ","CCONJ"
"29","τρεῖς","NUM"
"30","εἷλκον","VERB"
"31","ἀπὸ","ADP"
"32","τῆς","DET"
"33","κλίνης","NOUN"
"34","ἀναστῆναι","VERB"
"35","δεόμενον","VERB"
"36","·","PUNCT"
"37","καὶ","CCONJ"
"38","ὁ","DET"
"39","θεὸς","NOUN"
"40","σημαίνει","VERB"
"41","ἔξοδον","NOUN"
"42","ἐν","ADP"
"43","Σμύρνῃ","PROPN"
"44","ὄντι","AUX"
"45","τὸν","DET"
"46","χρόνον","NOUN"
"47","τοῦτον","DET"
"48",",","PUNCT"
"49","καὶ","CCONJ"
"50","ἔδει","VERB"
"51","ἐξιέναι","VERB"
"52","αὐτίκα","ADV"
"53",".","PUNCT"
"54","καὶ","CCONJ"
"55","ἐξῄειν","VERB"
"56","μὲν","ADV"
"57","τὴν","DET"
"58","ἐπὶ","ADP"
"59","Περγάμου","PROPN"
"60","·","PUNCT"
"61","ἐν","ADP"
"62","ὅσῳ","PRON"
"63","δὲ","ADV"
"64","ὀχήματα","NOUN"
"65","ἐπορίζετο","VERB"
"66","καὶ","CCONJ"
"67","δὴ","ADV"
"68","μεσημβρία","NOUN"
"69","τε","CCONJ"
"70","προσῄει","VERB"
"71","καὶ","CCONJ"
"72","καῦμα","NOUN"
"73","ᾔρετο","VERB"
"74","λαμπρόν","ADJ"
"75",".","PUNCT"
"76","ἔδοξεν","VERB"
"77","οὖν","ADV"
"78","ἡμῖν","PRON"
"79","ἐν","ADP"
"80","τῷ","DET"
"81","προαστείῳ","NOUN"
"82","διατρίψαντας","VERB"
"83","αὐτὴν","DET"
"84","τὴν","DET"
"85","ἀκμὴν","NOUN"
"86","οὕτως","ADV"
"87","περαίνειν","VERB"
"88",".","PUNCT"
"89","ἡ","DET"
"90","δʼ","ADV"
"91","ὁρμὴ","NOUN"
"92","ἦν","AUX"
"93","ὡς","ADV"
"94","εἰς","ADP"
"95","Μύριναν","PROPN"
"96","καὶ","CCONJ"
"97","τὰ","DET"
"98","σκευοφόρα","ADJ"
"99","ἐπὶ","ADP"
"100","τούτῳ","ADJ"
"101","προῄει","VERB"
"102",".","PUNCT"
"103","οἷα","PRON"
"104","δὲ","ADV"
"105","πνίγους","NOUN"
"106","ὄντος","AUX"
"107","καὶ","CCONJ"
"108","ἅμα","ADV"
"109","ὑφʼ","ADP"
"110","ἡδονῆς","NOUN"
"111","τοῦ","DET"
"112","χωρίου","NOUN"
"113","καὶ","CCONJ"
"114","προσέτι","ADV"
"115","ἀσχολιῶν","NOUN"
"116","τινῶν","DET"
"117","προείμεθα","VERB"
"118","τῆς","DET"
"119","ὥρας","NOUN"
"120","συχνὸν","ADJ"
"121",",","PUNCT"
"122","ὥστε","SCONJ"
"123","γιγνόμεθα","VERB"
"124","ἐπὶ","ADP"
"125","τῷ","DET"
"126","καταγωγίῳ","NOUN"
"127","τῷ","DET"
"128","πρὸ","ADP"
"129","τοῦ","DET"
"130","Ἑρμοῦ","PROPN"
"131","περὶ","ADP"
"132","αὐτὴν","DET"
"133","δύσιν","NOUN"
"134","ἡλίου","NOUN"
"135",".","PUNCT"
"136","καὶ","CCONJ"
"137","ἠπόρησα","VERB"
"138","μὲν","ADV"
"139","ὅ","PRON"
"140","τι","PRON"
"141","ποιῶ","VERB"
"142",".","PUNCT"
"143","ὡς","SCONJ"
"144","δὲ","ADV"
"145","οὔτε","CCONJ"
"146","τὴν","DET"
"147","δυσχέρειαν","NOUN"
"148","τῶν","DET"
"149","οἰκημάτων","NOUN"
"150","ἔφερον","VERB"
"151","εἰσελθὼν","VERB"
"152",",","PUNCT"
"153","θεραπεία","NOUN"
"154","τε","CCONJ"
"155","οὐ","ADV"
"156","παρῆν","VERB"
"157","διὰ","ADP"
"158","τὸ","DET"
"159","προεκπέμψαι","VERB"
"160",",","PUNCT"
"161","ἐδόκει","VERB"
"162","χρῆναι","VERB"
"163","τὸ","DET"
"164","πρόσω","ADV"
"165","διώκειν","VERB"
"166",",","PUNCT"
"167","καὶ","CCONJ"
"168","διαβάντι","VERB"
"169","τὸν","DET"
"170","ποταμὸν","NOUN"
"171","νύξ","NOUN"
"172","τε","CCONJ"
"173","ἦν","AUX"
"174","ἤδη","ADV"
"175","καθαρὰ","ADJ"
"176","καὶ","CCONJ"
"177","προσέβαλεν","VERB"
"178","αὔρα","NOUN"
"179","τις","DET"
"180","ἐλαφρὰ","ADJ"
"181","καὶ","CCONJ"
"182","ψυχεινὴ","ADJ"
"183",",","PUNCT"
"184","καὶ","CCONJ"
"185","τό","DET"
"186","τε","CCONJ"
"187","σῶμά","NOUN"
"188","πως","ADV"
"189","ἀνελάμβανε","VERB"
"190","καὶ","CCONJ"
"191","τῇ","DET"
"192","γνώμῃ","NOUN"
"193","τόνος","NOUN"
"194","τις","DET"
"195","μετʼ","ADP"
"196","εὐθυμίας","NOUN"
"197","ἐνεδύετο","VERB"
"198",",","PUNCT"
"199","ὡς","ADV"
"200","τῷ","DET"
"201","τε","CCONJ"
"202","ἀέρι","NOUN"
"203","ὁμιλεῖν","VERB"
"204","καθʼ","ADP"
"205","ἡσυχίαν","NOUN"
"206","καὶ","CCONJ"
"207","ἅμα","ADV"
"208","πρὸς","ADP"
"209","τὴν","DET"
"210","παρελθοῦσαν","VERB"
"211","ἡμέραν","NOUN"
"212","τὰ","DET"
"213","παρόντα","VERB"
"214","κρίνοντι","VERB"
"215","ὁπόσον","PRON"
"216","τι","DET"
"217","μεταβεβλήκει","VERB"
"218",".","PUNCT"
"219","ἤδη","ADV"
"220","δὲ","ADV"
"221","βαθείας","ADJ"
"222","ἑσπέρας","NOUN"
"223","ἦλθον","VERB"
"224","εἰς","ADP"
"225","Λάρισσαν","PROPN"
"226",",","PUNCT"
"227","καί","CCONJ"
"228","μοι","PRON"
"229","ἀσμένῳ","ADJ"
"230","γίγνεται","VERB"
"231","ὡς","SCONJ"
"232","τά","DET"
"233","τε","CCONJ"
"234","ὀχήματα","NOUN"
"235","οὐ","ADV"
"236","κατείληπτο","VERB"
"237","καὶ","CCONJ"
"238","τὰ","DET"
"239","τῆς","DET"
"240","καταγωγῆς","NOUN"
"241","οὐδὲν","ADJ"
"242","ἀμείνω","ADJ"
"243","τῶν","DET"
"244","πρόσθεν","ADV"
"245","ἦν","AUX"
"246",",","PUNCT"
"247","ἀλλʼ","CCONJ"
"248","ἀνάγκη","NOUN"
"249","παρῆν","VERB"
"250","ἔχεσθαι","VERB"
"251","τῆς","DET"
"252","ὁδοῦ","NOUN"
"253","καὶ","CCONJ"
